,tomato,medicago,Group Number,Species 1 Score,Species 2 Score,Total Score
35,LOC101248971,LOC11405491,11,0.27279462285287526,0.4366270495358723,0.35471083619437377
36,LOC101248971,LOC11431728,11,0.28255115758028376,0.5794800613053411,0.4310156094428125
37,LOC101265942,LOC25485596,11,0.9389215832710979,0.9087215522975044,0.9238215677843011
38,LOC101265942,LOC25493765,11,0.9023808812546676,0.9024724559729331,0.9024266686138004
39,LOC101265942,LOC11405491,11,0.9600059746079164,0.9534773430496515,0.9567416588287839
40,LOC101265942,LOC11431728,11,0.9070291262135922,0.6576588299933489,0.7823439781034706
41,LOC101245634,LOC25485596,11,0.4908080657206871,0.718667765535988,0.6047379156283376
42,LOC101245634,LOC25493765,11,0.8716534727408514,0.9311529452589572,0.9014032089999042
43,LOC101245634,LOC11405491,11,0.6174817027632562,0.8668054712125155,0.7421435869878859
44,LOC101245634,LOC11431728,11,0.8006870799103809,0.701013562360834,0.7508503211356075
45,LOC101256097,LOC25485596,11,0.9100224047796863,0.911613313669356,0.9108178592245212
46,LOC101256097,LOC25493765,11,0.8379746079163555,0.8665220785980741,0.8522483432572148
47,LOC101256097,LOC11405491,11,0.9274025392083645,0.9313148838957809,0.9293587115520727
48,LOC101256097,LOC11431728,11,0.8159641523525019,0.652533182961742,0.7342486676571219
49,LOC101259582,LOC11407508,12,0.8346109036594473,0.8871634712703508,0.8608871874648991
50,LOC101265154,LOC25491332,13,0.8611142643764003,0.9018247014256383,0.8814694829010192
51,LOC101265154,LOC11431968,13,0.9350022404779686,0.9333449003788208,0.9341735704283947
52,LOC101261099,LOC25491332,13,0.17214040328603433,0.34211272085827477,0.25712656207215456
53,LOC101261099,LOC11431968,13,0.2980134428678118,0.4402591018189179,0.3691362723433649
54,LOC101263788,LOC25491332,13,0.3036162974027051,0.4660304791648593,0.3848233882837822
55,LOC101263788,LOC11431968,13,0.4554443614637789,0.5032300974523582,0.47933722945806856
56,LOC101264607,LOC25491228,14,0.9085407020164302,0.859587634828374,0.8840641684224021
57,LOC101264607,LOC25479653,14,0.5732397311426438,0.6681776119834592,0.6207086715630514
58,LOC101247771,LOC25491228,14,0.8309544436146378,0.9115468031578035,0.8712506233862206
59,LOC101247771,LOC25479653,14,0.6816908140403286,0.6694066105664961,0.6755487123034123
60,LOC101254555,LOC11437603,15,0.9761374159820762,0.9709030970764293,0.9735202565292527
61,LOC101254555,LOC25485353,15,0.9710171769977595,0.9712732425320262,0.9711452097648928
62,LOC101254555,LOC25490304,15,0.9822016430171769,0.974240189699546,0.9782209163583615
63,LOC544138,LOC11437603,15,0.9848782673637043,0.9760157311818628,0.9804469992727836
64,LOC544138,LOC25485353,15,0.9822972367438387,0.9697232584367138,0.9760102475902763
65,LOC544138,LOC25490304,15,0.9830261389096342,0.9735114658338394,0.9782688023717367
66,LOC101260246,LOC25487607,16,0.7872023898431665,0.9014053960267199,0.8443038929349431
67,LOC101260246,LOC25480141,16,0.8198775205377148,0.8264827506434168,0.8231801355905658
68,LOC101267493,LOC11445422,17,0.6499955190440627,0.729834302073393,0.6899149105587279
69,LOC101246350,LOC25491853,18,0.9835067629242387,0.8609698967641191,0.9222383298441789
70,LOC101246350,LOC11406626,18,0.742437971952535,0.6877938752494144,0.7151159236009748
71,LOC101246350,LOC25484969,18,0.711210687909717,0.6380440126080796,0.6746273502588983
72,LOC101246350,LOC11428449,18,0.9538793461123558,0.69024416105183,0.8220617535820929
73,LOC101246350,LOC11407922,18,0.971730146875778,0.8864231803591568,0.9290766636174674
74,LOC101246350,LOC11435750,18,0.9753149116255913,0.9248026372863711,0.9500587744559812
75,LOC101267143,LOC25491853,18,0.9411667081569994,0.8799976865909025,0.910582197373951
76,LOC101267143,LOC11406626,18,0.7913036262550827,0.7217431537549521,0.7565233900050174
77,LOC101267143,LOC25484969,18,0.7110048958592649,0.5885081403082618,0.6497565180837633
78,LOC101267143,LOC11428449,18,0.8695709899593396,0.7092912292877592,0.7894311096235493
79,LOC101267143,LOC11407922,18,0.924942328437474,0.8565917700471357,0.8907670492423049
80,LOC101267143,LOC11435750,18,0.934687577794374,0.929342702640178,0.932015140217276
81,LOC101263643,LOC25491853,18,0.8862673637042568,0.7742980249269831,0.83028269431562
82,LOC101263643,LOC11406626,18,0.6472830470500374,0.6442034643301235,0.6457432556900804
83,LOC101263643,LOC25484969,18,0.6616340552651232,0.6397038836355223,0.6506689694503227
84,LOC101263643,LOC11428449,18,0.8401194921583272,0.7947138602122553,0.8174166761852912
85,LOC101263643,LOC11407922,18,0.8298909634055265,0.7605852925016627,0.7952381279535946
86,LOC101263643,LOC11435750,18,0.8311516056758775,0.8624331280182759,0.8467923668470767
87,LOC101252786,LOC25491853,18,0.7784137415982076,0.940568520285706,0.8594911309419568
88,LOC101252786,LOC11406626,18,0.6579895444361464,0.7840895289320725,0.7210395366841095
89,LOC101252786,LOC25484969,18,0.567647498132935,0.662294323472427,0.6149709108026811
90,LOC101252786,LOC11428449,18,0.767832710978342,0.8024252238705263,0.7851289674244342
91,LOC101252786,LOC11407922,18,0.7695593726661688,0.878488187154796,0.8240237799104824
92,LOC101252786,LOC11435750,18,0.7679283047050037,0.9486885862178652,0.8583084454614345
93,LOC101247411,LOC25491853,18,0.8729619118745333,0.7987912437465661,0.8358765778105497
94,LOC101247411,LOC11406626,18,0.7517789395070948,0.7500766316763541,0.7509277855917245
95,LOC101247411,LOC25484969,18,0.6909992531740105,0.8072351869523727,0.7491172200631916
96,LOC101247411,LOC11428449,18,0.8703569828230022,0.7768363487978305,0.8235966658104164
97,LOC101247411,LOC11407922,18,0.8443435399551905,0.7585610595413667,0.8014522997482786
98,LOC101247411,LOC11435750,18,0.8599193427931292,0.8956826002718256,0.8778009715324774
99,LOC101245609,LOC25491853,18,0.7646900672143391,0.8381365489719788,0.8014133080931589
100,LOC101245609,LOC11406626,18,0.665714712471994,0.7169543969231659,0.69133455469758
101,LOC101245609,LOC25484969,18,0.6257565347274086,0.751655533385385,0.6887060340563969
102,LOC101245609,LOC11428449,18,0.6661747572815534,0.7868803999627284,0.7265275786221409
103,LOC101245609,LOC11407922,18,0.7312979835698282,0.7768022902750065,0.7540501369224173
104,LOC101245609,LOC11435750,18,0.7243375653472741,0.8833116451230444,0.8038246052351592
105,LOC101248904,LOC25491853,18,0.8943271097834204,0.8419305398918481,0.8681288248376342
106,LOC101248904,LOC11406626,18,0.7294518297236744,0.7517018015673346,0.7405768156455045
107,LOC101248904,LOC25484969,18,0.6670530246452576,0.6832827275093258,0.6751678760772917
108,LOC101248904,LOC11428449,18,0.8953188946975355,0.6907389735532358,0.7930289341253856
109,LOC101248904,LOC11407922,18,0.8797610156833457,0.8620629825626789,0.8709119991230123
110,LOC101248904,LOC11435750,18,0.8881015683345781,0.942731557791851,0.9154165630632145
111,LOC101253645,LOC25491853,18,0.8812486930545183,0.7264393742228391,0.8038440336386787
112,LOC101253645,LOC11406626,18,0.7095743091859597,0.7381278736878633,0.7238510914369114
113,LOC101253645,LOC25484969,18,0.6563525018670651,0.7506723345189555,0.7035124181930104
114,LOC101253645,LOC11428449,18,0.7723554891710231,0.7338969054940253,0.7531261973325243
115,LOC101253645,LOC11407922,18,0.8535982076176251,0.7038489343859344,0.7787235710017797
116,LOC101253645,LOC11435750,18,0.8710500373412995,0.8401376478413001,0.8555938425912998
117,LOC101266105,LOC11417780,19,0.8867094846900672,0.8622480552904774,0.8744787699902723
118,JJH1,LOC11438488,21,0.7737296489917849,0.867632514964865,0.820681081978325
119,LOC101262678,LOC11410311,22,0.8582643764002987,0.8648165820023198,0.8615404792013093
120,LOC101262925,LOC11443430,23,0.9949275578790141,0.9951013562360833,0.9950144570575488
121,LOC101258822,LOC11443430,23,0.9936131441374159,0.9954946357826552,0.9945538899600355
122,LOC101248963,LOC11430820,24,0.7973233756534728,0.8959139411815736,0.8466186584175233
123,LOC101248963,LOC11444230,24,0.8482987303958177,0.9108065122466094,0.8795526213212135
124,FIE,LOC25482354,25,0.9273308439133682,0.9349771390198215,0.9311539914665948
125,LOC101246577,LOC25479756,26,0.8184436146377895,0.9600730376300777,0.8892583261339335
126,LOC101268738,LOC25479756,26,0.5300539374325782,0.645052815955913,0.5875533766942456
127,LOC101260710,LOC25479756,26,0.5078655713218819,0.2959015479185515,0.4018835596202167
128,LOC100736533,LOC11407532,27,0.8834772218073189,0.8851508053555421,0.8843140135814305
129,LOC100736533,LOC11410003,27,0.8825750560119492,0.826829762008039,0.8547024090099942
130,LOC101254537,LOC11439925,28,0.9462584017923824,0.9145368844162979,0.9303976431043401
131,LOC101253278,LOC11416047,29,0.8059387602688574,0.7726381538995402,0.7892884570841987
132,LOC101258974,LOC25486579,30,0.510201643017177,0.2080766895115815,0.35913916626437925
133,LOC101264451,LOC11430263,31,0.5995668409260643,0.6203001648303982,0.6099335028782312
134,LOC101264226,LOC25501980,32,0.9536071695294996,0.938948491303831,0.9462778304166652
135,LOC101267596,LOC25501980,32,0.8511366691560867,0.9401887356255362,0.8956627023908115
136,LOC101246155,LOC25487435,33,0.8822643764002988,0.8075468545668945,0.8449056154835966
137,LOC101246155,LOC25485973,33,0.676050784167289,0.8588126427807177,0.7674317134740034
138,LOC101246476,LOC25487435,33,0.8243883495145632,0.7811354340373166,0.8027618917759398
139,LOC101246476,LOC25485973,33,0.6500911127707244,0.8031057517133686,0.7265984322420465
140,LOC101252430,LOC25486110,34,0.27274085138162807,0.475598353623859,0.37416960250274356
141,LOC101252430,LOC25499107,34,0.2578999253174011,0.5177987912437466,0.3878493582805739
142,LOC101251789,LOC25486110,34,0.8188857356235997,0.6477352688856115,0.7333105022546056
143,LOC101251789,LOC25499107,34,0.866503360716953,0.8317052716809809,0.8491043161989669
144,LOC101257207,LOC25486110,34,0.5462285287528006,0.6189397517583516,0.582584140255576
145,LOC101257207,LOC25499107,34,0.7563256161314413,0.7303837367340448,0.743354676432743
146,LOC101253933,LOC25486110,34,0.7007139656460045,0.5700818368468235,0.6353979012464139
147,LOC101253933,LOC25499107,34,0.6971471247199402,0.7250975969462999,0.7111223608331201
148,LOC101256156,LOC25495643,35,0.8422106049290515,0.6775049882883665,0.759857796608709
149,LOC101246397,LOC11417927,36,0.7952501867064974,0.8813895877312203,0.8383198872188589
150,LOC101265936,LOC11437299,37,0.8858551157580283,0.7800641971024551,0.8329596564302417
151,LOC101260266,LOC11441927,38,0.6929887976101569,0.7817934704028224,0.7373911340064896
152,AO,LOC11437438,39,0.9552725914861837,0.91762014465233,0.9364463680692569
153,LOC101246406,LOC11443192,40,0.9481941747572815,0.9065903241664498,0.9273922494618656
154,LOC101261524,LOC11428998,41,0.9219297983569827,0.9439460975680286,0.9329379479625057
155,LOC101261524,LOC11434670,41,0.934285287528006,0.8866256036551864,0.9104554455915962
156,LOC101249741,LOC11428998,41,0.8083644510828977,0.907677626442266,0.8580210387625818
157,LOC101249741,LOC11434670,41,0.7908588498879761,0.8811659581851305,0.8360124040365533
158,LOC101244615,LOC112417214,42,0.8940821508588499,0.8940863479945635,0.8940842494267067
159,LOC101255619,LOC11417985,43,0.9458401792382375,0.9288915878661693,0.9373658835522034
160,LOC101255619,LOC11446637,43,0.9504804580532735,0.948022195875063,0.9492513269641683
161,LOC101251313,LOC11417985,43,0.8286303211351755,0.8955148781122582,0.8620725996237169
162,LOC101251313,LOC11446637,43,0.7775474234503361,0.9084564741717513,0.8430019488110437
163,LOC101259890,LOC11419588,44,0.9053263629574309,0.7903183829270408,0.8478223729422358
164,LOC101245715,LOC11423817,45,0.951277072442121,0.9123044446372286,0.9317907585396747
165,LOC101255442,LOC25485370,47,0.8636056758775206,0.9068679332581476,0.885236804567834
166,LOC101259691,LOC11419112,48,0.9053681852128455,0.856643821751829,0.8810060034823373
167,LOC101259691,LOC11422678,48,0.8776400298730396,0.8292543432649271,0.8534471865689833
168,LOC101259691,LOC25501853,48,0.8008842419716206,0.9186258349960961,0.8597550384838584
169,LOC101244185,LOC11419112,48,0.8828976848394324,0.8357132529423672,0.8593054688908999
170,LOC101244185,LOC11422678,48,0.7050993278566094,0.7376947520957238,0.7213970399761667
171,LOC101244185,LOC25501853,48,0.628839432412248,0.8127873687863277,0.7208134005992879
172,LOC101263523,LOC11419112,48,0.854823002240478,0.7569474566958735,0.8058852294681758
173,LOC101263523,LOC11422678,48,0.9167318894697535,0.8908874173036574,0.9038096533867055
174,LOC101263523,LOC25501853,48,0.9097774458551158,0.9109048321332524,0.910341138994184
175,LOC101261883,LOC11419112,48,0.8764391336818521,0.7497585379254504,0.8130988358036513
176,LOC101261883,LOC11422678,48,0.9043584764749814,0.8527097410588345,0.8785341087669079
177,LOC101261883,LOC25501853,48,0.9242300224047797,0.9521182152048812,0.9381741188048305
178,LOC101259386,LOC11419112,48,0.7539536967886482,0.763523322055464,0.7587385094220561
179,LOC101259386,LOC11422678,48,0.7160687079910382,0.672385928046551,0.6942273180187946
180,LOC101259386,LOC25501853,48,0.8178342046303211,0.8923744252624274,0.8551043149463742
181,LOC101248010,LOC11419112,48,0.23630427824602582,0.6510395882131806,0.44367193322960324
182,LOC101248010,LOC11422678,48,0.17915288594900244,0.6062031494494408,0.3926780176992216
183,LOC101248010,LOC25501853,48,0.2244489491091433,0.8445562592174893,0.5345026041633163
184,LOC101257661,LOC25502785,49,0.7584824495892457,0.809137965935051,0.7838102077621484
185,LOC101258429,LOC11445594,50,0.9116952949962659,0.9131372719123219,0.9124162834542939
186,LOC101257929,LOC11445594,50,0.9427333831217326,0.8845146178537348,0.9136240004877336
187,LOC101245290,LOC11444733,51,0.8510231516056759,0.8434978745553917,0.8472605130805337
188,LOC101252099,LOC11407168,52,0.9614159820761763,0.9779474277782598,0.9696817049272181
189,LOC101252099,LOC25489108,52,0.9246900672143391,0.8823400133021023,0.9035150402582207
190,LOC101252099,LOC11438423,52,0.9445257654966392,0.870600104746023,0.9075629351213311
191,LOC101251244,LOC11407168,52,0.8515728155339807,0.9471212515543218,0.8993470335441512
192,LOC101251244,LOC25489108,52,0.8511067961165049,0.8538330296983894,0.8524699129074471
193,LOC101251244,LOC11438423,52,0.8208095593726661,0.842524314893535,0.8316669371331005
194,LOC101244991,LOC25499198,53,0.7390948469006722,0.8467771319510714,0.7929359894258718
195,LOC778279,LOC25483624,54,0.7892337565347274,0.7958069460108151,0.7925203512727712
196,LOC778279,LOC11423632,54,0.8916684092606423,0.9092276105375784,0.9004480098991103
197,LOC543710,LOC25483624,54,0.9524480955937267,0.9260576617217547,0.9392528786577408
198,LOC543710,LOC11423632,54,0.558572068707991,0.8470836586564877,0.7028278636822394
199,LOC101256206,LOC11438241,56,0.9381329350261389,0.9714467482143373,0.9547898416202381
200,LOC101256206,LOC25488230,56,0.957663928304705,0.8753490195322415,0.9165064739184733
201,LOC101262883,LOC25484818,57,0.9014607916355489,0.9326855787860386,0.9170731852107938
202,LOC101255389,LOC11443524,58,0.9520955937266617,0.9186200514733524,0.935357822600007
203,LOC101248248,LOC11443524,58,0.8081314413741598,0.7277695844538908,0.7679505129140254
204,LOC101261215,LOC25483544,59,0.9965168035847648,0.9843555709782829,0.9904361872815238
205,LOC101258197,LOC25494374,60,0.957696456725583,0.9624186692114167,0.9600575629684999
206,LOC101268852,LOC11410884,61,0.9314592979835697,0.9638471993291114,0.9476532486563406
207,LOC101258378,LOC11410884,61,0.9501598207617624,0.9551372140770943,0.9526485174194284
208,LOC101245169,LOC25499497,62,0.8182106049290515,0.9266649316098435,0.8724377682694475
209,PAP1,LOC25485616,63,0.454823002240478,0.4703334200861745,0.46257821116332626
210,PAP1,LOC25491935,63,0.6606960418222554,0.6511263410543362,0.6559111914382958
211,LOC101262032,LOC25493359,64,0.7944236992780682,0.9669182499060177,0.8806709745920429
212,LOC101258097,LOC25493359,64,0.8701538461538462,0.8647870217749631,0.8674704339644046
213,LOC101257765,LOC25493359,64,0.9377087378640776,0.9736618374251755,0.9556852876446266
214,LOC104644405,LOC25491588,65,0.5097415982076176,0.7041612446140944,0.606951421410856
215,LOC104644405,LOC11415204,65,0.42668259895444366,0.6947919377692953,0.5607372683618694
216,LOC101263211,LOC25491588,65,0.882419716206124,0.9352534628842428,0.9088365895451834
217,LOC101263211,LOC11415204,65,0.9253174010455564,0.9518753072496459,0.9385963541476011
218,LOC101263362,LOC25491588,65,0.8186527259148619,0.8920678985570111,0.8553603122359366
219,LOC101263362,LOC11415204,65,0.8881493651979089,0.8811601746623869,0.8846547699301479
220,LOC101256942,LOC11422995,66,0.7794652725914861,0.9411468725600763,0.8603060725757812
221,LOC101262909,LOC11414265,67,0.9411740104555638,0.884780659899945,0.9129773351777544
222,LOC101262909,LOC11413700,67,0.90803286034354,0.646881235360458,0.7774570478519991
223,LOC101249053,LOC25483423,68,0.9271635548917102,0.9057748474595876,0.9164692011756489
224,LOC101264133,LOC25500346,69,0.5300804912455398,0.7332581475376652,0.6316693193916025
225,LOC101264133,LOC11431124,69,0.5444129117915526,0.624123073363986,0.5842679925777693
226,LOC101264133,LOC11431123,69,0.45557049207534644,0.5939356550964081,0.5247530735858773
227,LOC101253467,LOC25500346,69,0.8537356235997012,0.8101905670744051,0.8319630953370531
228,LOC101253467,LOC11431124,69,0.7451650485436894,0.35045256065469477,0.547808804599192
229,LOC101253467,LOC11431123,69,0.6958745332337566,0.6728229053205197,0.6843487192771381
230,LOC101266530,LOC25500346,69,0.8610804082648743,0.8304386802001099,0.8457595442324921
231,LOC101266530,LOC11431124,69,0.8282532569911211,0.45373470981174635,0.6409939834014338
232,LOC101266530,LOC11431123,69,0.6884739855613642,0.7292508088899171,0.7088623972256407
233,LOC101263824,LOC25500346,69,0.7268259895444361,0.7466238685983633,0.7367249290713997
234,LOC101263824,LOC11431124,69,0.6594249439880507,0.3382955958474307,0.4988602699177407
235,LOC101263824,LOC11431123,69,0.6435997012696042,0.7550967294178884,0.6993482153437462
236,LOC101268055,LOC11424010,70,0.6699029126213593,0.6716404962262514,0.6707717044238053
237,LOC101268055,LOC11408949,70,0.45400448095593726,0.6812154394352711,0.5676099601956042
238,LOC101267764,LOC11424010,70,0.6948402622189029,0.6826928081894682,0.6887665352041856
239,LOC101267764,LOC11408949,70,0.5833939092191519,0.5151769275999344,0.5492854184095431
240,LOC101266678,LOC11413192,71,0.9635250186706498,0.9621931118244123,0.9628590652475311
241,LOC101268656,LOC25488609,72,0.9860014936519791,0.9812382522194267,0.9836198729357029
242,LOC101268656,LOC11429530,72,0.9856967886482448,0.9729967323096497,0.9793467604789472
243,LOC101249905,LOC25488609,72,0.9853562359970128,0.9777912726641798,0.9815737543305962
244,LOC101249905,LOC11429530,72,0.9824585511575804,0.9771203840259103,0.9797894675917453
245,LOC101247439,LOC11420982,73,0.8002748319641524,0.7018651860848443,0.7510700090244984
246,LOC101260039,LOC11441601,74,0.8521344286781181,0.8927445707180244,0.8724394996980712
247,LOC101260039,LOC25482761,74,0.9019148618371919,0.881137040571412,0.8915259512043019
248,LOC101247783,LOC11446405,75,0.9345959671396564,0.9771146005031665,0.9558552838214114
249,LOC101247783,LOC25495759,75,0.954252427184466,0.9824527919956044,0.9683526095900352
250,LOC101268045,LOC11446405,75,0.9443106796116505,0.9740088487897978,0.9591597642007241
251,LOC101268045,LOC25495759,75,0.9402837938760269,0.9634307856915648,0.9518572897837958
252,LOC101260893,LOC11415010,76,0.9743808812546677,0.9764090107284346,0.9753949459915512
253,LOC101247309,LOC11415010,76,0.9911217326362959,0.9788265232353027,0.9849741279357993
254,LOC101257726,LOC11405273,77,0.9330186706497385,0.9281570804777189,0.9305878755637287
255,LOC101247986,LOC11405273,77,0.8996026885735624,0.8655562302998756,0.882579459436719
256,LOC101251849,LOC11408884,78,0.6986109036594473,0.8778809172667071,0.7882459104630772
257,LOC101251849,LOC25485648,78,0.7869634055265122,0.8592579740319829,0.8231106897792475
258,LOC101247968,LOC11408884,78,0.8332964899178491,0.8916167837830022,0.8624566368504256
259,LOC101247968,LOC25485648,78,0.9138222554144885,0.9050114224574188,0.9094168389359536
260,LOC101258116,LOC11407764,80,0.8527378640776699,0.7241548827390764,0.7884463734083731
261,LOC101258116,LOC11421111,80,0.7818491411501121,0.7971892079465602,0.7895191745483361
262,LOC101258116,LOC11415147,80,0.6340194174757281,0.6756484774876377,0.6548339474816829
263,LOC101268035,LOC11407764,80,0.6120209111277073,0.720832570229638,0.6664267406786726
264,LOC101268035,LOC11421111,80,0.6246094100074683,0.8059338943350395,0.7152716521712539
265,LOC101268035,LOC11415147,80,0.48832262882748323,0.7941702090743472,0.6412464189509153
266,LOC101261022,LOC11407764,80,0.687026138909634,0.6546305132233822,0.6708283260665081
267,LOC101261022,LOC11421111,80,0.7280597460791636,0.7216737514820277,0.7248667487805956
268,LOC101261022,LOC11415147,80,0.7147542942494399,0.4413695381857089,0.5780619162175744
269,LOC101253581,LOC11431046,81,0.8126123973114264,0.8945952979960093,0.8536038476537179
270,LOC101255218,LOC11425880,82,0.7835831051365032,0.7357347804992466,0.7596589428178748
271,LOC101255218,LOC25499793,82,0.8596265870052278,0.8299065961076892,0.8447665915564585
272,LOC543607,LOC11425880,82,0.6284570575056011,0.7699860874147333,0.6992215724601671
273,LOC543607,LOC25499793,82,0.8577684839432412,0.9120268355455308,0.8848976597443861
274,LOC101261553,LOC11425880,82,0.771698282300224,0.5786735811894136,0.6751859317448188
275,LOC101261553,LOC25499793,82,0.7995817774458551,0.7016338451750962,0.7506078113104757
276,LOC101268741,LOC11425880,82,0.7022733383121732,0.5605840072743864,0.6314286727932799
277,LOC101268741,LOC25499793,82,0.770521284540702,0.6188600676672161,0.6946906761039591
278,LOC101248321,LOC11432439,83,0.9659148618371919,0.9792429368728491,0.9725788993550205
279,LOC101263112,LOC11422510,84,0.7870530246452576,0.9080824730343252,0.8475677488397915
280,LOC101262662,LOC25488057,85,0.4713547423450336,0.6366386165813597,0.5539966794631966
281,LOC101262662,LOC11429766,85,0.6017625093353248,0.7067175616668112,0.654240035501068
282,LOC101262662,LOC25494091,85,0.4875877520537715,0.7274587201064168,0.6075232360800942
283,LOC101262662,LOC11407499,85,0.7372785660941001,0.7619791214828953,0.7496288437884977
284,LOC101265959,LOC25488057,85,0.7308007634221226,0.8310575171336861,0.7809291402779044
285,LOC101265959,LOC11429766,85,0.3069687162891046,0.6640409473410255,0.48550483181506504
286,LOC101265959,LOC25494091,85,0.565244378059912,0.6264133483704925,0.5958288632152022
287,LOC101265959,LOC11407499,85,0.32185876690731063,0.4587721581215118,0.3903154625144112
288,LOC101255602,LOC11406993,86,0.7895683345780433,0.6361875018073508,0.7128779181926971
289,LOC101263915,LOC11408902,87,0.7815085884988797,0.7634539197825395,0.7724812541407096
290,LOC101263915,LOC25495439,87,0.5155250186706498,0.6000347011364622,0.5577798599035559
291,LOC101263915,LOC11411703,87,0.877580283793876,0.6811601746623869,0.7793702292281315
292,LOC101263915,LOC25493921,87,0.7805526512322629,0.9617940487550968,0.8711733499936798
293,LOC101263915,LOC25492967,87,0.640621359223301,0.6560481189092275,0.6483347390662643
294,LOC101259933,LOC11408902,87,0.9402718446601941,0.8424626239842689,0.8913672343222314
295,LOC101259933,LOC25495439,87,0.8962748319641524,0.8460021399034151,0.8711384859337837
296,LOC101259933,LOC11411703,87,0.8118297236743839,0.6507677626442266,0.7312987431593052
297,LOC101259933,LOC25493921,87,0.9204421209858102,0.7333159827651022,0.8268790518754563
298,LOC101259933,LOC25492967,87,0.9615892457057506,0.9050229895029062,0.9333061176043284
299,LOC101265902,LOC11408902,87,0.8110171769977595,0.8055579653566988,0.8082875711772292
300,LOC101265902,LOC25495439,87,0.7124182225541449,0.67182556895405,0.6921218957540974
301,LOC101265902,LOC11411703,87,0.6849469753547422,0.7226453833029698,0.7037961793288561
302,LOC101265902,LOC25493921,87,0.7768304705003735,0.8543304126543477,0.8155804415773606
303,LOC101265902,LOC25492967,87,0.8452457057505601,0.8476909285445765,0.8464683171475683
304,LOC101263008,LOC11408902,87,0.8722210604929052,0.7984326653364564,0.8353268629146808
305,LOC101263008,LOC25495439,87,0.648471994025392,0.7097018594025621,0.6790869267139771
306,LOC101263008,LOC11411703,87,0.8849648991784914,0.7359070009542813,0.8104359500663864
307,LOC101263008,LOC25493921,87,0.9378879761015683,0.9603250339781961,0.9491065050398821
308,LOC101263008,LOC25492967,87,0.8197879014189694,0.8057893062664468,0.8127886038427081
309,LOC101252433,LOC11415411,88,0.9031575802837939,0.8543824643590411,0.8787700223214174
310,LOC101256047,LOC11415411,88,0.8979895444361464,0.8818021456869378,0.8898958450615422
311,LOC101255822,LOC11434768,89,0.8812606422703511,0.9135652525953558,0.8974129474328534
