,tomato,sorghum,Group Number,Species 1 Score,Species 2 Score,Total Score
92,JJH1,LOC8075464,22,0.7029679153843433,0.8612874036631408,0.7821276595237421
93,LOC101262678,LOC8055796,23,0.8117867628851393,0.8104652251240287,0.8111259940045841
94,LOC101262925,LOC110437039,24,0.9959673140188899,0.9965115916253238,0.9962394528221068
95,LOC101258822,LOC110437039,24,0.9966323534613888,0.9971044338356891,0.996868393648539
96,LOC101248963,LOC8079217,25,0.8948317945452616,0.8899684857561858,0.8924001401507238
97,FIE,LOC8067799,26,0.8360890020870919,0.8362694623857219,0.8361792322364069
98,LOC100736533,LOC8061435,27,0.8025540344547031,0.8132983868451434,0.8079262106499232
99,LOC101254537,LOC8062941,28,0.9419434716473876,0.8585291272738619,0.9002362994606248
100,LOC101253278,LOC8074741,29,0.8756659238034596,0.8131610970701114,0.8444135104367856
101,LOC101253278,LOC8072283,29,0.9452191446460788,0.9427127211457456,0.9439659328959122
102,LOC101264451,LOC8055613,31,0.5450021814237032,0.7505319978782489,0.647767089650976
103,LOC101264226,LOC8077922,32,0.8938483851568857,0.8131090933674477,0.8534787392621668
104,LOC101264226,LOC8059601,32,0.9334889808624288,0.9336827982152329,0.9335858895388309
105,LOC101267596,LOC8077922,32,0.8667657150942728,0.8086159734573102,0.8376908442757915
106,LOC101267596,LOC8059601,32,0.7396512080370724,0.9065805485350557,0.823115878286064
107,LOC101246155,LOC110433909,33,0.7715589515016449,0.7985646978064839,0.7850618246540644
108,LOC101246155,LOC110432411,33,0.5828150978103223,0.30181908951917374,0.44231709366474803
109,LOC101246476,LOC110433909,33,0.6488874739113517,0.7375705950263659,0.6932290344688588
110,LOC101246476,LOC110432411,33,0.5266334146945417,0.3003993884364567,0.4135164015654992
111,LOC101252430,LOC8066953,34,0.48445293430966785,0.823613841305501,0.6540333878075844
112,LOC101252430,LOC8085656,34,0.5519402879479288,0.7587693843801678,0.6553548361640483
113,LOC101251789,LOC8066953,34,0.7558810003891189,0.7202720833723361,0.7380765418807275
114,LOC101251789,LOC8085656,34,0.6709752732675368,0.668339105744329,0.6696571895059329
115,LOC101257207,LOC8066953,34,0.4520994729208674,0.6850073325220756,0.5685534027214715
116,LOC101257207,LOC8085656,34,0.47284304361668256,0.6606134356766201,0.5667282396466513
117,LOC101253933,LOC8066953,34,0.537528741731225,0.7707510374738681,0.6541398896025465
118,LOC101253933,LOC8085656,34,0.5744030563514804,0.759692970139474,0.6670480132454772
119,LOC101256156,LOC8061354,35,0.787774594078319,0.7962432525195794,0.7920089232989491
120,LOC101246397,LOC8073384,36,0.7087410237362483,0.7621940015462434,0.7354675126412458
121,LOC101265936,LOC8075893,37,0.5055502493897909,0.562619738525383,0.5340849939575869
122,LOC101265936,LOC8072456,37,0.8531253316353603,0.7814596399263628,0.8172924857808616
123,LOC101246406,LOC8070906,40,0.9551522869574446,0.9146369621517052,0.9348946245545748
124,LOC101261524,LOC8081346,41,0.9028405674059925,0.8861680551655278,0.8945043112857601
125,LOC101261524,LOC110432902,41,0.950921504121122,0.8436387337445093,0.8972801189328157
126,LOC101249741,LOC8081346,41,0.7575152994446214,0.8618303223189491,0.8096728108817852
127,LOC101249741,LOC110432902,41,0.7506668081644203,0.8163541244136582,0.7835104662890393
128,LOC101244615,LOC8078116,42,0.7815274682514415,0.9025741832818496,0.8420508257666455
129,LOC101255619,LOC8059831,43,0.9144433832112916,0.9298761271802551,0.9221597551957734
130,LOC101255619,LOC8062265,43,0.7897838621811879,0.8517832069643358,0.8207835345727619
131,LOC101251313,LOC8059831,43,0.8749301354840993,0.9130456488501981,0.8939878921671487
132,LOC101251313,LOC8062265,43,0.8102515122572429,0.8960841211894286,0.8531678167233357
133,LOC101259890,LOC8078253,44,0.9159361845130708,0.8702861243720552,0.893111154442563
134,LOC101245715,LOC8085663,45,0.920464112632212,0.9283347374333053,0.9243994250327586
135,LOC101263710,LOC8063537,46,0.6021829959004956,0.5300425390287788,0.5661127674646372
136,LOC101247825,LOC8063537,46,0.7924424477539197,0.7018835741104767,0.7471630109321983
137,LOC101255442,LOC8085912,47,0.8876366337684388,0.90427938469219,0.8959580092303144
138,LOC101259691,LOC110430350,48,0.7342004001242035,0.8055234866055797,0.7698619433648917
139,LOC101259691,LOC8056149,48,0.8517928944544672,0.7703759174319879,0.8110844059432275
140,LOC101259691,LOC8078053,48,0.9072757358865817,0.8699428999344753,0.8886093179105286
141,LOC101259691,LOC110434969,48,0.8956650590949646,0.8950294860994102,0.8953472725971874
142,LOC101244185,LOC110430350,48,0.8525318271683548,0.9235233548628662,0.8880275910156106
143,LOC101244185,LOC8056149,48,0.5137468998235208,0.6439861184783022,0.5788665091509115
144,LOC101244185,LOC8078053,48,0.829279029639849,0.9083091516115948,0.8687940906257219
145,LOC101244185,LOC110434969,48,0.8306311192865369,0.8966520016225155,0.8636415604545262
146,LOC101263523,LOC110430350,48,0.688400721638544,0.7365735107006286,0.7124871161695863
147,LOC101263523,LOC8056149,48,0.8148855636916764,0.7835432549464189,0.7992144093190476
148,LOC101263523,LOC8078053,48,0.8638720860306343,0.8929014945864145,0.8783867903085244
149,LOC101263523,LOC110434969,48,0.8612473026990696,0.9035352117070736,0.8823912572030717
150,LOC101261883,LOC110430350,48,0.6744278184583821,0.6714024705225679,0.672915144490475
151,LOC101261883,LOC8056149,48,0.8910821040715978,0.8187740300442725,0.8549280670579351
152,LOC101261883,LOC8078053,48,0.8831016307616117,0.8067584011981653,0.8449300159798885
153,LOC101261883,LOC110434969,48,0.9022109024019244,0.8723142687759369,0.8872625855889307
154,LOC101259386,LOC110430350,48,0.5695496833987761,0.6638029961066562,0.6166763397527162
155,LOC101259386,LOC8056149,48,0.6614736991050267,0.8437704764579238,0.7526220877814753
156,LOC101259386,LOC8078053,48,0.6566981499168701,0.6585041654965834,0.6576011577067268
157,LOC101259386,LOC110434969,48,0.7339417736743429,0.7401603794190147,0.7370510765466788
158,LOC101248010,LOC110430350,48,0.21601990401735707,0.4864218332345263,0.3512208686259417
159,LOC101248010,LOC8056149,48,0.45340596884691126,0.7437500216682095,0.5985779952575604
160,LOC101248010,LOC8078053,48,0.2737509875364062,0.6160192205685044,0.4448851040524553
161,LOC101248010,LOC110434969,48,0.37312957656797197,0.7452837842054354,0.5592066803867037
162,LOC101257661,LOC8069792,49,0.7611659414906788,0.7654903429124154,0.7633281422015471
163,LOC101258429,LOC110433518,50,0.915136722204535,0.8521014696246373,0.8836190959145862
164,LOC101257929,LOC110433518,50,0.7933354557996392,0.8140597210521389,0.803697588425889
165,LOC101245290,LOC8056763,51,0.8830308818847501,0.9031295828262973,0.8930802323555237
166,LOC101252099,LOC8060666,52,0.9555272560048109,0.9553433804486879,0.9554353182267494
167,LOC101252099,LOC8075656,52,0.9617036329548269,0.933938656432338,0.9478211446935825
168,LOC101251244,LOC8060666,52,0.8601011708939121,0.9185122780741989,0.8893067244840556
169,LOC101251244,LOC8075656,52,0.8247691817892392,0.8631907391806297,0.8439799604849345
170,LOC101244991,LOC8070108,53,0.7576072729845413,0.8613373272176978,0.8094723001011196
171,LOC778279,LOC8056063,54,0.6083554423573525,0.4862803831632812,0.5473179127603168
172,LOC778279,LOC8069481,54,0.5942834907495843,0.6353257685280526,0.6148046296388184
173,LOC543710,LOC8056063,54,0.853422476918179,0.8505912820992855,0.8520068795087322
174,LOC543710,LOC8069481,54,0.4544200360819272,0.6579577799272642,0.5561889080045958
175,LOC101256206,LOC8081534,56,0.8274010400084898,0.8144965521545133,0.8209487960815016
176,LOC101262883,LOC8066007,57,0.8866815239308076,0.8618469635038014,0.8742642437173045
177,LOC101255389,LOC8070771,58,0.8652233895786904,0.9116477893225998,0.888435589450645
178,LOC101255389,LOC110431244,58,0.7803176624571084,0.8238821804112453,0.8020999214341769
179,LOC101248248,LOC8070771,58,0.8113976440624006,0.8529252082748292,0.8321614261686149
180,LOC101248248,LOC110431244,58,0.8631716721497046,0.9005335579893289,0.8818526150695167
181,LOC101261215,LOC8065340,59,0.9822491067954296,0.981216262597897,0.9817326846966633
182,LOC101258197,LOC8075847,60,0.9812515476316813,0.9758598812235431,0.9785557144276122
183,LOC101268852,LOC8060904,61,0.9700307757614348,0.9418140971637181,0.9559224364625765
184,LOC101258378,LOC8060904,61,0.9817609395450848,0.9368966270398452,0.9593287832924651
185,LOC101245169,LOC8081135,62,0.8915207471081397,0.923800707943739,0.9076607275259394
186,PAP1,LOC8079286,63,0.7009161979553575,0.668938188399014,0.6849271931771858
187,PAP1,LOC110429807,63,0.2710884714705154,0.40024337732846577,0.3356659243994906
188,LOC101262032,LOC8064014,64,0.957769995401323,0.926181784143031,0.941975889772177
189,LOC101258097,LOC8064014,64,0.978456966995649,0.9127773097444538,0.9456171383700513
190,LOC101257765,LOC8064014,64,0.9608263468817432,0.9456769321975724,0.9532516395396577
191,LOC104644405,LOC8060082,65,0.3366868300965722,0.5137757808355955,0.42523130546608384
192,LOC104644405,LOC8055316,65,0.3862393434504227,0.6834909045524041,0.5348651240014134
193,LOC104644405,LOC110430066,65,0.39817467897697123,0.6555773971106742,0.5268760380438227
194,LOC101263211,LOC8060082,65,0.8064805971205208,0.8323005397984337,0.8193905684594772
195,LOC101263211,LOC8055316,65,0.8179702147228413,0.7725358045492839,0.7952530096360626
196,LOC101263211,LOC110430066,65,0.9036966288160175,0.8748978127242659,0.8892972207701417
197,LOC101263362,LOC8060082,65,0.7808553539212565,0.7871883678117881,0.7840218608665224
198,LOC101263362,LOC8055316,65,0.9319395804591603,0.8224968017722862,0.8772181911157233
199,LOC101263362,LOC110430066,65,0.9149952244508118,0.8587350619364098,0.8868651431936108
200,LOC101256942,LOC8074622,66,0.5896282146520925,0.8958532247496022,0.7427407197008473
201,LOC101262909,LOC8077657,67,0.8655488344122537,0.8520078629598428,0.8587783486860483
202,LOC101262909,LOC8079437,67,0.8034879196292759,0.8081188180598459,0.8058033688445609
203,LOC101249053,LOC110432361,68,0.9105168205454739,0.9384130550095167,0.9244649377774953
204,LOC101264133,LOC110430150,69,0.6272516812684488,0.752646121737201,0.6899489015028248
205,LOC101264133,LOC8055707,69,0.5501668494345986,0.8983431620331368,0.7242550057338677
206,LOC101264133,LOC8055708,69,0.5702280865180154,0.756404255983026,0.6633161712505207
207,LOC101253467,LOC110430150,69,0.46681523930807595,0.3104759725559127,0.3886456059319943
208,LOC101253467,LOC8055707,69,0.187236902614171,0.24925894723704328,0.21824792492560713
209,LOC101253467,LOC8055708,69,0.115539990802646,0.26055415145558364,0.1880470711291148
210,LOC101266530,LOC110430150,69,0.6901411440093388,0.547342437448213,0.6187417907287759
211,LOC101266530,LOC8055707,69,0.37233011425943613,0.5863599488283566,0.4793450315438964
212,LOC101266530,LOC8055708,69,0.5363330857122643,0.5108817747823645,0.5236074302473144
213,LOC101263824,LOC110430150,69,0.6945682549789522,0.2279564971692651,0.4612623760741087
214,LOC101263824,LOC8055707,69,0.5195974388906576,0.2695325907204593,0.39456501480555844
215,LOC101263824,LOC8055708,69,0.5778326081573455,0.17541888982495554,0.37662574899115053
216,LOC101266678,LOC8155575,71,0.9399978775336941,0.9726855752129551,0.9563417263733246
217,LOC101268656,LOC110431633,72,0.9714528281863526,0.9675496895378951,0.9695012588621239
218,LOC101268656,LOC8057851,72,0.970617991439386,0.9649723860338857,0.9677951887366358
219,LOC101249905,LOC110431633,72,0.9626870423432028,0.9725545258822429,0.9676207841127229
220,LOC101249905,LOC8057851,72,0.9736955675828647,0.9692720521701146,0.9714838098764896
221,LOC101260039,LOC8070315,73,0.8504439492023065,0.9332931171366068,0.8918685331694567
222,LOC101247783,LOC8059370,74,0.8935866143124978,0.9520109831820026,0.9227987987472501
223,LOC101268045,LOC8059370,74,0.9159715589515016,0.9284782676526568,0.9222249133020792
224,LOC101260893,LOC8079212,75,0.8992323746860519,0.9211894286873226,0.9102109016866873
225,LOC101247309,LOC8079212,75,0.9231525699529519,0.933545508440201,0.9283490391965765
226,LOC101257726,LOC8068968,76,0.562602143690969,0.3367690446226438,0.44968559415680637
227,LOC101257726,LOC8055548,76,0.7823976794368389,0.7436460142628821,0.7630218468498605
228,LOC101257726,LOC8069834,76,0.8159467968446001,0.7588442697120035,0.7873955332783018
229,LOC101247986,LOC8068968,76,0.7983586260568113,0.7885910810183018,0.7934748535375565
230,LOC101247986,LOC8055548,76,0.9119600976334501,0.9115902385583187,0.9117751680958843
231,LOC101247986,LOC8069834,76,0.9130708550001768,0.9023932103965802,0.9077320326983784
232,LOC101251849,LOC110431960,77,0.8290282641763062,0.8314955224812006,0.8302618933287533
233,LOC101251849,LOC8084880,77,0.8183451837702076,0.8243502137352179,0.8213476987527127
234,LOC101247968,LOC110431960,77,0.9404789698963529,0.8374863490280507,0.8889826594622019
235,LOC101247968,LOC8084880,77,0.8475220205879231,0.8551093637867017,0.8513156921873124
236,LOC101258116,LOC8064504,79,0.6389016629916555,0.49671856636192496,0.5678101146767902
237,LOC101258116,LOC8078982,79,0.5690017726524147,0.524983618833661,0.5469926957430378
238,LOC101258116,LOC8063213,79,0.6485156492585126,0.751455583637555,0.6999856164480338
239,LOC101268035,LOC8064504,79,0.7403445470303158,0.7225810477706013,0.7314627974004586
240,LOC101268035,LOC8078982,79,0.6345962007853125,0.5364785172704296,0.5855373590278711
241,LOC101268035,LOC8063213,79,0.5576143478722275,0.6988611189116665,0.628237733391947
242,LOC101261022,LOC8064504,79,0.6255049701085996,0.3948537135844072,0.5101793418465034
243,LOC101261022,LOC8078982,79,0.6595988538681948,0.5036163374832288,0.5816075956757119
244,LOC101261022,LOC8063213,79,0.7612508401429127,0.6314455989266436,0.6963482195347781
245,LOC101253581,LOC8057373,80,0.5148395769217163,0.9313863147056071,0.7231129458136617
246,LOC101255218,LOC110430178,81,0.8803833016928634,0.8074198882960467,0.843901594994455
247,LOC101255218,LOC8064841,81,0.853003486347432,0.8093169833692159,0.8311602348583239
248,LOC543607,LOC110430178,81,0.8279670310233824,0.8444506848887641,0.8362088579560732
249,LOC543607,LOC8064841,81,0.8292758852453217,0.6541857780273955,0.7417308316363587
250,LOC101261553,LOC110430178,81,0.6468003820439351,0.7747886049486724,0.7107944934963037
251,LOC101261553,LOC8064841,81,0.5280554671194595,0.49360666479453336,0.5108310659569965
252,LOC101268741,LOC110430178,81,0.5717452568773804,0.6993104309026803,0.6355278438900304
253,LOC101268741,LOC8064841,81,0.6712496216900334,0.3896595837623639,0.5304546027261987
254,LOC101248321,LOC8056621,82,0.805688209699671,0.8283004149895473,0.8169943123446092
255,LOC101263112,LOC110434357,83,0.9332484346810994,0.8853665047618057,0.9093074697214525
256,LOC101262662,LOC8084727,84,0.3389578690438289,0.7153187306936254,0.5271382998687272
257,LOC101265959,LOC8084727,84,0.6005872156779511,0.5782473712128303,0.5894172934453907
258,LOC101255602,LOC8068542,85,0.756525601267191,0.6857499453961121,0.7211377733316515
259,LOC101263915,LOC8059823,86,0.6151968587498673,0.5815192708387503,0.5983580647943088
260,LOC101263915,LOC8084560,86,0.8667727899819591,0.7283347374333053,0.7975537637076322
261,LOC101263915,LOC8078494,86,0.6549435777707029,0.69469250210615,0.6748180399384265
262,LOC101263915,LOC8076398,86,0.7848243659131912,0.9420228053570748,0.863423585635133
263,LOC101263915,LOC8083278,86,0.4246913580246914,0.5111797559986271,0.46793555701165923
264,LOC101263915,LOC8077707,86,0.9138137182072235,0.903990764142407,0.9089022411748152
265,LOC101259933,LOC8059823,86,0.8394707984010754,0.8746884111482072,0.8570796047746413
266,LOC101259933,LOC8084560,86,0.8337755138137182,0.8573933664076882,0.8455844401107031
267,LOC101259933,LOC8078494,86,0.8739608758710955,0.7436425473493713,0.8088017116102334
268,LOC101259933,LOC8076398,86,0.915044748664615,0.8287171379935584,0.8718809433290867
269,LOC101259933,LOC8083278,86,0.845724999115639,0.6642765764922463,0.7550007878039426
270,LOC101259933,LOC8077707,86,0.7650995790441826,0.6898311959811539,0.7274653875126682
271,LOC101265902,LOC8059823,86,0.7921256500053061,0.8214019504855412,0.8067638002454236
272,LOC101265902,LOC8084560,86,0.7727404577452333,0.8503853474367375,0.8115629025909854
273,LOC101265902,LOC8078494,86,0.6491138703173087,0.7565477862023776,0.7028308282598432
274,LOC101265902,LOC8076398,86,0.6795924864692774,0.9428340631186274,0.8112132747939524
275,LOC101265902,LOC8083278,86,0.6154444798188828,0.547311928609317,0.5813782042140999
276,LOC101265902,LOC8077707,86,0.765474548091549,0.7833879372211301,0.7744312426563396
277,LOC101263008,LOC8059823,86,0.5271994057094344,0.6819210861146647,0.6045602459120496
278,LOC101263008,LOC8084560,86,0.737663164597262,0.8050922025648226,0.7713776835810423
279,LOC101263008,LOC8078494,86,0.7534826134635113,0.7864831976036694,0.7699829055335903
280,LOC101263008,LOC8076398,86,0.8614312497789097,0.9560707389032765,0.9087509943410932
281,LOC101263008,LOC8083278,86,0.40127347978350847,0.5654965833567349,0.4833850315701217
282,LOC101263008,LOC8077707,86,0.8504014998761895,0.828493868763456,0.8394476843198228
283,LOC101252433,LOC8057107,87,0.48036364922706853,0.4848201191924865,0.4825918842097775
284,LOC101252433,LOC8081208,87,0.24284551982737274,0.34565127703759174,0.29424839843248224
285,LOC101252433,LOC8064726,87,0.7812939969577983,0.9048519454585165,0.8430729712081575
286,LOC101252433,LOC8078421,87,0.850825993137359,0.8997971855596117,0.8753115893484853
287,LOC101256047,LOC8057107,87,0.8172981003926563,0.8478330057100065,0.8325655530513314
288,LOC101256047,LOC8081208,87,0.7179666772789982,0.7750077138825617,0.7464871955807799
289,LOC101256047,LOC8064726,87,0.8339099366797552,0.9044899996879778,0.8691999681838665
290,LOC101256047,LOC8078421,87,0.8019385192260073,0.8899560048675466,0.845947262046777
291,LOC101255822,LOC8077730,88,0.9354416498638084,0.9036648742723815,0.919553262068095
292,LOC101255822,LOC8055874,88,0.9510417772117867,0.9491466192392899,0.9500941982255383
293,LOC101255901,LOC8079715,89,0.8691641020198805,0.8048363443477176,0.837000223183799
294,LOC101263177,LOC8079715,89,0.7748558491633946,0.7925551499266748,0.7837054995450347
295,LOC101260295,LOC8067045,90,0.8622731614135625,0.7793378888576866,0.8208055251356245
296,ACI112,LOC8054678,91,0.9344936149138633,0.9691534837280414,0.9518235493209524
297,LOC101244841,LOC110436279,92,0.8291768368177155,0.8971540106988951,0.8631654237583053
298,LOC101244841,LOC8063370,92,0.47808553539212567,0.7229991575400169,0.6005423464660713
299,LOC101252841,LOC110436174,93,0.8451802327638049,0.9218009922306468,0.8834906124972259
300,LOC101252841,LOC8084964,93,0.8483993066610068,0.8326936877905707,0.8405464972257888
301,LOC101252841,LOC8074477,93,0.7765467473203863,0.7451589753190426,0.7608528613197145
302,LOC109118700,LOC8070616,94,0.8463051399059041,0.8255920621548255,0.8359486010303647
303,LOC101244441,LOC8077402,96,0.9809897767872935,0.9949833761497152,0.9879865764685043
304,LOC101261422,LOC8077402,96,0.9961158866602993,0.9922167791680101,0.9941663329141547
305,LOC101263507,LOC110435896,97,0.9802822880186777,0.9815532465911573,0.9809177673049174
306,LOC101258224,LOC110435896,97,0.9264706922777601,0.8888826484445692,0.9076766703611647
307,LOC101249560,LOC110437644,98,0.7017651844776964,0.8245124652875284,0.7631388248826124
308,LOC101249560,LOC8062409,98,0.8941384555520182,0.7337306416216834,0.8139345485868508
309,LOC101248708,LOC110437644,98,0.6464482098568908,0.8050422790102655,0.7257452444335781
310,LOC101248708,LOC8062409,98,0.9434441339354849,0.766083878505483,0.854764006220484
311,LOC101260623,LOC110437644,98,0.9314655629841876,0.8144903117101937,0.8729779373471906
