,tomato,rice_jp,Group Number,Species 1 Score,Species 2 Score,Total Score
52,LOC101265154,Os01g0555100,14,0.5982578857067441,0.5078091248734192,0.5530335052900817
53,LOC101265154,Os02g0203700,14,0.5257137829395979,0.6878409903885035,0.6067773866640507
54,LOC101265154,Os06g0141200,14,0.5668030443007347,0.6727985318361379,0.6198007880684363
55,LOC101261099,Os01g0555100,14,0.6739443302726924,0.8514935664147149,0.7627189483437036
56,LOC101261099,Os02g0203700,14,0.24158323749190846,0.6386512799776043,0.4401172587347564
57,LOC101261099,Os06g0141200,14,0.861416441989228,0.8377243460138729,0.8495703940015504
58,LOC101263788,Os01g0555100,14,0.7492753410662873,0.8075799834797005,0.778427662272994
59,LOC101263788,Os02g0203700,14,0.22087311014326985,0.5104233413169927,0.3656482257301313
60,LOC101263788,Os06g0141200,14,0.8058109581139805,0.8072039565771875,0.8065074573455839
61,LOC101264607,Os04g0487100,15,0.8031872772865251,0.7902267566642819,0.7967070169754035
62,LOC101264607,Os08g0128000,15,0.7228564515419471,0.6973591713583627,0.7101078114501549
63,LOC101247771,Os04g0487100,15,0.6828670098103911,0.8551930075585554,0.7690300086844732
64,LOC101247771,Os08g0128000,15,0.6843297699177335,0.7531493981150269,0.7187395840163802
65,LOC101254555,Os03g0773150,16,0.9614095288372707,0.9595570624280693,0.96048329563267
66,LOC544138,Os03g0773150,16,0.9581848576833399,0.9733739774176491,0.9657794175504946
67,LOC101260246,Os01g0780800,17,0.7305705864238264,0.7745559737472394,0.7525632800855329
68,LOC101267493,Os04g0466600,18,0.571070344463508,0.7018984519995437,0.6364843982315258
69,LOC101246350,Os02g0643600,19,0.6519584121537401,0.4711250738747706,0.5615417430142553
70,LOC101246350,Os08g0103900,19,0.5468156555658205,0.39048648480512615,0.4686510701854733
71,LOC101246350,Os06g0104200,19,0.5767160852286892,0.36493359046937696,0.47082483784903306
72,LOC101246350,Os10g0532000,19,0.8718636810229788,0.8867149833587359,0.8792893321908574
73,LOC101267143,Os02g0643600,19,0.6932969659642485,0.6390680892096178,0.6661825275869331
74,LOC101267143,Os08g0103900,19,0.4067719560658719,0.37407850944041804,0.390425232753145
75,LOC101267143,Os06g0104200,19,0.49823295646180693,0.4582179850073097,0.47822547073455834
76,LOC101267143,Os10g0532000,19,0.8852961447655918,0.8691343432144079,0.8772152439899998
77,LOC101263643,Os02g0643600,19,0.5735339404337688,0.4230240442937572,0.498278992363763
78,LOC101263643,Os08g0103900,19,0.6586159869781356,0.45839683971507666,0.5585064133466061
79,LOC101263643,Os06g0104200,19,0.5324006862874489,0.34002612833991724,0.4362134073136831
80,LOC101263643,Os10g0532000,19,0.7009590427169944,0.6760085850259728,0.6884838138714836
81,LOC101252786,Os02g0643600,19,0.6314221610513019,0.47493856729602785,0.5531803641736649
82,LOC101252786,Os08g0103900,19,0.5900186655102849,0.40972503032753743,0.49987184791891115
83,LOC101252786,Os06g0104200,19,0.6453113118020074,0.5185775607328377,0.5819444362674225
84,LOC101252786,Os10g0532000,19,0.8814520132983905,0.8841021493670098,0.8827770813327002
85,LOC101247411,Os02g0643600,19,0.559651074366661,0.48578804939500453,0.5227195618808327
86,LOC101247411,Os08g0103900,19,0.4882822074322668,0.39187066471740956,0.44007643607483815
87,LOC101247411,Os06g0104200,19,0.5233381725397035,0.37165230644810104,0.44749523949390224
88,LOC101247411,Os10g0532000,19,0.7157751842983465,0.8083361846402688,0.7620556844693076
89,LOC101245609,Os02g0643600,19,0.44555892833575295,0.5710099847584684,0.5082844565471107
90,LOC101245609,Os08g0103900,19,0.6554547911285407,0.47947836635665186,0.5674665787425963
91,LOC101245609,Os06g0104200,19,0.5885857576500311,0.5271392578307257,0.5578625077403784
92,LOC101245609,Os10g0532000,19,0.6028645587837881,0.5728700737192448,0.5878673162515164
93,LOC101248904,Os02g0643600,19,0.6307434152227606,0.48631683722666336,0.558530126224712
94,LOC101248904,Os08g0103900,19,0.4523086785195799,0.36990264082864166,0.4111056596741108
95,LOC101248904,Os06g0104200,19,0.5192405588340655,0.3767924352234906,0.44801649702877805
96,LOC101248904,Os10g0532000,19,0.8836390831903568,0.9022240194096239,0.8929315512999904
97,LOC101253645,Os02g0643600,19,0.6717949684823118,0.48421412796665525,0.5780045482244835
98,LOC101253645,Os08g0103900,19,0.5253995487597177,0.4490264082864164,0.48721297852306705
99,LOC101253645,Os06g0104200,19,0.6337474939824155,0.41788236026003917,0.5258149271212273
100,LOC101253645,Os10g0532000,19,0.7711432467932401,0.7888456872686552,0.7799944670309477
101,LOC101266105,Os10g0563300,20,0.9275438828032203,0.8254129210861925,0.8764784019447064
102,LOC109120010,Os06g0216700,21,0.6862727845966594,0.4644934523624374,0.5753831184795484
103,LOC101245101,Os06g0216700,21,0.6891532645788948,0.5373541945317117,0.6132537295553033
104,LOC101262678,Os09g0397700,23,0.8978597510008358,0.8351799433885969,0.8665198471947164
105,LOC101262925,Os08g0112800,24,0.9813128424716124,0.9581262247659336,0.9697195336187729
106,LOC101258822,Os08g0112800,24,0.9949232325898552,0.9356123052038944,0.9652677688968747
107,LOC101248963,Os07g0623400,25,0.9413136245655712,0.8848424523313322,0.9130780384484517
108,FIE,Os08g0137100,26,0.7321865880662237,0.8413574294690348,0.7867720087676293
109,LOC100736533,Os07g0101500,27,0.892426642030707,0.7998659021707951,0.8461462721007511
110,LOC101253278,Os04g0628000,29,0.8648688281788453,0.8543068559243245,0.8595878420515849
111,LOC101264226,Os05g0373300,32,0.8065490592876102,0.7971569877756696,0.8018530235316399
112,LOC101264226,Os02g0521300,32,0.9438505418444709,0.9193691872219976,0.9316098645332342
113,LOC101267596,Os05g0373300,32,0.851103974503737,0.8286043111760863,0.8398541428399117
114,LOC101267596,Os02g0521300,32,0.8472228332331275,0.894789884599832,0.8710063589164798
115,LOC101256156,Os01g0134500,35,0.832728432537064,0.6015179321285266,0.7171231823327953
116,LOC101246397,Os04g0448600,36,0.7490602652276138,0.7987184671373915,0.7738893661825026
117,LOC101265936,Os02g0612700,37,0.833868578886396,0.8339543998258111,0.8339114893561035
118,LOC101265936,Os04g0501500,37,0.7035326206502134,0.6597468039441351,0.6816397122971742
119,LOC101260266,Os06g0112300,38,0.8541890558519831,0.7359980092693396,0.7950935325606614
120,AO,Os09g0365900,39,0.7578322869335143,0.8269273970851003,0.7923798420093073
121,LOC101246406,Os09g0536000,40,0.9345827284325371,0.8913289163996806,0.9129558224161088
122,LOC101261524,Os08g0520900,41,0.6455752685131068,0.7876823540390059,0.7166288112760564
123,LOC101249741,Os08g0520900,41,0.7131406449342308,0.739724408224206,0.7264325265792184
124,LOC101255619,Os10g0409900,43,0.8378865865997976,0.8000622103331364,0.818974398466467
125,LOC101255619,Os03g0167800,43,0.8446468112562874,0.8089147407384366,0.826780775997362
126,LOC101251313,Os10g0409900,43,0.8999289830753471,0.8489968583781766,0.8744629207267618
127,LOC101251313,Os03g0167800,43,0.8626231012399681,0.9075243397928396,0.8850737205164039
128,LOC101259890,Os06g0320000,44,0.7682900004399279,0.6773398861550903,0.7228149432975091
129,LOC101245715,Os03g0136500,45,0.9573599929611544,0.7517434445861457,0.85455171877365
130,LOC101263710,Os07g0638100,46,0.6962982515311933,0.5685464555662696,0.6324223535487314
131,LOC101247825,Os07g0638100,46,0.8919348655391944,0.8116893215963171,0.8518120935677558
132,LOC101255442,Os03g0760600,47,0.7692666402709956,0.8846184951320414,0.8269425677015185
133,LOC101259691,Os05g0108100,48,0.6805683867845673,0.6109676817319357,0.6457680342582515
134,LOC101259691,Os02g0297600,48,0.8977900957576291,0.9254035895362219,0.9115968426469255
135,LOC101259691,Os01g0971200,48,0.7219362691185311,0.6789946810165168,0.700465475067524
136,LOC101244185,Os05g0108100,48,0.8661550934218216,0.626534089534494,0.7463445914781578
137,LOC101244185,Os02g0297600,48,0.7219718823255844,0.8814146629755202,0.8016932726505523
138,LOC101244185,Os01g0971200,48,0.7800800668690335,0.7869358300413699,0.7835079484552017
139,LOC101263523,Os05g0108100,48,0.6984910474682152,0.634579959286793,0.6665355033775041
140,LOC101263523,Os02g0297600,48,0.8553693194316133,0.8935394569037918,0.8744543881677025
141,LOC101263523,Os01g0971200,48,0.6982270907571159,0.697657780957417,0.6979424358572665
142,LOC101261883,Os05g0108100,48,0.6563528025848205,0.5924912127904445,0.6244220076876326
143,LOC101261883,Os02g0297600,48,0.91366171503429,0.8382531338455318,0.8759574244399109
144,LOC101261883,Os01g0971200,48,0.7122040874185522,0.5945690379171981,0.6533865626678752
145,LOC101259386,Os05g0108100,48,0.5010631589752613,0.5091155418692822,0.5050893504222718
146,LOC101259386,Os02g0297600,48,0.5268136025691786,0.6903791719804659,0.6085963872748223
147,LOC101259386,Os01g0971200,48,0.4557505902365345,0.4549877134592056,0.4553691518478701
148,LOC101248010,Os05g0108100,48,0.20393588784772632,0.40414597309057476,0.30404093046915054
149,LOC101248010,Os02g0297600,48,0.23304444737729677,0.5964104637780335,0.41472745557766516
150,LOC101248010,Os01g0971200,48,0.23276582640446966,0.3411490248530281,0.2869574256287489
151,LOC101258429,Os11g0671000,50,0.9021062767928282,0.8925627546735513,0.8973345157331898
152,LOC101257929,Os11g0671000,50,0.7134639919053275,0.861718871504557,0.7875914317049422
153,LOC101245290,Os03g0659300,51,0.8877744049975804,0.7924075744536723,0.8400909897256263
154,LOC101252099,Os07g0607300,52,0.9217954922059448,0.9004510249152384,0.9111232585605916
155,LOC101252099,Os08g0431100,52,0.9771677444899036,0.9224112725123642,0.9497895085011339
156,LOC101251244,Os07g0607300,52,0.9429413576173508,0.883436498802451,0.9131889282099008
157,LOC101251244,Os08g0431100,52,0.8917630841875266,0.8497744875423808,0.8707687858649538
158,LOC101244991,Os12g0601200,53,0.8061941841537987,0.8790250949571613,0.8426096395554801
159,LOC778279,Os02g0143100,54,0.8314306453741587,0.6636411707984696,0.7475359080863142
160,LOC543710,Os02g0143100,54,0.8470590823105011,0.8902796354474478,0.8686693588789745
161,LOC101256206,Os07g0531600,56,0.8609827988209934,0.9312700239509784,0.8961264113859859
162,LOC101255389,Os06g0215400,58,0.7739386740574546,0.749074621294597,0.7615066476760258
163,LOC101248248,Os06g0215400,58,0.8988228787621688,0.8487977853121403,0.8738103320371546
164,LOC101261215,Os11g0594200,59,0.9721525669790154,0.9597747985940465,0.965963682786531
165,LOC101261215,Os10g0104500,59,0.9877846699807897,0.9587421070639833,0.9732633885223865
166,LOC101258197,Os04g0442200,60,0.954706285312066,0.9302656726837882,0.9424859789979272
167,LOC101245169,Os07g0158200,62,0.8298114664750537,0.801611247628231,0.8157113570516423
168,PAP1,Os01g0776600,63,0.5667737157772792,0.2906902236461476,0.4287319697117134
169,PAP1,Os12g0637100,63,0.574839059727538,0.6213381442657626,0.5980886019966503
170,LOC104644405,Os05g0458000,65,0.33289340548150104,0.5498833556253694,0.4413883805534352
171,LOC104644405,Os01g0844400,65,0.30585983898640623,0.5807832280941864,0.4433215335402963
172,LOC104644405,Os02g0819100,65,0.5513615767014209,0.7373604155650254,0.6443609961332232
173,LOC101263211,Os05g0458000,65,0.8899251633843162,0.8045786805188342,0.8472519219515752
174,LOC101263211,Os01g0844400,65,0.8292542245293993,0.8920090827086379,0.8606316536190186
175,LOC101263211,Os02g0819100,65,0.7555418689112764,0.8652213132601325,0.8103815910857044
176,LOC101263362,Os05g0458000,65,0.8103581012713915,0.7328252822793866,0.7715916917753891
177,LOC101263362,Os01g0844400,65,0.7170054111125775,0.8258732775514013,0.7714393443319894
178,LOC101263362,Os02g0819100,65,0.8652171043948792,0.9350088649724719,0.9001129846836755
179,LOC101256942,Os05g0572900,66,0.9155778452333817,0.9102367103175838,0.9129072777754828
180,LOC101262909,Os02g0189100,67,0.9100934113472057,0.8342841145914337,0.8721887629693197
181,LOC101264133,Os05g0189300,69,0.6453615892707882,0.6602175287982001,0.6527895590344941
182,LOC101264133,Os05g0190500,69,0.5495453031417133,0.8211997262745342,0.6853725147081238
183,LOC101264133,Os05g0190300,69,0.5623911964152165,0.8139413356558525,0.6881662660355345
184,LOC101264133,Os07g0681200,69,0.37244291936122476,0.553149398115027,0.46279615873812585
185,LOC101253467,Os05g0189300,69,0.8188188565646662,0.4761509775662626,0.6474849170654644
186,LOC101253467,Os05g0190500,69,0.7414669708453527,0.47903511773305546,0.6102510442892041
187,LOC101253467,Os05g0190300,69,0.810246548137534,0.5388970107934928,0.6745717794655135
188,LOC101253467,Os07g0681200,69,0.6485039310695903,0.6811782637096022,0.6648410973895962
189,LOC101266530,Os05g0189300,69,0.8782939597905943,0.5894567309852389,0.7338753453879165
190,LOC101266530,Os05g0190500,69,0.8584752100655493,0.6477495411987931,0.7531123756321711
191,LOC101266530,Os05g0190300,69,0.8684945668910299,0.7617904133876636,0.8151424901393467
192,LOC101266530,Os07g0681200,69,0.7462496150631297,0.6397399608074901,0.6929947879353099
193,LOC101263824,Os05g0189300,69,0.8918720187032184,0.4258089935404938,0.6588405061218561
194,LOC101263824,Os05g0190500,69,0.7670204943532118,0.4577902889669974,0.6124053916601047
195,LOC101263824,Os05g0190300,69,0.864131425303393,0.55038103829046,0.7072562317969265
196,LOC101263824,Os07g0681200,69,0.5195422236467505,0.5862390743102429,0.5528906489784967
197,LOC101266678,Os10g0346200,71,0.9529130555922163,0.9780148682696196,0.965463961930918
198,LOC101268656,Os03g0424500,72,0.9656905156443232,0.9708855640921957,0.9682880398682594
199,LOC101249905,Os03g0424500,72,0.9744024837069578,0.9729696102522629,0.9736860469796104
200,LOC101247783,Os01g0921600,74,0.8316200587548086,0.912930417742387,0.8722752382485979
201,LOC101268045,Os01g0921600,74,0.8966358088702024,0.8728669632025879,0.8847513860363951
202,LOC101257726,Os09g0345000,76,0.7279297623761132,0.6377056829139319,0.6828177226450225
203,LOC101257726,Os01g0731000,76,0.8083360043238623,0.7514178771760656,0.7798769407499639
204,LOC101257726,Os05g0529400,76,0.8369564534273521,0.8002599009473251,0.8186081771873386
205,LOC101247986,Os09g0345000,76,0.8421196701518728,0.8259417089178512,0.834030689534862
206,LOC101247986,Os01g0731000,76,0.8073164889846953,0.8426251378131685,0.824970813398932
207,LOC101247986,Os05g0529400,76,0.8301145278840936,0.8599265226843067,0.8450205252842001
208,LOC101251849,Os10g0544500,77,0.9196581760591263,0.9060561759308221,0.9128571759949742
209,LOC101247968,Os10g0544500,77,0.8993298432390422,0.8814457681420883,0.8903878056905652
210,LOC101258116,Os03g0445700,79,0.6326052527385508,0.7491617157609879,0.6908834842497693
211,LOC101258116,Os03g0609500,79,0.8076305485900312,0.6373697471149958,0.7225001478525135
212,LOC101258116,Os07g0589000,79,0.8177158945932868,0.6076705340757099,0.7126932143344984
213,LOC101268035,Os03g0445700,79,0.6109424721012421,0.6887554822856076,0.6498489771934248
214,LOC101268035,Os03g0609500,79,0.6861114777176543,0.575700643876948,0.6309060607973012
215,LOC101268035,Os07g0589000,79,0.7485519041543853,0.5470403434010389,0.6477961237777121
216,LOC101261022,Os03g0445700,79,0.6243720029915094,0.7325142306137049,0.6784431168026072
217,LOC101261022,Os03g0609500,79,0.6508644582288504,0.7077669600920713,0.6793157091604609
218,LOC101261022,Os07g0589000,79,0.7411992433240949,0.6461849513204143,0.6936920973222547
219,LOC101253581,Os03g0819100,80,0.7288040316943577,0.8873543673381926,0.8080791995162752
220,LOC101255218,Os03g0845000,81,0.8589528460189672,0.859163582070982,0.8590582140449745
221,LOC101255218,Os09g0484800,81,0.8930912473211535,0.6290895517745497,0.7610903995478516
222,LOC543607,Os03g0845000,81,0.8105450706084202,0.7550079318174748,0.7827765012129475
223,LOC543607,Os09g0484800,81,0.7445998856187586,0.6418364490341846,0.6932181673264716
224,LOC101261553,Os03g0845000,81,0.6788416699661256,0.6869731562412517,0.6829074131036886
225,LOC101261553,Os09g0484800,81,0.554441071664247,0.6020591620268126,0.5782501168455298
226,LOC101268741,Os03g0845000,81,0.5754256301966477,0.495334225014775,0.5353799276057114
227,LOC101268741,Os09g0484800,81,0.5289839133048847,0.43300258172882516,0.4809932475168549
228,LOC101263112,Os02g0117200,83,0.8470957429648204,0.8013810693956266,0.8242384061802235
229,LOC101262662,Os05g0358500,84,0.6150289130360399,0.6434788018289839,0.6292538574325119
230,LOC101265959,Os05g0358500,84,0.641917582659301,0.7887088245357554,0.7153132035975283
231,LOC101255602,Os08g0110300,85,0.521079876233631,0.6369646887236858,0.5790222824786584
232,LOC101263915,Os03g0169000,86,0.6065578578446468,0.5774923014712744,0.5920250796579606
233,LOC101263915,Os02g0726500,86,0.6565483260745237,0.8428193722977386,0.7496838491861312
234,LOC101263915,Os06g0284200,86,0.6203862566539088,0.8584528290148994,0.7394195428344041
235,LOC101263915,Os03g0328100,86,0.6573255319460941,0.8821051976733335,0.7697153648097138
236,LOC101259933,Os03g0169000,86,0.7298403061897849,0.7722666334878223,0.7510534698388036
237,LOC101259933,Os02g0726500,86,0.8954115525053891,0.7400852281563968,0.8177483903308929
238,LOC101259933,Os06g0284200,86,0.9042101095420351,0.681196926809543,0.7927035181757891
239,LOC101259933,Os03g0328100,86,0.9515111521710439,0.7444026252760584,0.8479568887235511
240,LOC101265902,Os03g0169000,86,0.9464901089554647,0.8081184484742916,0.8773042787148781
241,LOC101265902,Os02g0726500,86,0.6602290557681874,0.7412298982861053,0.7007294770271464
242,LOC101265902,Os06g0284200,86,0.6976962444825715,0.7308718778189057,0.7142840611507386
243,LOC101265902,Os03g0328100,86,0.8336926077456631,0.8851908301968957,0.8594417189712794
244,LOC101263008,Os03g0169000,86,0.6217060402094057,0.6586581231142493,0.6401820816618276
245,LOC101263008,Os02g0726500,86,0.8450867391081196,0.8567731500202184,0.8509299445641689
246,LOC101263008,Os06g0284200,86,0.7256316630739225,0.8399576969734672,0.7827946800236949
247,LOC101263008,Os03g0328100,86,0.7648292346721803,0.883150331270024,0.8239897829711021
248,LOC101255822,Os09g0488000,88,0.9741322423122608,0.9645090049457214,0.9693206236289911
249,LOC101260295,Os08g0481000,91,0.956755092164885,0.9031758375066099,0.9299654648357474
250,ACI112,Os01g0281100,92,0.9633791486767598,0.925216958536813,0.9442980536067864
251,LOC101244841,Os04g0463500,93,0.6547226254894197,0.3450744968739307,0.4998985611816752
252,LOC101244841,Os03g0718000,93,0.5630416611675685,0.584403869482721,0.5737227653251448
253,LOC109118700,Os02g0601600,95,0.8238466034427496,0.9022489035428786,0.863047753492814
254,LOC101244441,Os10g0567100,97,0.2507463061772155,0.6737309956072592,0.46223865089223737
255,LOC101244441,Os10g0567400,97,0.9070181061734447,0.9693890599673051,0.9382035830703749
256,LOC101261422,Os10g0567100,97,0.20831463639963047,0.6472570427281306,0.4277858395638805
257,LOC101261422,Os10g0567400,97,0.9907879107826316,0.9449058377485389,0.9678468742655852
258,LOC101263507,Os03g0278000,98,0.9670494038977607,0.9607639428909142,0.9639066733943374
259,LOC101258224,Os03g0278000,98,0.8906486002962181,0.894553485333914,0.892601042815066
260,LOC101249560,Os03g0848600,99,0.674068452773745,0.6950262838657502,0.6845473683197476
261,LOC101248708,Os03g0848600,99,0.7605347008804842,0.6450651653239603,0.7027999331022223
262,LOC101260623,Os03g0848600,99,0.7500989837666623,0.7759992534760023,0.7630491186213323
263,LOC101264639,Os02g0621100,101,0.7675333245347763,0.718548010824598,0.7430406676796871
264,LOC101244414,Os02g0621100,101,0.8514143680436408,0.6986904724874802,0.7750524202655604
265,LOC101264674,Os02g0621100,101,0.669100934113472,0.6699928458116893,0.6695468899625807
266,LOC101257960,Os06g0144200,102,0.3738653527488159,0.5946774616406643,0.48427140719474004
267,LOC101257960,Os06g0583900,102,0.18739460061883187,0.34812902423092473,0.2677618124248783
268,LOC101257960,Os02g0214400,102,0.619799686184799,0.5194500606550748,0.569624873419937
269,LAT56,Os06g0144200,102,0.4820729400378338,0.5599196597983496,0.5209962999180917
270,LAT56,Os06g0583900,102,0.3689430488955367,0.4854825275367127,0.42721278821612474
271,LAT56,Os02g0214400,102,0.48919977123751707,0.47195869233879745,0.48057923178815726
272,LOC101260096,Os06g0144200,102,0.600780138723916,0.6112698462071693,0.6060249924655426
273,LOC101260096,Os06g0583900,102,0.40539351546346397,0.5771390850242448,0.4912663002438544
274,LOC101260096,Os02g0214400,102,0.5050225096417521,0.4283305857102865,0.4666765476760193
275,LOC101259696,Os04g0346000,103,0.8642272667282566,0.8544651466608604,0.8593462066945585
276,LOC101250906,Os07g0639900,105,0.9729884298974968,0.9294534822233973,0.951220956060447
277,LOC101248576,Os08g0532300,106,0.9573929875500418,0.8132570219913529,0.8853250047706973
278,LOC101248576,Os01g0788200,106,0.7651005235141437,0.5428750159845995,0.6539877697493717
279,LOC101261285,Os08g0532300,106,0.485642640321273,0.6470434539176957,0.5663430471194844
280,LOC101261285,Os01g0788200,106,0.5529390322844197,0.6684776785868578,0.6107083554356387
281,LOC101266683,Os08g0532300,106,0.94953049922035,0.8177734921770505,0.8836519956987003
282,LOC101266683,Os01g0788200,106,0.8053514779131778,0.6566784520686664,0.7310149649909221
283,LOC101247185,Os08g0532300,106,0.9601425366239936,0.8038694827210799,0.8820060096725368
284,LOC101247185,Os01g0788200,106,0.7144604284897277,0.5448864834226742,0.629673455956201
285,LOC101266818,Os12g0485600,107,0.7371556778973962,0.8470994432175185,0.7921275605574574
286,LOC101266818,Os04g0562100,107,0.7597679694815764,0.7149024853028089,0.7373352273921927
287,LOC101250935,Os12g0485600,107,0.19317860442316032,0.4672307070204361,0.33020465572179825
288,LOC101250935,Os04g0562100,107,0.1459931999723474,0.38635727394320196,0.2661752369577747
289,LOC101251882,Os12g0485600,107,0.5181910166732656,0.6743848953311145,0.5962879560021901
290,LOC101251882,Os04g0562100,107,0.7703136685583565,0.4546393355936421,0.6124765020759992
291,LOC101268233,Os12g0485600,107,0.2579590280527327,0.576378736508134,0.41716888228043336
292,LOC101268233,Os04g0562100,107,0.31516431305265935,0.38725932377367883,0.35121181841316906
293,LOC101250931,Os01g0722800,108,0.5929249825250881,0.6580609039161405,0.6254929432206142
294,LOC101260124,Os01g0722800,108,0.8517296496707873,0.8083921739400914,0.8300609118054394
295,LOC101247283,Os01g0374200,109,0.970744797853152,0.9337459952098044,0.9522453965314782
296,LOC101257335,Os01g0374200,109,0.9798073116008974,0.9042520762698684,0.9420296939353829
297,Acx1B,Os06g0103500,110,0.35230888800903315,0.46257530042406714,0.40744209421655014
298,Acx1A,Os06g0103500,110,0.8527184398901438,0.861723710086023,0.8572210749880834
299,LOC101256930,Os07g0569700,111,0.7871893009546433,0.7899468101651684,0.788568055559906
300,SAP13,Os07g0569700,111,0.8567506928863666,0.8462471616535506,0.8514989272699587
301,LOC101243692,Os04g0460600,113,0.45106682504069334,0.6560632609965404,0.5535650430186169
302,LOC101243692,Os03g0327100,113,0.5816550085785931,0.712052560819241,0.6468537846989171
303,LOC101255705,Os04g0460600,113,0.5283386857888639,0.5539622798013416,0.5411504827951028
304,LOC101255705,Os03g0327100,113,0.6999692050503717,0.7180731386149906,0.7090211718326811
