,tomato,apple,Group Number,Species 1 Score,Species 2 Score,Total Score
31,LOC101254819,LOC103437716,12,0.7939137191988569,0.7053131526994936,0.7496134359491753
32,LOC101254819,LOC103451973,12,0.708134259143208,0.7412091213413065,0.7246716902422572
33,LOC101254819,LOC103421342,12,0.7958940164941217,0.7447970015164087,0.7703455090052652
34,LOC101254819,LOC103438779,12,0.8599102599453539,0.9264570398557981,0.893183649900576
35,LOC101254819,LOC103403016,12,0.6306369538515529,0.766031173802053,0.698334063826803
36,LOC101250212,LOC103410385,12,0.8811420549971173,0.9193378666641234,0.9002399608306204
37,LOC101250212,LOC103437716,12,0.7440804151104203,0.8100826871906384,0.7770815511505293
38,LOC101250212,LOC103451973,12,0.4567668513273005,0.6401024926961237,0.5484346720117121
39,LOC101250212,LOC103421342,12,0.8171408517785075,0.7160882378186604,0.7666145447985839
40,LOC101250212,LOC103438779,12,0.8549519965908806,0.9037509656376069,0.8793514811142438
41,LOC101250212,LOC103403016,12,0.5056125134735417,0.765102890077855,0.6353577017756984
42,LOC101249263,LOC103410385,12,0.5442207906148948,0.8289573657088178,0.6865890781618563
43,LOC101249263,LOC103437716,12,0.7476750307071416,0.6747389202025693,0.7112069754548555
44,LOC101249263,LOC103451973,12,0.5828541348106184,0.757231552745272,0.6700428437779452
45,LOC101249263,LOC103421342,12,0.5719800466247211,0.6835798689594003,0.6277799577920606
46,LOC101249263,LOC103438779,12,0.5469430727195247,0.7830505564933765,0.6649968146064507
47,LOC101249263,LOC103403016,12,0.5147920687839972,0.7277045005865355,0.6212482846852663
48,LOC101248971,LOC103410385,12,0.3322287118040759,0.6072946569641943,0.4697616843841351
49,LOC101248971,LOC103437716,12,0.5942295640839245,0.5848645246201825,0.5895470443520534
50,LOC101248971,LOC103451973,12,0.5689268794024015,0.7216452239484484,0.645286051675425
51,LOC101248971,LOC103421342,12,0.23974632140977115,0.4375382678607193,0.3386422946352452
52,LOC101248971,LOC103438779,12,0.2206602662121174,0.35404995565219877,0.2873551109321581
53,LOC101248971,LOC103403016,12,0.4710199784423333,0.6518713500487985,0.5614456642455659
54,LOC101265942,LOC103410385,12,0.9325545835108917,0.9019611583200609,0.9172578709154763
55,LOC101265942,LOC103437716,12,0.7351515303436693,0.7470744756945438,0.7411130030191065
56,LOC101265942,LOC103451973,12,0.5988769959642043,0.6555209038685906,0.6271989499163975
57,LOC101265942,LOC103421342,12,0.7709573108064072,0.8440502417670454,0.8075037762867263
58,LOC101265942,LOC103438779,12,0.8939463063695384,0.9693456553460559,0.9316459808577972
59,LOC101265942,LOC103403016,12,0.6459830045371369,0.7628521199520599,0.7044175622445984
60,LOC101245634,LOC103410385,12,0.5117856933965024,0.787451638643307,0.6496186660199047
61,LOC101245634,LOC103437716,12,0.6165715511214722,0.7168721924980688,0.6667218718097705
62,LOC101245634,LOC103451973,12,0.5742472224311144,0.7238451292126437,0.6490461758218791
63,LOC101245634,LOC103421342,12,0.4940994939240245,0.7036021859174272,0.5988508399207259
64,LOC101245634,LOC103438779,12,0.5453811167094199,0.825601556464765,0.6854913365870925
65,LOC101245634,LOC103403016,12,0.5504780844314096,0.7174361566510574,0.6339571205412335
66,LOC101256097,LOC103410385,12,0.8874689795202166,0.9224151907909168,0.9049420851555667
67,LOC101256097,LOC103437716,12,0.7377534905873211,0.7014563245686818,0.7196049075780014
68,LOC101256097,LOC103451973,12,0.48257589050710653,0.6224778181517617,0.5525268543294342
69,LOC101256097,LOC103421342,12,0.7114882310179731,0.807404652227404,0.7594464416226885
70,LOC101256097,LOC103438779,12,0.8622164289474344,0.9583588452404795,0.910287637093957
71,LOC101256097,LOC103403016,12,0.5671370917203519,0.7353278717188191,0.6512324817195855
72,LOC101247227,LOC103407785,13,0.735818313989923,0.6842093216216989,0.710013817805811
73,LOC101259582,LOC103450828,14,0.7551750933747775,0.822322680323882,0.7887488868493298
74,LOC101264607,LOC103454411,16,0.6913443461258867,0.6578810334468255,0.674612689786356
75,LOC101264607,LOC103404213,16,0.746727496051939,0.738576864753512,0.7426521804027255
76,LOC101247771,LOC103454411,16,0.736831022986489,0.8270836313696318,0.7819573271780604
77,LOC101247771,LOC103404213,16,0.780502845110671,0.757202941260622,0.7688528931856465
78,LOC101254555,LOC103415421,17,0.7423758554132304,0.7725100855483391,0.7574429704807848
79,LOC101254555,LOC103436397,17,0.9613716692151505,0.9376428587323841,0.9495072639737673
80,LOC101254555,LOC103455912,17,0.9394831173388816,0.9531701524992132,0.9463266349190473
81,LOC101254555,LOC103430149,17,0.9548943423658286,0.9466038167720523,0.9507490795689404
82,LOC544138,LOC103415421,17,0.6475672423733487,0.7974936339446654,0.7225304381590071
83,LOC544138,LOC103436397,17,0.9645601985310706,0.9537733779672495,0.95916678824916
84,LOC544138,LOC103455912,17,0.9518662421978794,0.959750793968699,0.9558085180832891
85,LOC544138,LOC103430149,17,0.9615320983631214,0.9531987639838632,0.9573654311734923
86,LOC101260246,LOC103404736,18,0.6623969117389016,0.7147320534462532,0.6885644825925774
87,LOC101260246,LOC103419817,18,0.6310380267214799,0.817172613086893,0.7241053199041865
88,LOC101267493,LOC103420360,19,0.7539468077106259,0.8137678464135504,0.7838573270620881
89,LOC101267493,LOC103415339,19,0.7008447597322839,0.8250522159594862,0.762948487845885
90,LOC101266105,LOC103439591,21,0.8530882610984383,0.7539984549798289,0.8035433580391336
91,LOC101266105,LOC103414869,21,0.7976023362494673,0.8462361591943006,0.821919247721884
92,JJH1,LOC103455199,23,0.8270178282461138,0.915344339217762,0.8711810837319379
93,LOC101262678,LOC103405876,24,0.6116812473366254,0.538605476238162,0.5751433617873938
94,LOC101262925,LOC103444923,25,0.8757314705726708,0.8842792608063988,0.8800053656895348
95,LOC101262925,LOC103448126,25,0.8484028108523635,0.9187274883249248,0.8835651495886441
96,LOC101258822,LOC103444923,25,0.9278598027501344,0.9207048598196205,0.9242823312848774
97,LOC101258822,LOC103448126,25,0.9203006932433148,0.9234515623460146,0.9218761277946647
98,LOC101248963,LOC103432312,26,0.7756999974932945,0.7327337637772247,0.7542168806352596
99,LOC101248963,LOC103421912,26,0.8273732233725215,0.7657387008478537,0.7965559621101876
100,LOC101248963,LOC103408194,26,0.8955606246709948,0.819095304855369,0.857327964763182
101,FIE,LOC103429290,27,0.8520341914621612,0.8965376924519725,0.8742859419570668
102,FIE,LOC103419005,27,0.8677462211415536,0.8426997796915682,0.8552230004165609
103,LOC101246577,LOC103435266,28,0.8028877246634748,0.6708191468055277,0.7368534357345012
104,LOC101268738,LOC103435266,28,0.6165659806649454,0.48535950330462646,0.5509627419847859
105,LOC101260710,LOC103435266,28,0.38917437478588557,0.4885239335069097,0.43884915414639764
106,LOC100736533,LOC103447498,29,0.7903642243000025,0.7094560956768047,0.7499101599884036
107,LOC100736533,LOC103423556,29,0.785160303812699,0.8161425996394953,0.8006514517260972
108,LOC101254537,LOC103441898,30,0.9705963452234728,0.8966381505536323,0.9336172478885525
109,LOC101254537,LOC103402383,30,0.9485273105557366,0.7748053624280342,0.8616663364918854
110,LOC101253278,LOC103414236,31,0.8086130398816835,0.8908414637635547,0.8497272518226191
111,LOC101253278,LOC103442592,31,0.7913167723660792,0.8028439815742039,0.7970803769701416
112,LOC101264451,LOC103436876,33,0.6762991000927481,0.7662041143314926,0.7212516072121203
113,LOC101264226,LOC114825344,34,0.8796380317348909,0.9020914995279105,0.8908647656314006
114,LOC101264226,LOC103454882,34,0.8314190459479107,0.8454178707333124,0.8384184583406116
115,LOC101264226,LOC103428206,34,0.8343017572005115,0.7326428428371148,0.7834723000188131
116,LOC101267596,LOC114825344,34,0.8117993410149928,0.8882092071757604,0.8500042740953766
117,LOC101267596,LOC103454882,34,0.836103242841267,0.8539555377528539,0.8450293902970605
118,LOC101267596,LOC103428206,34,0.7549584026158863,0.6729077851849732,0.7139330939004298
119,LOC101246155,LOC103444075,35,0.8556739277567493,0.8243712626248175,0.8400225951907834
120,LOC101246155,LOC103405867,35,0.8335848394455166,0.8638780006294527,0.8487314200374847
121,LOC101246476,LOC103444075,35,0.8710751259619482,0.7966124002174473,0.8338437630896978
122,LOC101246476,LOC103405867,35,0.7419246484345624,0.8254642213384452,0.7836944348865038
123,LOC101252430,LOC103413371,36,0.5269930397145698,0.5187262167033847,0.5228596282089772
124,LOC101252430,LOC103453079,36,0.5403899876614388,0.4482790191983062,0.4943345034298725
125,LOC101252430,LOC103419127,36,0.5185927912722087,0.48036393808474726,0.49947836467847795
126,LOC101251789,LOC103413371,36,0.7647256410899156,0.8974564390146205,0.831091040052268
127,LOC101251789,LOC103453079,36,0.7960093249442258,0.786523990729879,0.7912666578370524
128,LOC101251789,LOC103419127,36,0.7009149474845211,0.7364538925924866,0.7186844200385039
129,LOC101257207,LOC103413371,36,0.5266187050359713,0.82789047523676,0.6772545901363656
130,LOC101257207,LOC103453079,36,0.7883789135938636,0.8126634431060629,0.8005211783499633
131,LOC101257207,LOC103419127,36,0.49655328002406435,0.8084232210809419,0.6524882505525031
132,LOC101253933,LOC103413371,36,0.6909260048407266,0.8267402935538325,0.7588331491972795
133,LOC101253933,LOC103453079,36,0.6649342546868429,0.6622128122228262,0.6635735334548345
134,LOC101253933,LOC103419127,36,0.6888036609040294,0.7095877085061943,0.699195684705112
135,LOC101256156,LOC103401753,37,0.6464743188027975,0.6721346392886549,0.6593044790457262
136,LOC101256156,LOC103444140,37,0.7624445391422054,0.7602472032273755,0.7613458711847905
137,LOC101246397,LOC103450651,38,0.7614312730999869,0.868844954364682,0.8151381137323345
138,LOC101265936,LOC114821833,39,0.8299350763291805,0.879505593545249,0.8547203349372148
139,LOC101246406,LOC103456392,42,0.8578848419522221,0.9233841664043947,0.8906345041783084
140,LOC101261524,LOC103436460,43,0.7691675231243577,0.9024691711252897,0.8358183471248237
141,LOC101261524,LOC114822289,43,0.9069160003008047,0.7900889817172614,0.8485024910090331
142,LOC101261524,LOC103405334,43,0.8747950768305216,0.9513191483950546,0.9130571126127881
143,LOC101261524,LOC114820473,43,0.9475647356679116,0.9803629843685921,0.9639638600182519
144,LOC101249741,LOC103436460,43,0.670603865339784,0.8399072987897341,0.7552555820647591
145,LOC101249741,LOC114822289,43,0.8455969718998321,0.7779119338502475,0.8117544528750398
146,LOC101249741,LOC103405334,43,0.669530995412729,0.9412479057982763,0.8053894506055026
147,LOC101249741,LOC114820473,43,0.7734790564760735,0.9035761176758573,0.8385275870759654
148,LOC101244615,LOC103426970,44,0.9233755852460888,0.7559662893129747,0.8396709372795317
149,LOC101244615,LOC103438591,44,0.8240432044608216,0.8272095219020915,0.8256263631814565
150,LOC101255619,LOC103400439,45,0.8502967660714634,0.7975394123201053,0.8239180891957844
151,LOC101255619,LOC103415132,45,0.8463640237635676,0.7876512832250866,0.8170076534943271
152,LOC101255619,LOC103447042,45,0.9110481649523587,0.8517581757317387,0.8814031703420487
153,LOC101251313,LOC103400439,45,0.8172812272829819,0.8244399301879775,0.8208605787354797
154,LOC101251313,LOC103415132,45,0.7891058581706063,0.8143515207004092,0.8017286894355078
155,LOC101251313,LOC103447042,45,0.8957060135863435,0.9071671769048096,0.9014365952455765
156,LOC101259890,LOC103428377,46,0.9363937421491378,0.8663366808770373,0.9013652115130876
157,LOC101245715,LOC103407042,47,0.7968092425014691,0.9156533432519813,0.8562312928767253
158,LOC101263710,LOC103405949,48,0.6555034717870303,0.763262853709479,0.7093831627482546
159,LOC101247825,LOC103405949,48,0.7259719750332139,0.7891676919115334,0.7575698334723736
160,LOC101255442,LOC103401314,49,0.828481187175695,0.924220893377713,0.876351040276704
161,LOC101255442,LOC114822997,49,0.6719775399192841,0.7261365912277188,0.6990570655735014
162,LOC101259691,LOC103403062,50,0.8063670318100921,0.8384309461817974,0.8223989889959447
163,LOC101259691,LOC103425798,50,0.5852655854410548,0.6956768046693943,0.6404711950552245
164,LOC101244185,LOC103403062,50,0.699150226856842,0.7353666561757889,0.7172584415163155
165,LOC101244185,LOC103425798,50,0.6466848820595092,0.6780235186403822,0.6623542003499457
166,LOC101263523,LOC103403062,50,0.8837289750081467,0.9082486910245773,0.895988833016362
167,LOC101263523,LOC103425798,50,0.61501015215702,0.7000257503361849,0.6575179512466025
168,LOC101261883,LOC103403062,50,0.8741773132017034,0.8856341735572658,0.8799057433794846
169,LOC101261883,LOC103425798,50,0.7151853430147869,0.6713742096077365,0.6932797763112617
170,LOC101259386,LOC103403062,50,0.6015257480426809,0.7143314926611541,0.6579286203519175
171,LOC101259386,LOC103425798,50,0.6278684369577509,0.5972761866613259,0.6125723118095383
172,LOC101248010,LOC103403062,50,0.44624370190258944,0.6622414237074762,0.5542425628050328
173,LOC101248010,LOC103425798,50,0.30293535206677863,0.4734285142056021,0.38818193313619037
174,LOC101257661,AMY10,51,0.8494372446293835,0.8010700695259078,0.8252536570776456
175,LOC101257661,LOC103402925,51,0.9491991076128644,0.8333896025864782,0.8912943550996713
176,LOC101258429,LOC103446384,52,0.8507106509914021,0.7728661395795383,0.8117883952854702
177,LOC101258429,LOC103434821,52,0.8778281904093449,0.8575179854971563,0.8676730879532506
178,LOC101257929,LOC103446384,52,0.7190133607399795,0.7621781605358614,0.7405957606379204
179,LOC101257929,LOC103434821,52,0.7021532599704209,0.7163807107728598,0.7092669853716403
180,LOC101245290,LOC103453134,53,0.8955957185471135,0.8699608022660296,0.8827782604065715
181,LOC101252099,LOC103425428,54,0.8436166746045672,0.9461360189980258,0.8948763468012966
182,LOC101252099,LOC103448313,54,0.9521770736720727,0.9697118823495752,0.9609444780108239
183,LOC101252099,LOC103430642,54,0.9423507883588599,0.9579125060799405,0.9501316472194001
184,LOC101252099,LOC103429763,54,0.7915173088010428,0.6736160783827517,0.7325666935918973
185,LOC101252099,LOC103427780,54,0.8292081317524377,0.8594374982117823,0.84432281498211
186,LOC101252099,LOC103427758,54,0.9388464141578724,0.9410202855426167,0.9399333498502446
187,LOC101251244,LOC103425428,54,0.6241752242805059,0.8603358988297902,0.742255561555148
188,LOC101251244,LOC103448313,54,0.8297863451399159,0.9655231609968241,0.8976547530683701
189,LOC101251244,LOC103430642,54,0.7683664914758089,0.9487568309919602,0.8585616612338846
190,LOC101251244,LOC103429763,54,0.7708453446302191,0.700447292876694,0.7356463187534565
191,LOC101251244,LOC103427780,54,0.7564457145085326,0.9281622843409345,0.8423039994247336
192,LOC101251244,LOC103427758,54,0.7865707434052758,0.9565448771136733,0.8715578102594745
193,LOC101244991,LOC103435681,55,0.7490286516431454,0.8417498784011902,0.7953892650221678
194,LOC778279,LOC103408838,56,0.8004863008547866,0.7474979256673628,0.7739921132610748
195,LOC778279,LOC103418485,56,0.8165793497606096,0.793231953306057,0.8049056515333333
196,LOC778279,LOC103454193,56,0.7405409470333142,0.8416297101656605,0.7910853285994873
197,LOC778279,LOC103430254,56,0.7683754042062517,0.6350477970746347,0.7017116006404431
198,LOC543710,LOC103408838,56,0.8387987867545684,0.7511086950301851,0.7949537408923768
199,LOC543710,LOC103418485,56,0.6647682550823453,0.825391262052588,0.7450797585674667
200,LOC543710,LOC103454193,56,0.8453312611235054,0.8429229492718378,0.8441271051976715
201,LOC543710,LOC103430254,56,0.7539668613541223,0.853506019538465,0.8037364404462937
202,LOC101256206,LOC103422169,58,0.8918005665154287,0.9399444937197792,0.915872530117604
203,LOC101256206,LOC103446228,58,0.8627829443762064,0.8136591227718807,0.8382210335740435
204,LOC101262883,LOC114824004,59,0.7409470333141153,0.854911161340162,0.7979290973271387
205,LOC101255389,LOC103455998,60,0.8369087308550373,0.8264541787073332,0.8316814547811853
206,LOC101255389,LOC103441288,60,0.7675832852881458,0.7673829074990701,0.7674830963936079
207,LOC101248248,LOC103455998,60,0.8154112250269471,0.8314096878487024,0.8234104564378247
208,LOC101248248,LOC103441288,60,0.6680971599027399,0.6814511745014449,0.6747741672020924
209,LOC101261215,LOC103429386,61,0.9451783520918456,0.7607564876541444,0.8529674198729951
210,LOC101261215,LOC103413825,61,0.9705712781691024,0.9912391634001889,0.9809052207846456
211,LOC101261215,LOC103405901,61,0.962244002707242,0.9630969070985093,0.9626704549028756
212,LOC101258197,LOC103441988,62,0.9501666959115634,0.9596005836742869,0.9548836397929252
213,LOC101268852,LOC103406472,63,0.9194996615947659,0.8796658178592888,0.8995827397270273
214,LOC101268852,LOC103426405,63,0.9086305868197428,0.9403164430202283,0.9244735149199856
215,LOC101258378,LOC103406472,63,0.8271375930614393,0.8436840147635261,0.8354108039124827
216,LOC101258378,LOC103426405,63,0.9391121249341989,0.9617006666475924,0.9504063957908957
217,LOC101245169,LOC103413527,64,0.7307397287744718,0.8098251838287889,0.7702824563016304
218,PAP1,LOC103450426,65,0.7983104805354323,0.5975851906955452,0.6979478356154887
219,PAP1,LOC103440369,65,0.529280826210112,0.5960344482275185,0.5626576372188152
220,LOC104644405,LOC103450246,67,0.447582282605971,0.6697319103888301,0.5586570964974005
221,LOC104644405,LOC103417928,67,0.4141328052540546,0.5712797917083917,0.49270629848122316
222,LOC104644405,LOC103439078,67,0.43088261098438324,0.6724728906182942,0.5516777508013387
223,LOC101263211,LOC103450246,67,0.8327024791316773,0.8470430030614289,0.8398727410965531
224,LOC101263211,LOC103417928,67,0.8416464041310506,0.8382192211953878,0.8399328126632193
225,LOC101263211,LOC103439078,67,0.8402677161406764,0.8580012016823553,0.8491344589115158
226,LOC101263362,LOC103450246,67,0.8587070413355727,0.8557580612858001,0.8572325513106864
227,LOC101263362,LOC103417928,67,0.7965507733186273,0.7501702383336671,0.7733605058261472
228,LOC101263362,LOC103439078,67,0.8441180156919761,0.7982661440302138,0.821192079861095
229,LOC101262909,LOC114827565,69,0.8148848168851679,0.8889187719950787,0.8519017944401233
230,LOC101249053,LOC103424341,70,0.8671295716040408,0.8720208291608251,0.869575200382433
231,LOC101249053,LOC114820993,70,0.8649637781064348,0.8318216932276615,0.8483927356670482
232,LOC101264133,LOC103443730,71,0.8443085253051914,0.6903722354152957,0.7673403803602435
233,LOC101253467,LOC103443730,71,0.8568671195447823,0.8179508454693715,0.837408982507077
234,LOC101266530,LOC103443730,71,0.7511894317298774,0.8006065634745787,0.775897997602228
235,LOC101263824,LOC103443730,71,0.6086865699078368,0.8018139681268062,0.7052502690173215
236,LOC101266678,LOC114827588,73,0.9210437921439851,0.9127807501931274,0.9169122711685562
237,LOC101266678,LOC103422598,73,0.9336625473140651,0.9157334554090012,0.9246980013615331
238,LOC101268656,LOC103442403,74,0.9299927305542325,0.9591714114045378,0.9445820709793851
239,LOC101268656,LOC103437869,74,0.9468026972150503,0.907416414726649,0.9271095559708497
240,LOC101268656,LOC103421511,74,0.9117539417942997,0.9411175645904266,0.9264357531923632
241,LOC101268656,LOC103455407,74,0.9514100218083372,0.940497649089678,0.9459538354490076
242,LOC101249905,LOC103442403,74,0.9659789938084377,0.9621851544543314,0.9640820741313845
243,LOC101249905,LOC103437869,74,0.9744115508986538,0.919039035602224,0.9467252932504389
244,LOC101249905,LOC103421511,74,0.9714837189481864,0.9426740293553832,0.9570788741517848
245,LOC101249905,LOC103455407,74,0.9708219487128068,0.9443188718173697,0.9575704102650883
246,LOC101247439,LOC103430206,75,0.7249442258040257,0.6810448914194158,0.7029945586117208
247,LOC101260039,LOC103451471,76,0.8224149600180483,0.7174959228634374,0.7699554414407428
248,LOC101260039,LOC103403410,76,0.8171508786002556,0.7705187262167035,0.7938348024084796
249,LOC101247783,LOC103416576,77,0.9087358684480986,0.9686068432313176,0.9386713558397082
250,LOC101247783,LOC103452137,77,0.9003885393427418,0.960464650510715,0.9304265949267283
251,LOC101247783,LOC103442133,77,0.8390193768330283,0.9059368830648623,0.8724781299489452
252,LOC101268045,LOC103416576,77,0.9329105356829519,0.9639272759641274,0.9484189058235397
253,LOC101268045,LOC103452137,77,0.883854310279999,0.9701696661039741,0.9270119881919865
254,LOC101268045,LOC103442133,77,0.8094101722106635,0.885611284369546,0.8475107282901047
255,LOC101260893,LOC103437497,78,0.9661143559020379,0.9794397871305542,0.972777071516296
256,LOC101260893,LOC103401617,78,0.9674328829619232,0.9568653257417528,0.962149104351838
257,LOC101247309,LOC103437497,78,0.9691775499461058,0.982318102486338,0.9757478262162219
258,LOC101247309,LOC103401617,78,0.9683352969192591,0.9561328717347144,0.9622340843269868
259,LOC101257726,LOC103423074,80,0.7357731932920563,0.6484163543246259,0.6920947738083411
260,LOC101257726,LOC114824047,80,0.6914546411651167,0.7495350633744385,0.7204948522697776
261,LOC101247986,LOC103423074,80,0.873967864036297,0.8198220365654774,0.8468949503008871
262,LOC101247986,LOC114824047,80,0.8310781340084726,0.938193470859203,0.8846358024338379
263,LOC101251849,LOC103429552,81,0.8707041335572657,0.8673399902720953,0.8690220619146805
264,LOC101247968,LOC103429552,81,0.9228787005239014,0.8680896111699236,0.8954841558469124
265,LOC101258116,LOC103403884,83,0.6000651743413632,0.7604932619953649,0.6802792181683641
266,LOC101258116,LOC103401493,83,0.6514375955681447,0.7492432262310091,0.700340410899577
267,LOC101268035,LOC103403884,83,0.6119090790085702,0.7482411884574913,0.6800751337330307
268,LOC101268035,LOC103401493,83,0.5880006795956962,0.666081084947498,0.6270408822715972
269,LOC101261022,LOC103403884,83,0.6289674880304815,0.7587257080547688,0.6938465980426252
270,LOC101261022,LOC103401493,83,0.8508710801393728,0.7805041343595319,0.8156876072494523
271,LOC101253581,LOC103446928,84,0.6554332840347931,0.8706347616822281,0.7630340228585106
272,LOC101253581,LOC103433303,84,0.8159627002230968,0.8036279362536122,0.8097953182383545
273,LOC101253581,LOC103433188,84,0.8415461359135689,0.8185574089439501,0.8300517724287595
274,LOC101255218,LOC103443591,85,0.626519690171208,0.6667175315282666,0.6466186108497374
275,LOC101255218,LOC103430074,85,0.7030870077457197,0.8798145975794684,0.7914508026625942
276,LOC101255218,LOC103418976,85,0.7166608176873136,0.7951958138218904,0.755928315754602
277,LOC543607,LOC103443591,85,0.693427139821244,0.786516996811409,0.7399720683163264
278,LOC543607,LOC103430074,85,0.8731356378311984,0.8334639924465681,0.8532998151388833
279,LOC543607,LOC103418976,85,0.819653684717731,0.6857219154435258,0.7526878000806284
280,LOC101261553,LOC103443591,85,0.532407523458585,0.7621209375665615,0.6472642305125733
281,LOC101261553,LOC103430074,85,0.5216119787097152,0.6076335441046037,0.5646227614071595
282,LOC101261553,LOC103418976,85,0.48471327467642616,0.462298010866006,0.4735056427712161
283,LOC101268741,LOC103443591,85,0.3997025376214708,0.5714857943978713,0.48559416600967104
284,LOC101268741,LOC103430074,85,0.4561451883789136,0.6568338531086378,0.5564895207437757
285,LOC101268741,LOC103418976,85,0.5742862156268017,0.38240202950797786,0.4783441225673898
286,LOC101248321,LOC103414038,86,0.9617075677437145,0.8580329922208552,0.9098702799822849
287,LOC101263112,LOC103436722,87,0.769723295529828,0.8564161254327487,0.8130697104812883
288,LOC101262662,LOC103433894,88,0.6246208608026471,0.4957454722325541,0.5601831665176006
289,LOC101262662,LOC103414585,88,0.6905672674404031,0.6312329324546428,0.660900099947523
290,LOC101262662,LOC103450882,88,0.6714962524753716,0.6668707619238362,0.669183507199604
291,LOC101265959,LOC103433894,88,0.4302509212142481,0.3740551057194358,0.40215301346684196
292,LOC101265959,LOC103414585,88,0.6080431821789956,0.6982601038278988,0.6531516430034472
293,LOC101265959,LOC103450882,88,0.48207287828273965,0.5301421990787102,0.5061075386807249
294,LOC101255602,LOC103429426,89,0.7391672724538139,0.5557208663557552,0.6474440694047845
295,LOC101263915,LOC103437923,90,0.6354598551124258,0.5815341478069297,0.6084970014596778
296,LOC101263915,LOC103425901,90,0.7619782919309152,0.9145718291322137,0.8382750605315644
297,LOC101263915,LOC103425472,90,0.6443035118943173,0.6834024777545706,0.663852994824444
298,LOC101263915,LOC103421535,90,0.7041636377309303,0.7750507853852536,0.739607211558092
299,LOC101263915,LOC103455450,90,0.7317925450580303,0.5308975422734686,0.6313450436657495
300,LOC101263915,LOC114822905,90,0.7561878023713433,0.8690261604341316,0.8126069814027375
301,LOC101259933,LOC103437923,90,0.7324743689369062,0.44288861549025776,0.587681492213582
302,LOC101259933,LOC103425901,90,0.7346953099541274,0.6728562845126034,0.7037757972333654
303,LOC101259933,LOC103425472,90,0.8718872985235504,0.889748505049927,0.8808179017867387
304,LOC101259933,LOC103421535,90,0.7982503196049432,0.7416669050957054,0.7699586123503244
305,LOC101259933,LOC103455450,90,0.847983355475898,0.691133300906984,0.769558328191441
306,LOC101259933,LOC114822905,90,0.8239791442107638,0.6761466052473463,0.750062874729055
307,LOC101265902,LOC103437923,90,0.5430972295334464,0.5693399330491259,0.5562185812912861
308,LOC101265902,LOC103425901,90,0.6471255051707763,0.8989785699979972,0.7730520375843868
309,LOC101265902,LOC103425472,90,0.47986697749814083,0.7866613258561986,0.6332641516771698
310,LOC101265902,LOC103421535,90,0.5369920091801124,0.7737461016852165,0.6553690554326644
311,LOC101265902,LOC103455450,90,0.467272175291126,0.618151125861921,0.5427116505765235
