,tomato,brome,Group Number,Species 1 Score,Species 2 Score,Total Score
140,LOC101257929,LOC100845674,50,0.913822938450814,0.8830455703368243,0.8984342543938191
141,LOC101245290,LOC100832830,51,0.7811620945585763,0.8770701638519357,0.829116129205256
142,LOC101252099,LOC100824719,52,0.9281265519425195,0.8997075195773186,0.9139170357599191
143,LOC101252099,LOC100833465,52,0.9538870892050866,0.9406421989495863,0.9472646440773365
144,LOC101251244,LOC100824719,52,0.7415016197154222,0.9096707236531748,0.8255861716842985
145,LOC101251244,LOC100833465,52,0.8140730717185385,0.9232757807340316,0.8686744262262851
146,LOC101244991,LOC100844715,53,0.560708574240374,0.770053778658364,0.665381176449369
147,LOC778279,LOC100829936,54,0.6905072374625826,0.6042771330628676,0.6473921852627251
148,LOC778279,LOC100832864,54,0.569139295526305,0.8047991948926,0.6869692452094525
149,LOC543710,LOC100829936,54,0.946094230532661,0.9584552001761173,0.9522747153543891
150,LOC543710,LOC100832864,54,0.37364169434534794,0.7399125703682737,0.5567771323568108
151,LOC101256206,LOC100838156,56,0.8383811046869233,0.9257980312608107,0.882089567973867
152,LOC101262883,LOC100831209,57,0.9514085373354656,0.9560901971884139,0.9537493672619397
153,LOC101255389,LOC100835264,58,0.8394554475745274,0.7569707834072398,0.7982131154908836
154,LOC101255389,LOC100823141,58,0.8724074301882151,0.89201496996572,0.8822112000769675
155,LOC101248248,LOC100835264,58,0.7878213802435723,0.8399723244331225,0.8138968523383474
156,LOC101248248,LOC100823141,58,0.7159060155000615,0.7871497311067082,0.7515278733033848
157,LOC101261215,LOC100838384,59,0.9537376471070652,0.9800924615529767,0.9669150543300209
158,LOC101258197,LOC100830579,60,0.9836552261450774,0.9891058904928137,0.9863805583189456
159,LOC101268852,LOC100829822,61,0.9671628326567434,0.8998962166242098,0.9335295246404767
160,LOC101258378,LOC100829822,61,0.9427809898716528,0.898771023122377,0.920776006497015
161,LOC101245169,LOC100839854,62,0.8407676220937385,0.852615026574834,0.8466913243342862
162,PAP1,LOC100821977,63,0.47175954401935455,0.4173915778218071,0.4445755609205808
163,PAP1,LOC100844155,63,0.684627055398368,0.623462905305532,0.6540449803519499
164,LOC104644405,LOC100836559,65,0.27227621273629393,0.5797024876560681,0.425989350196181
165,LOC104644405,LOC100845979,65,0.24866527248123999,0.5496430480862975,0.3991541602837687
166,LOC104644405,LOC100844981,65,0.3186861852626399,0.5984967135264334,0.45859144939453667
167,LOC101263211,LOC100836559,65,0.9393201295772338,0.8138440733402522,0.8765821014587429
168,LOC101263211,LOC100845979,65,0.8502480829950383,0.8382048620939083,0.8442264725444732
169,LOC101263211,LOC100844981,65,0.8750809857711075,0.931584740698808,0.9033328632349578
170,LOC101263362,LOC100836559,65,0.8209619879443966,0.7194389407805768,0.7702004643624867
171,LOC101263362,LOC100845979,65,0.7785459466108993,0.8225178475956851,0.8005318971032922
172,LOC101263362,LOC100844981,65,0.7653339894205929,0.8436204673396861,0.8044772283801396
173,LOC101262909,LOC100831854,67,0.8482798212162218,0.9056829260622071,0.8769813736392145
174,LOC101249053,LOC100844507,68,0.8423258293353015,0.9308991414284367,0.8866124853818691
175,LOC101264133,LOC100831241,69,0.5215729692049043,0.48797685316224804,0.5047749111835762
176,LOC101253467,LOC100831241,69,0.5732425745957546,0.6706607541591975,0.6219516643774761
177,LOC101266530,LOC100831241,69,0.8432179257619041,0.6243104695411517,0.7337641976515279
178,LOC101263824,LOC100831241,69,0.5665196328254515,0.7012045161493223,0.6338620744873869
179,LOC101266678,LOC100837706,71,0.9424857506048305,0.9602100827122055,0.951347916658518
180,LOC101268656,LOC100824530,72,0.9714848074793947,0.9629587696952543,0.9672217885873244
181,LOC101268656,LOC100831550,72,0.9717308402017468,0.9754190646916376,0.9735749524466922
182,LOC101249905,LOC100824530,72,0.9805224094804609,0.970663899109979,0.9755931542952199
183,LOC101249905,LOC100831550,72,0.9747406405051872,0.9755008334119571,0.9751207369585722
184,LOC101260039,LOC100846572,73,0.8488785008406118,0.8748309588954933,0.8618547298680526
185,LOC101247783,LOC100823969,74,0.9049165539016689,0.918545774758625,0.9117311643301469
186,LOC101268045,LOC100823969,74,0.8930167712305737,0.9274837248797057,0.9102502480551397
187,LOC101260893,LOC100837627,75,0.8890638454914503,0.7760417649463786,0.8325528052189144
188,LOC101247309,LOC100837627,75,0.9079591585680896,0.7945466553448439,0.8512529069564667
189,LOC101257726,LOC100841833,76,0.585402058473777,0.71901122747429,0.6522066429740335
190,LOC101257726,LOC100827721,76,0.6137942346332063,0.7504132115887943,0.6821037231110003
191,LOC101247986,LOC100841833,76,0.7117234592200763,0.8386074157939428,0.7751654375070096
192,LOC101247986,LOC100827721,76,0.817205888383155,0.871500805456839,0.844353346919997
193,LOC101251849,LOC100829926,77,0.7128142042891705,0.8455654446785685,0.7791898244838695
194,LOC101247968,LOC100829926,77,0.8571616024931316,0.8434338669266493,0.8502977347098905
195,LOC101258116,LOC100832110,79,0.6328945749784721,0.6403937478378463,0.6366441614081593
196,LOC101258116,LOC100829268,79,0.6886209865912167,0.583400949775136,0.6360109681831764
197,LOC101268035,LOC100832110,79,0.6284659859761348,0.7496619177909866,0.6890639518835606
198,LOC101268035,LOC100829268,79,0.7134128839135605,0.5967166713840928,0.6550647776488266
199,LOC101261022,LOC100832110,79,0.5657112395948661,0.5476176997829983,0.5566644696889322
200,LOC101261022,LOC100829268,79,0.7824742690777874,0.5651665251438814,0.6738203971108344
201,LOC101253581,LOC100828470,80,0.590388321646779,0.7384658930087744,0.6644271073277768
202,LOC101255218,LOC100833215,81,0.6039775290113586,0.6734534704531874,0.638715499732273
203,LOC101255218,LOC100821865,81,0.6433427645876902,0.44415353649715383,0.543748150542422
204,LOC543607,LOC100833215,81,0.7792512404149752,0.7295845520017611,0.7544178962083681
205,LOC543607,LOC100821865,81,0.6720957887399025,0.6519089851243828,0.6620023869321426
206,LOC101261553,LOC100833215,81,0.564854681228159,0.7323961380004403,0.6486254096142996
207,LOC101261553,LOC100821865,81,0.48289844771576845,0.5526386137056956,0.517768530710732
208,LOC101268741,LOC100833215,81,0.7696108582441464,0.7060288706481743,0.7378198644461604
209,LOC101268741,LOC100821865,81,0.8068540615901915,0.8997468314620877,0.8533004465261396
210,LOC101263112,LOC100822251,83,0.957985812113011,0.88456772651508,0.9212767693140456
211,LOC101262662,LOC100835221,84,0.5024626053042832,0.7585558386011259,0.6305092219527045
212,LOC101262662,LOC100835533,84,0.5316949376489296,0.5528634776865743,0.542279207667752
213,LOC101265959,LOC100835221,84,0.577040460666983,0.6792904991036891,0.628165479885336
214,LOC101265959,LOC100835533,84,0.5778722855854115,0.5044123659464729,0.5411423257659422
215,LOC101255602,LOC100833499,85,0.6972840721149247,0.6855804006667297,0.6914322363908272
216,LOC101263915,LOC100828174,86,0.8470906630581867,0.9239173506934616,0.8855040068758242
217,LOC101263915,LOC100826488,86,0.5941608233895108,0.6948663920076318,0.6445136076985714
218,LOC101263915,LOC100827276,86,0.7586747037355968,0.7930496587728402,0.7758621812542185
219,LOC101263915,LOC100837431,86,0.26267273547381803,0.3281581421028539,0.295415438788336
220,LOC101263915,LOC100830734,86,0.6967564686103251,0.8420165424411108,0.769386505525718
221,LOC101259933,LOC100828174,86,0.9259605527535163,0.7503600968644841,0.8381603248090002
222,LOC101259933,LOC100826488,86,0.9416820437118136,0.9621103318621953,0.9518961877870045
223,LOC101259933,LOC100827276,86,0.9262557920203387,0.8725540145296725,0.8994049032750056
224,LOC101259933,LOC100837431,86,0.6033378439332432,0.6997375713292309,0.651537707631237
225,LOC101259933,LOC100830734,86,0.9476196334112437,0.8501368053589962,0.8988782193851199
226,LOC101265902,LOC100828174,86,0.6594087013572805,0.8415259301191936,0.7504673157382371
227,LOC101265902,LOC100826488,86,0.7095829745356131,0.8519182452572396,0.7807506098964263
228,LOC101265902,LOC100827276,86,0.6417025464386764,0.7099097399125703,0.6758061431756234
229,LOC101265902,LOC100837431,86,0.508484028375774,0.5364517267526985,0.5224678775642362
230,LOC101265902,LOC100830734,86,0.6772460737278058,0.842978897380256,0.7601124855540309
231,LOC101263008,LOC100828174,86,0.9291630786894657,0.9313331446362864,0.930248111662876
232,LOC101263008,LOC100826488,86,0.6998400787304712,0.8712352318352885,0.7855376552828799
233,LOC101263008,LOC100827276,86,0.8723500225529995,0.8374941032172847,0.8549220628851422
234,LOC101263008,LOC100837431,86,0.3235637839832698,0.4686326103440926,0.3960981971636812
235,LOC101263008,LOC100830734,86,0.8483105753065158,0.8324621819668522,0.840386378636684
236,LOC101252433,LOC100834229,87,0.7805962192971666,0.6852344560807624,0.7329153376889646
237,LOC101252433,LOC100826864,87,0.7947923073768811,0.7890681510834355,0.7919302292301583
238,LOC101256047,LOC100834229,87,0.43852052322958956,0.5657200364814291,0.5021202798555093
239,LOC101256047,LOC100826864,87,0.8663058186738836,0.8752964116111582,0.8708011151425209
240,LOC101255822,LOC100830456,88,0.9561323656046254,0.9505802434191905,0.953356304511908
241,LOC101255822,LOC100839517,88,0.923098372083487,0.8945875397050036,0.9088429558942452
242,LOC101255901,LOC100839561,90,0.8930659777750442,0.9132168303788267,0.9031414040769354
243,LOC101263177,LOC100839561,90,0.8656989379587485,0.9268030177549943,0.8962509778568715
244,ACI112,LOC100830815,92,0.8549637101734531,0.9961806319953315,0.9255721710843923
245,LOC101244841,LOC100825988,93,0.4101447492516505,0.49707694296806476,0.45361084610985763
246,LOC101252841,LOC100829262,94,0.8128839135605035,0.9056759372826926,0.859279925421598
247,LOC109118700,LOC104584282,95,0.9101297139186177,0.9270119822624776,0.9185708480905477
248,LOC101244441,LOC100823044,97,0.9389838848566859,0.9813504418655848,0.9601671633611354
249,LOC101261422,LOC100823044,97,0.9908311805470128,0.9831465582008085,0.9869888693739106
250,LOC101263507,LOC100825240,98,0.9603067207938656,0.9268610246249647,0.9435838727094151
251,LOC101258224,LOC100825240,98,0.8013777832451716,0.8322860647230871,0.8168319239841293
252,LOC101249560,LOC100831924,99,0.6591790708164186,0.7219297417995408,0.6905544063079797
253,LOC101249560,LOC100831447,99,0.9000779103620782,0.9119806900022015,0.9060293001821398
254,LOC101248708,LOC100831924,99,0.6885225735022757,0.7519766015661854,0.7202495875342305
255,LOC101248708,LOC100831447,99,0.9171935867470373,0.9311413026386137,0.9241674446928255
256,LOC101260623,LOC100831924,99,0.7216631812031,0.7824323049344277,0.7520477430687639
257,LOC101260623,LOC100831447,99,0.4261368762045352,0.49947322074409534,0.46280504847431525
258,LOC101264639,LOC100843376,100,0.8923442817894779,0.8862911595433532,0.8893177206664156
259,LOC101264639,LOC100835285,100,0.8685611186287776,0.8942415951190364,0.881401356873907
260,LOC101244414,LOC100843376,100,0.8182392258170337,0.8839764757681542,0.851107850792594
261,LOC101244414,LOC100835285,100,0.7942018288432362,0.9114633455986414,0.8528325872209388
262,LOC101264674,LOC100843376,100,0.4800836511255997,0.6995754316444948,0.5898295413850472
263,LOC101264674,LOC100835285,100,0.4915651781686964,0.7424977199106835,0.61703144903969
264,LOC101259696,LOC100843006,102,0.76202894985033,0.8736736170078938,0.8178512834291118
265,LOC101267500,LOC100831729,103,0.7706473849910926,0.8129068780073592,0.7917771314992259
266,LOC101257827,LOC100824239,104,0.9632673145528355,0.9585935780105042,0.9609304462816699
267,LOC101250906,LOC100846276,105,0.9644646738016157,0.9682674466144605,0.9663660602080382
268,LOC101248576,LOC100844021,106,0.9498913355476278,0.9590401610214799,0.9544657482845539
269,LOC101248576,LOC100846326,106,0.9683109853610531,0.9262320344686606,0.9472715099148569
270,LOC101261285,LOC100844021,106,0.5795437459848827,0.8301097587822751,0.704826752383579
271,LOC101261285,LOC100846326,106,0.5621984390590615,0.7842437965845834,0.6732211178218225
272,LOC101266683,LOC100844021,106,0.9523680649526388,0.9365348932289209,0.9444514790907799
273,LOC101266683,LOC100846326,106,0.9746258252347563,0.959354656099632,0.9669902406671942
274,LOC101247185,LOC100844021,106,0.9668183868454504,0.9457810485265905,0.9562997176860204
275,LOC101247185,LOC100846326,106,0.9419772829786361,0.9064188445450829,0.9241980637618595
276,LOC101266818,LOC100826791,107,0.8364292450895969,0.8664549066473777,0.8514420758684873
277,LOC101266818,LOC100822704,107,0.5269747543089898,0.5793942824794792,0.5531845183942345
278,LOC101250935,LOC100826791,107,0.1842375035879772,0.5432378316612678,0.3637376676246225
279,LOC101250935,LOC100822704,107,0.6861278550047155,0.5635940497531213,0.6248609523789184
280,LOC101251882,LOC100826791,107,0.5409348332217073,0.7854898959720169,0.6632123645968622
281,LOC101251882,LOC100822704,107,0.6964821876865178,0.6896185174702015,0.6930503525783597
282,LOC101268233,LOC100826791,107,0.33844990272595143,0.5240466431144797,0.43124827292021556
283,LOC101268233,LOC100822704,107,0.5035925333624928,0.6637167028336006,0.5836546180980466
284,LOC101250931,LOC100835195,108,0.6379546479681797,0.8426231685029686,0.7402889082355741
285,LOC101250931,LOC100836315,108,0.3624636076598187,0.8493323968368784,0.6058980022483486
286,LOC101260124,LOC100835195,108,0.8625169147496617,0.8786573156796763,0.870587115214669
287,LOC101260124,LOC100836315,108,0.9370156230778693,0.9580358734052479,0.9475257482415587
288,LOC101247283,LOC100829083,109,0.9124715809424876,0.920111960247822,0.9162917705951548
289,LOC101257335,LOC100829083,109,0.868358825057066,0.8852721954901406,0.8768155102736033
290,Acx1B,LOC100824216,110,0.25931848935908475,0.3308110828065541,0.2950647860828194
291,Acx1A,LOC100824216,110,0.783737237052528,0.8950341227159795,0.8393856798842537
292,LOC101256930,LOC100843134,111,0.8086357485545578,0.8196056231719974,0.8141206858632776
293,SAP13,LOC100843134,111,0.8539713781932997,0.813812623832437,0.8338920010128683
294,LOC101263504,LOC104584669,112,0.6492393488333948,0.6659810673962953,0.657610208114845
295,LOC101243692,LOC100836066,113,0.7841964981342519,0.8616885590184957,0.8229425285763738
296,LOC101243692,LOC100840938,113,0.7261245745684176,0.7543038651445104,0.7402142198564641
297,LOC101255705,LOC100836066,113,0.8562676836019191,0.8310707159655173,0.8436691997837182
298,LOC101255705,LOC100840938,113,0.6444663140197646,0.7046388024027425,0.6745525582112535
299,PP5,LOC100825585,114,0.9533685980235371,0.9527754190646917,0.9530720085441144
300,LOC101251216,LOC100829493,115,0.8933858203141017,0.9563795326603138,0.9248826764872078
301,LOC101265126,LOC100842723,116,0.9800057407635216,0.979972953423279,0.9799893470934002
302,LOC101267657,LOC100838066,118,0.8623610940255054,0.9551152624461426,0.908738178235824
303,LOC101245834,LOC100838066,118,0.9078361422069136,0.9667327106330786,0.9372844264199961
304,LOC101258439,LOC100846184,119,0.9002911387214501,0.830417963958864,0.865354551340157
305,LOC101258439,LOC100844067,119,0.8810923852872432,0.8510111016762587,0.866051743481751
306,LOC101248379,LOC100836090,120,0.7571657030385042,0.8047237160738434,0.7809447095561738
307,LOC101248379,LOC100843188,120,0.5548611965391397,0.7631914960530868,0.6590263462961132
308,LEA14,LOC100827152,121,0.718451998560253,0.7412020001886971,0.729826999374475
309,ER5,LOC100827152,121,0.6387647334873315,0.68339081604484,0.6610777747660858
310,LOC101266992,LOC100842681,122,0.6788225056154691,0.8110702267509513,0.7449463661832102
311,LOC101246488,LOC100838414,123,0.14374871857957108,0.469824197251313,0.30678645791544207
312,LOC101246488,LOC100840554,123,0.2246770820519129,0.5058967827153505,0.36528693238363175
