,tomato,maize,Group Number,Species 1 Score,Species 2 Score,Total Score
71,LOC101252786,Zm00001d002828,20,0.7586932690199517,0.7708772262819905,0.7647852476509711
72,LOC101252786,Zm00001d050039,20,0.7577724183293137,0.7949068362278954,0.7763396272786045
73,LOC101247411,Zm00001d002828,20,0.8050866038149529,0.7123596216506912,0.758723112732822
74,LOC101247411,Zm00001d050039,20,0.97165826207703,0.8033532631046154,0.8875057625908227
75,LOC101267143,Zm00001d002828,20,0.7110282832712125,0.8228907658726393,0.7669595245719258
76,LOC101267143,Zm00001d050039,20,0.8593290944968208,0.8467179146499636,0.8530235045733923
77,LOC101248904,Zm00001d002828,20,0.7340714755536066,0.6921071778811173,0.7130893267173619
78,LOC101248904,Zm00001d050039,20,0.967616750712563,0.7922052450096486,0.8799109978611058
79,LOC101266105,Zm00001d021902,21,0.8136812102609077,0.8199677327512574,0.8168244715060826
80,LOC101262678,Zm00001d005716,24,0.9422319666739749,0.8239536870076872,0.8830928268408311
81,LOC101258822,Zm00001d049691,25,0.9980267485200613,0.993114211297755,0.9955704799089082
82,LOC101262925,Zm00001d049691,25,0.9527515895636922,0.9893250942885563,0.9710383419261243
83,LOC101248963,Zm00001d006907,26,0.952986500454161,0.9674550701408441,0.9602207852975025
84,FIE,Zm00001d024698,27,0.8464225681502595,0.8576508177533138,0.8520366929517866
85,LOC100736533,Zm00001d048585,28,0.8735072717971205,0.7419062984404163,0.8077067851187685
86,LOC100736533,Zm00001d011765,28,0.7701381276035957,0.7258443790663588,0.7479912533349773
87,LOC101264451,Zm00001d030023,31,0.5124941272277382,0.6153111258739046,0.5639026265508214
88,LOC101267596,Zm00001d037872,32,0.8608813856610393,0.8518616937142134,0.8563715396876264
89,LOC101264226,Zm00001d037872,32,0.8788423591317693,0.818348043402613,0.8485952012671911
90,LOC101246155,Zm00001d012699,33,0.8742694271306418,0.8782245280299755,0.8762469775803087
91,LOC101246476,Zm00001d012699,33,0.7055595577410969,0.8613316742765352,0.7834456160088161
92,LOC101252430,Zm00001d023378,34,0.6126901995176496,0.6037265508841859,0.6082083752009178
93,LOC101252430,Zm00001d044695,34,0.42294233720675295,0.4770491284679384,0.4499957328373457
94,LOC101257207,Zm00001d023378,34,0.5876196740480888,0.7025718895321249,0.6450957817901068
95,LOC101257207,Zm00001d044695,34,0.47999707666447416,0.6935940020878808,0.5867955393761775
96,LOC101251789,Zm00001d023378,34,0.670116202587152,0.7432792382398532,0.7066977204135025
97,LOC101251789,Zm00001d044695,34,0.680727910545933,0.770326784979912,0.7255273477629225
98,LOC101253933,Zm00001d023378,34,0.5393303473549034,0.8398026003606339,0.6895664738577687
99,LOC101253933,Zm00001d044695,34,0.7294265042127352,0.761304609155041,0.7453655566838882
100,LOC101265936,Zm00001d025788,37,0.6692567419425565,0.691158141153396,0.6802074415479762
101,LOC101260266,Zm00001d025233,38,0.7527296645472484,0.5783921911852062,0.6655609278662273
102,AO,Zm00001d020260,39,0.801718921289191,0.8499854129539999,0.8258521671215955
103,LOC101246406,Zm00001d021318,40,0.8395351896513922,0.5854291227737181,0.7124821562125552
104,LOC101244615,Zm00001d040470,42,0.8454140173938465,0.8506342728796938,0.8480241451367702
105,LOC101251313,Zm00001d027827,43,0.8624424468318351,0.8952832874632248,0.87886286714753
106,LOC101255619,Zm00001d027827,43,0.9165358474018855,0.8430546328809592,0.8797952401414224
107,LOC101245715,Zm00001d027550,45,0.9005218153913616,0.8446426876720129,0.8725822515316872
108,LOC101255442,Zm00001d013225,46,0.7947489585617189,0.9063933440890829,0.8505711513254008
109,LOC101259386,Zm00001d035696,47,0.705262003946503,0.6597576792888551,0.682509841617679
110,LOC101259386,Zm00001d042421,47,0.7036724402543302,0.6874062826231375,0.6955393614387338
111,LOC101259386,Zm00001d015968,47,0.7088905941679456,0.7452469077219955,0.7270687509449706
112,LOC101263523,Zm00001d035696,47,0.8028439878472765,0.8540887665685994,0.8284663772079379
113,LOC101263523,Zm00001d042421,47,0.9039621636859084,0.9466767897250957,0.9253194767055021
114,LOC101263523,Zm00001d015968,47,0.9089861245967363,0.9275631900287875,0.9182746573127619
115,LOC101261883,Zm00001d035696,47,0.8235537319510133,0.7974945430388155,0.8105241374949144
116,LOC101261883,Zm00001d042421,47,0.9535502865912864,0.8935307329726995,0.9235405097819929
117,LOC101261883,Zm00001d015968,47,0.9319635418297992,0.8897915282654772,0.9108775350476382
118,LOC101244185,Zm00001d035696,47,0.7999824599868449,0.7853531998355002,0.7926678299111726
119,LOC101244185,Zm00001d042421,47,0.7321727691295769,0.8708424282686407,0.8015075986991087
120,LOC101244185,Zm00001d015968,47,0.6646787985090988,0.8425105184903988,0.7535946584997488
121,LOC101259691,Zm00001d035696,47,0.8057005042753782,0.7751795261143273,0.7904400151948527
122,LOC101259691,Zm00001d042421,47,0.8684060513045385,0.8863370345765714,0.877371542940555
123,LOC101259691,Zm00001d015968,47,0.8169511698562345,0.8749169592863244,0.8459340645712794
124,LOC101248010,Zm00001d035696,47,0.20846305634729226,0.6174179874094461,0.41294052187836916
125,LOC101248010,Zm00001d042421,47,0.23461521596141197,0.6617316756825156,0.4481734458219638
126,LOC101248010,Zm00001d015968,47,0.2654154790616093,0.6478947201923381,0.4566550996269737
127,LOC101251244,Zm00001d050382,51,0.888890280953425,0.8537028249659929,0.871296552959709
128,LOC101251244,Zm00001d022103,51,0.9133836564663138,0.935003637974123,0.9241936472202184
129,LOC101252099,Zm00001d050382,51,0.9250477652143954,0.8716459460314447,0.89834685562292
130,LOC101252099,Zm00001d022103,51,0.9421993923638299,0.9355793869222738,0.9388893896430519
131,LOC101244991,Zm00001d041415,52,0.8846744135058101,0.8203192278355986,0.8524968206707044
132,LOC543710,Zm00001d024821,53,0.47143170357377767,0.7303927254577345,0.600912214515756
133,LOC543710,Zm00001d010523,53,0.9131330848498136,0.8423720294271685,0.877752557138491
134,LOC778279,Zm00001d024821,53,0.668873784988672,0.6969796027402557,0.6829266938644638
135,LOC778279,Zm00001d010523,53,0.7082511145216692,0.5915310774378821,0.6498910959797757
136,LOC101256206,Zm00001d047666,55,0.8484396696630856,0.891607351871184,0.8700235107671348
137,LOC101256206,Zm00001d021675,55,0.8926989695242271,0.8816804276992186,0.8871896986117229
138,LOC101262883,Zm00001d004438,56,0.8989256741942556,0.7297396475910284,0.814332660892642
139,LOC101261215,Zm00001d039211,58,0.9588248191186144,0.915862621661236,0.9373437203899252
140,LOC101258197,Zm00001d025470,59,0.9691734268800701,0.9397488216127298,0.9544611242464
141,LOC101258378,Zm00001d031703,60,0.9560810599179378,0.9346556578406251,0.9453683588792814
142,LOC101258378,Zm00001d052719,60,0.9734080871989225,0.9291259371737686,0.9512670121863456
143,LOC101268852,Zm00001d031703,60,0.9530015347511511,0.9028566005504414,0.9279290676507963
144,LOC101268852,Zm00001d052719,60,0.9645954834466125,0.8574799911423239,0.9110377372944682
145,LOC101245169,Zm00001d007881,61,0.8466345099758825,0.8341463414634147,0.8403904257196486
146,PAP1,Zm00001d043291,62,0.7338083753562815,0.5864224478820664,0.660115411619174
147,LOC101263211,Zm00001d042899,64,0.86197888934131,0.8058460662427636,0.8339124777920368
148,LOC101263211,Zm00001d018494,64,0.9206752905064679,0.8491980639650755,0.8849366772357716
149,LOC101263362,Zm00001d042899,64,0.7795439596579697,0.8124450349561861,0.7959944973070779
150,LOC101263362,Zm00001d018494,64,0.8187458890594168,0.7591239336517879,0.7889349113556023
151,LOC104644405,Zm00001d042899,64,0.4024029818022363,0.6708297744456043,0.5366163781239204
152,LOC104644405,Zm00001d018494,64,0.5713834685376014,0.5395590142671854,0.5554712414023935
153,LOC101256942,Zm00001d039078,65,0.6239421179565885,0.9224573724336464,0.7731997451951175
154,LOC101262909,Zm00001d015635,66,0.9340934005700504,0.8767833981841764,0.9054383993771133
155,LOC101262909,Zm00001d053709,66,0.8782723087042316,0.8558539748821613,0.8670631417931964
156,LOC101249053,Zm00001d048298,67,0.8841043630782723,0.885248805795451,0.8846765844368616
157,LOC101263824,Zm00001d037680,68,0.7136505152378864,0.3272974597450255,0.5204739874914559
158,LOC101263824,Zm00001d010373,68,0.716456917342688,0.2570342953753792,0.48674560635903363
159,LOC101266530,Zm00001d037680,68,0.7845940217788497,0.39532441238809274,0.5899592170834712
160,LOC101266530,Zm00001d010373,68,0.7372944529708397,0.5356714786343713,0.6364829658026054
161,LOC101253467,Zm00001d037680,68,0.4874983556237667,0.2825661953117586,0.38503227546776264
162,LOC101253467,Zm00001d010373,68,0.3089936417452313,0.2625246485927894,0.28575914516901035
163,LOC101264133,Zm00001d037680,68,0.6421223415917562,0.5543956217772295,0.5982589816844928
164,LOC101264133,Zm00001d010373,68,0.4389388292041219,0.7208672086720866,0.5799030189381043
165,LOC101267764,Zm00001d010212,69,0.703383760871154,0.873031539653918,0.7882076502625359
166,LOC101268055,Zm00001d010212,69,0.5292601525006699,0.7564392141975894,0.6428496833491297
167,LOC101266678,Zm00001d030421,70,0.9658115910253599,0.909816203220398,0.9378138971228789
168,LOC101268656,Zm00001d047296,71,0.9825476869107652,0.9557242731960394,0.9691359800534023
169,LOC101268656,Zm00001d029543,71,0.9827961704304612,0.9639239505235518,0.9733600604770065
170,LOC101249905,Zm00001d047296,71,0.9678704544742694,0.9614438012084401,0.9646571278413547
171,LOC101249905,Zm00001d029543,71,0.9727691295768471,0.9680680775679351,0.9704186035723912
172,LOC101260039,Zm00001d026600,73,0.8537601403201053,0.817101641833539,0.8354308910768221
173,LOC101260039,Zm00001d001855,73,0.8998026748520062,0.8362152415298472,0.8680089581909267
174,LOC101247783,Zm00001d042329,74,0.9404328624675039,0.9259294408767693,0.9331811516721367
175,LOC101268045,Zm00001d042329,74,0.856899802674852,0.8807763823422929,0.8688380925085725
176,LOC101257726,Zm00001d005631,76,0.7919666739750054,0.7951100003866446,0.793538337180825
177,LOC101257726,Zm00001d043565,76,0.750028502521377,0.6711508652051501,0.7105896838632635
178,LOC101247986,Zm00001d005631,76,0.9161002704085361,0.802442187846003,0.8592712291272695
179,LOC101247986,Zm00001d043565,76,0.9556091500401959,0.9044715447154471,0.9300403473778215
180,LOC101251849,Zm00001d028715,77,0.7573401822908511,0.712169814305147,0.7347549982979991
181,LOC101251849,Zm00001d047382,77,0.8809847464528455,0.9086288528254933,0.8948067996391694
182,LOC101247968,Zm00001d028715,77,0.7807827230870423,0.7946474328556514,0.7877150779713469
183,LOC101247968,Zm00001d047382,77,0.955262003946503,0.9027237354085603,0.9289928696775316
184,LOC101261022,Zm00001d033347,79,0.6370971278228459,0.618746638828256,0.6279218833255509
185,LOC101268035,Zm00001d033347,79,0.7533936793309739,0.58801050267312,0.6707020910020469
186,LOC101258116,Zm00001d033347,79,0.668586323661965,0.5259498275916611,0.597268075626813
187,LOC101261553,Zm00001d020915,81,0.5586494189870642,0.6654392458321471,0.6120443324096057
188,LOC101261553,Zm00001d034829,81,0.5575794781846086,0.7203821454556958,0.6389808118201522
189,LOC101261553,Zm00001d008595,81,0.5999912299934225,0.7389340560072267,0.6694626430003245
190,LOC101268741,Zm00001d020915,81,0.623065117298838,0.5527506247825125,0.5879078710406752
191,LOC101268741,Zm00001d034829,81,0.5887963165972374,0.5368294038693583,0.5628128602332978
192,LOC101268741,Zm00001d008595,81,0.6328875246656435,0.6280795363076848,0.6304835304866641
193,LOC543607,Zm00001d020915,81,0.8168932251699189,0.7531682009427099,0.7850307130563143
194,LOC543607,Zm00001d034829,81,0.8115435211576408,0.7081892831157327,0.7598664021366868
195,LOC543607,Zm00001d008595,81,0.5096470072352555,0.6409794059030084,0.575313206569132
196,LOC101255218,Zm00001d020915,81,0.8407629905722429,0.7516117807092468,0.7961873856407449
197,LOC101255218,Zm00001d034829,81,0.8383424687568516,0.7700484008731138,0.8041954348149827
198,LOC101255218,Zm00001d008595,81,0.5415128261346196,0.5689580631214872,0.5552354446280534
199,LOC101263112,Zm00001d054017,83,0.958173332915714,0.944690139508399,0.9514317362120566
200,LOC101262662,Zm00001d037949,84,0.6653365490024118,0.6569864920439088,0.6611615205231602
201,LOC101265959,Zm00001d037949,84,0.2980749835562377,0.5908307234823321,0.4444528535192849
202,LOC101263915,Zm00001d037367,86,0.816721479207776,0.6240106292113504,0.7203660542095632
203,LOC101263915,Zm00001d017906,86,0.8951691880435576,0.722181800287523,0.8086754941655403
204,LOC101263915,Zm00001d048323,86,0.7999561499671125,0.4475404131473222,0.6237482815572173
205,LOC101263915,Zm00001d027842,86,0.6132427099320324,0.47842206826737527,0.5458323890997039
206,LOC101265902,Zm00001d037367,86,0.6519294014470511,0.6288064281421024,0.6403679147945768
207,LOC101265902,Zm00001d017906,86,0.849353212014909,0.7947163258921824,0.8220347689535457
208,LOC101265902,Zm00001d048323,86,0.8492983994737996,0.7409888962702857,0.7951436478720426
209,LOC101265902,Zm00001d027842,86,0.7884235913176935,0.816304450982253,0.8023640211499732
210,LOC101259933,Zm00001d037367,86,0.8919347260939017,0.7368827306950112,0.8144087283944564
211,LOC101259933,Zm00001d017906,86,0.9060794938453347,0.7659921475998158,0.8360358207225753
212,LOC101259933,Zm00001d048323,86,0.9069690230839103,0.7772041378001329,0.8420865804420216
213,LOC101259933,Zm00001d027842,86,0.8146208538227833,0.8481920850336908,0.831406469428237
214,LOC101263008,Zm00001d037367,86,0.8053277789958343,0.6245927050710196,0.7149602420334269
215,LOC101263008,Zm00001d017906,86,0.8352663889497917,0.7166703573650522,0.775968373157422
216,LOC101263008,Zm00001d048323,86,0.7494847621135716,0.583695549017747,0.6665901555656593
217,LOC101263008,Zm00001d027842,86,0.5799714974786231,0.6349435323147006,0.6074575148966619
218,LOC101256047,Zm00001d013035,87,0.8596360447270336,0.6285470247698586,0.744091534748446
219,LOC101256047,Zm00001d019139,87,0.8661112329167581,0.8945936541077473,0.8803524435122527
220,LOC101252433,Zm00001d013035,87,0.7390776876415991,0.66788143367815,0.7034795606598745
221,LOC101252433,Zm00001d019139,87,0.8663450997588248,0.8317990572901838,0.8490720785245043
222,LOC101255822,Zm00001d051663,88,0.8814232467817207,0.8793457973490241,0.8803845220653723
223,LOC101263177,Zm00001d053026,89,0.8066103924577943,0.8454651861693714,0.8260377893135828
224,LOC101255901,Zm00001d053026,89,0.856741942556457,0.8964790737401537,0.8766105081483053
225,ACI112,Zm00001d008222,91,0.9846712813606039,0.971788301540603,0.9782297914506035
226,LOC101244841,Zm00001d003395,92,0.8210041657531243,0.769390402075227,0.7951972839141757
227,LOC101244841,Zm00001d033788,92,0.5980377110282833,0.7297776090601373,0.6639076600442103
228,LOC101252841,Zm00001d025653,93,0.9463129430680407,0.9106886140197329,0.9285007785438868
229,LOC101252841,Zm00001d026612,93,0.8887524665643499,0.8435600828122418,0.8661562746882958
230,LOC109118700,Zm00001d017124,94,0.75553606665205,0.7980006959602669,0.7767683813061584
231,LOC101244441,Zm00001d011819,96,0.9409866257399694,0.9530100281547562,0.9469983269473627
232,LOC101261422,Zm00001d011819,96,0.9556500767375575,0.9424504128309765,0.949050244784267
233,LOC101258224,Zm00001d028653,97,0.9197544398158298,0.7343266584416817,0.8270405491287558
234,LOC101258224,Zm00001d047797,97,0.9280092085069064,0.7851950270475467,0.8566021177772265
235,LOC101263507,Zm00001d028653,97,0.9483738946137543,0.844604726202904,0.8964893104083291
236,LOC101263507,Zm00001d047797,97,0.944164291456552,0.8750118629590965,0.9095880772078242
237,LOC101264674,Zm00001d051126,100,0.457502009793174,0.6973268798835849,0.5774144448383794
238,LOC101264674,Zm00001d031851,100,0.4668713001534751,0.8633228939293284,0.6650970970414017
239,LOC101264674,Zm00001d049884,100,0.6720163706789447,0.8529752301414065,0.7624958004101756
240,LOC101264639,Zm00001d051126,100,0.8631265073448805,0.7050267312011641,0.7840766192730223
241,LOC101264639,Zm00001d031851,100,0.9168866476649857,0.9346034608206004,0.9257450542427931
242,LOC101264639,Zm00001d049884,100,0.9332163999123,0.8355635696434786,0.8843899847778893
243,LOC101244414,Zm00001d051126,100,0.7878096908572682,0.7541298914934674,0.7709697911753678
244,LOC101244414,Zm00001d031851,100,0.8579112767667909,0.9537423681629812,0.905826822464886
245,LOC101244414,Zm00001d049884,100,0.8755097566323174,0.8363481066717282,0.8559289316520229
246,LOC101257827,Zm00001d007090,103,0.8679967843309216,0.8594195410177188,0.8637081626743202
247,LOC101250906,Zm00001d006928,104,0.9743331140831689,0.8481288159185094,0.9112309650008392
248,LOC101261285,Zm00001d049826,105,0.3390703793027845,0.9052755897208777,0.6221729845118311
249,LOC101261285,Zm00001d031627,105,0.4138566103924578,0.8632817690044605,0.6385691896984591
250,LOC101266683,Zm00001d049826,105,0.9841847548052327,0.9423302015121319,0.9632574781586822
251,LOC101266683,Zm00001d031627,105,0.9339910838266463,0.9727879535604694,0.9533895186935579
252,LOC101247185,Zm00001d049826,105,0.9916597237447928,0.9361157684209787,0.9638877460828857
253,LOC101247185,Zm00001d031627,105,0.9851699188774391,0.9705102654139381,0.9778400921456887
254,LOC101248576,Zm00001d049826,105,0.9744744086335844,0.9607133944231789,0.9675939015283817
255,LOC101248576,Zm00001d031627,105,0.9590586859606811,0.964063142576951,0.9615609142688161
256,LOC101250935,Zm00001d026131,106,0.42031718190455314,0.5427294999279435,0.4815233409162483
257,LOC101250935,Zm00001d002673,106,0.6461302345976759,0.5676997107195456,0.6069149726586107
258,LOC101268233,Zm00001d026131,106,0.4918595546089517,0.3786023852456423,0.43523096992729704
259,LOC101268233,Zm00001d002673,106,0.6169824913082971,0.6451762572100429,0.63107937425917
260,LOC101251882,Zm00001d026131,106,0.6617972249193472,0.5979774972847005,0.6298873611020239
261,LOC101251882,Zm00001d002673,106,0.6073730698155166,0.5440651812484403,0.5757191255319785
262,LOC101266818,Zm00001d026131,106,0.7315939486954616,0.5932041940393463,0.662399071367404
263,LOC101266818,Zm00001d002673,106,0.5602280201710151,0.44562546792783103,0.5029267440494231
264,LOC101250931,Zm00001d014883,107,0.7000219250164438,0.9236376929268644,0.811829808971654
265,LOC101260124,Zm00001d014883,107,0.9739823138200687,0.9443759029029979,0.9591791083615333
266,LOC101247283,Zm00001d044353,108,0.965314623985968,0.9447913700926892,0.9550529970393287
267,LOC101257335,Zm00001d044353,108,0.937732953299715,0.9308405301951852,0.9342867417474501
268,Acx1A,Zm00001d045606,109,0.7556362952986501,0.45036221568441365,0.6029992554915319
269,Acx1A,Zm00001d045251,109,0.8993641745231309,0.9342633893265002,0.9168137819248156
270,Acx1B,Zm00001d045606,109,0.47587308547624263,0.6634019803233051,0.5696375328997738
271,Acx1B,Zm00001d045251,109,0.24938140132176526,0.29239030717155423,0.27088585424665973
272,LOC101263504,Zm00001d005675,111,0.6623328217496163,0.5663977729271457,0.614365297338381
273,LOC101243692,Zm00001d028995,112,0.8573558430168823,0.803289993989434,0.8303229185031582
274,LOC101243692,Zm00001d047554,112,0.8963275597456698,0.8450539369206922,0.8706907483331809
275,LOC101243692,Zm00001d003414,112,0.7436527077395308,0.7991395400335326,0.7713961238865317
276,LOC101243692,Zm00001d050893,112,0.7840934005700504,0.6533611717440132,0.7187272861570317
277,LOC101255705,Zm00001d028995,112,0.8595658846744135,0.7981968302173293,0.8288813574458714
278,LOC101255705,Zm00001d047554,112,0.8957333918000439,0.7947170288823511,0.8452252103411975
279,LOC101255705,Zm00001d003414,112,0.6527515895636922,0.7821391287842839,0.717445359173988
280,LOC101255705,Zm00001d050893,112,0.775023021267266,0.6825282338426497,0.7287756275549578
281,PP5,Zm00001d037734,113,0.9844332383249288,0.9496061497579956,0.9670196940414622
282,LOC101251216,Zm00001d008649,114,0.8348936636702478,0.6761781236489408,0.7555358936595943
283,LOC101251216,Zm00001d039769,114,0.8360008770006577,0.8016513239062352,0.8188261004534465
284,LOC101251216,Zm00001d037536,114,0.9490572242929182,0.9589348292964124,0.9539960267946652
285,LOC101248432,Zm00001d008666,116,,0.4170320458068394,0.4170320458068394
286,LOC101247075,Zm00001d008666,116,0.5957319301322809,0.5467274050172408,0.5712296675747608
287,LOC101248379,Zm00001d005026,119,0.7815099027990937,0.7546233905918827,0.7680666466954882
288,LOC101248379,Zm00001d017157,119,0.6429730322297742,0.787827022239094,0.7154000272344341
289,LEA14,Zm00001d009700,120,0.7407366805525104,0.6460690547242698,0.6934028676383901
290,LEA14,Zm00001d009382,120,0.5363297522473142,0.606589126851061,0.5714594395491877
291,ER5,Zm00001d009700,120,0.7104406928305197,0.5943852175227329,0.6524129551766262
292,ER5,Zm00001d009382,120,0.5843104582328437,0.5882340535467612,0.5862722558898024
293,LOC101246195,Zm00001d018826,122,0.10532777899583425,0.627319603935339,0.36632369146558663
294,LOC101246488,Zm00001d018826,122,0.360513045384784,0.4026256682800291,0.38156935683240656
295,LOC101249001,Zm00001d018826,122,0.8841043630782723,0.766903925848597,0.8255041444634347
296,LOC101258151,Zm00001d014844,123,0.82515530219981,0.8738448992790835,0.8495001007394467
297,LOC101245654,Zm00001d030126,124,0.9097829423372067,0.8582174278292718,0.8840001850832393
298,LOC101245654,Zm00001d014436,124,0.9116597237447929,0.9688540205765223,0.9402568721606576
