,tomato,cucumber,Group Number,Species 1 Score,Species 2 Score,Total Score
99,LOC101252430,LOC101220391,35,0.6936107623318386,0.8461128517466545,0.7698618070392466
100,LOC101251789,LOC101220391,35,0.7411300448430493,0.7279786829082604,0.7345543638756549
101,LOC101257207,LOC101220391,35,0.38089088191330345,0.5306784574390209,0.45578466967616216
102,LOC101253933,LOC101220391,35,0.6774959641255606,0.8528476472138443,0.7651718056697024
103,LOC101256156,LOC101204738,36,0.7405560538116592,0.444508213522298,0.5925321336669787
104,LOC101246397,LOC101217290,37,0.7196843049327355,0.8204796345641416,0.7700819697484386
105,LOC101265936,LOC101210455,38,0.9000609865470852,0.9299581271412257,0.9150095568441554
106,LOC101260266,LOC105434822,39,0.8109488789237669,0.8321279025504378,0.8215383907371023
107,AO,LOC101212801,40,0.9640448430493274,0.9082083166590209,0.9361265798541741
108,LOC101246406,LOC101222374,41,0.9884986547085203,0.9885859857690843,0.9885423202388023
109,LOC101261524,LOC101209348,42,0.8622062780269059,0.9624022722614272,0.9123042751441666
110,LOC101261524,LOC101205766,42,0.9581991031390135,0.9653948639864132,0.9617969835627134
111,LOC101249741,LOC101209348,42,0.7521291479820628,0.9062750724722556,0.8292021102271592
112,LOC101249741,LOC101205766,42,0.8918816143497759,0.9707944130479341,0.9313380136988549
113,LOC101244615,LOC101214656,43,0.8380484304932735,0.8214869257122778,0.8297676781027756
114,LOC101255619,LOC101212742,44,0.9152215246636771,0.9027729788293168,0.908997251746497
115,LOC101255619,LOC101215756,44,0.9006349775784753,0.8526192498023484,0.8766271136904118
116,LOC101251313,LOC101212742,44,0.8703713004484305,0.8399988287312231,0.8551850645898268
117,LOC101251313,LOC101215756,44,0.8402152466367713,0.8898304588445433,0.8650228527406573
118,LOC101245715,LOC101222015,45,0.8746331838565023,0.8831483704723142,0.8788907771644083
119,LOC101263710,LOC101214858,46,0.709029596412556,0.6230447131855582,0.6660371547990571
120,LOC101247825,LOC101214858,46,0.9088215246636772,0.8157887031126467,0.8623051138881619
121,LOC101255442,LOC101218043,47,0.9362295964125561,0.9226318409417,0.929430718677128
122,LOC101259691,LOC101216740,48,0.6896,0.7226084155661621,0.706104207783081
123,LOC101259691,LOC101222926,48,0.8907910313901345,0.805686509911862,0.8482387706509982
124,LOC101259691,LOC101219968,48,0.8190565022421525,0.9273637668003866,0.8732101345212695
125,LOC101244185,LOC101216740,48,0.4039174887892377,0.5139351702731985,0.4589263295312181
126,LOC101244185,LOC101222926,48,0.7513829596412556,0.8213815115223566,0.7863822355818061
127,LOC101244185,LOC101219968,48,0.5965273542600897,0.7951216655442008,0.6958245099021453
128,LOC101263523,LOC101216740,48,0.6807103139013453,0.7537583086878861,0.7172343112946157
129,LOC101263523,LOC101222926,48,0.8733632286995515,0.8121050628092882,0.8427341457544198
130,LOC101263523,LOC101219968,48,0.8504609865470851,0.9552751017539749,0.90286804415053
131,LOC101261883,LOC101216740,48,0.7966134529147981,0.8029984480688707,0.7998059504918344
132,LOC101261883,LOC101222926,48,0.8462062780269058,0.7958712775614184,0.8210387777941621
133,LOC101261883,LOC101219968,48,0.931106726457399,0.9666539779215835,0.9488803521894913
134,LOC101259386,LOC101216740,48,0.8365058295964125,0.8384878920090187,0.8374968608027156
135,LOC101259386,LOC101222926,48,0.7352179372197309,0.6271265848730637,0.6811722610463973
136,LOC101259386,LOC101219968,48,0.8618475336322869,0.8938479107493191,0.877847722190803
137,LOC101248010,LOC101216740,48,0.18651121076233185,0.6326374044683905,0.4095743076153612
138,LOC101248010,LOC101222926,48,0.7051479820627803,0.6462182659365758,0.6756831239996781
139,LOC101248010,LOC101219968,48,0.2289865470852018,0.8623817750578314,0.5456841610715166
140,LOC101257661,LOC101202976,49,0.9095103139013453,0.8320810517993616,0.8707956828503535
141,LOC101258429,LOC101202889,50,0.8814780269058297,0.939837779274399,0.9106579030901143
142,LOC101257929,LOC101202889,50,0.9493883408071749,0.9250095165588124,0.9371989286829936
143,LOC101245290,LOC101211159,51,0.715854509217738,0.85656642558051,0.7862104673991239
144,LOC101252099,LOC101209069,52,0.9571013452914798,0.8580012298322157,0.9075512875618478
145,LOC101252099,LOC101211122,52,0.8828627802690583,0.8131923906571794,0.8480275854631188
146,LOC101251244,LOC101209069,52,0.8887103139013453,0.8900822816315774,0.8893962977664613
147,LOC101251244,LOC101211122,52,0.6987336322869956,0.7167318998304913,0.7077327660587435
148,LOC101244991,LOC101208476,53,0.7648215246636771,0.8161766858949957,0.7904991052793364
149,LOC778279,LOC101212615,54,0.7015677130044843,0.7188076483851131,0.7101876806947987
150,LOC543710,LOC101212615,54,0.9492807174887893,0.8107053966208896,0.8799930570548394
151,LOC101256206,LOC101211796,56,0.8487964125560539,0.8328892272554245,0.8408428199057392
152,LOC101262883,LOC101205969,57,0.8600251121076233,0.8251412842962139,0.8425831982019186
153,LOC101255389,LOC101221995,58,0.9020269058295964,0.7291031009340868,0.8155650033818416
154,LOC101255389,LOC101211004,58,0.9562260089686099,0.957992445316389,0.9571092271424995
155,LOC101248248,LOC101221995,58,0.8135461883408072,0.7292905039383912,0.7714183461395991
156,LOC101248248,LOC101211004,58,0.8161793721973094,0.9040262364206026,0.860102804308956
157,LOC101261215,LOC101217619,59,0.9838134529147982,0.9722877807384849,0.9780506168266415
158,LOC101258197,LOC101210646,60,0.9753757847533632,0.976387221457644,0.9758815031055036
159,LOC101268852,LOC116402414,61,0.9408860986547085,0.9229188017920412,0.9319024502233748
160,LOC101268852,LOC101215064,61,0.9592466367713004,0.9309009985066323,0.9450738176389664
161,LOC101258378,LOC116402414,61,0.9817470852017938,0.9575707885567041,0.969658936879249
162,LOC101258378,LOC101215064,61,0.9874367713004484,0.9717899915083014,0.9796133814043748
163,LOC101245169,LOC101209174,62,0.8365130044843049,0.7822259963105034,0.8093695003974042
164,PAP1,LOC101210805,63,0.5864968609865471,0.6305584023893883,0.6085276316879678
165,PAP1,LOC101202948,63,0.7473650224215246,0.7646452519691956,0.7560051371953601
166,PAP1,LOC101211612,63,0.46874260089686104,0.564604257562004,0.5166734292294326
167,LOC101262032,LOC101213511,64,0.8981739910313901,0.894931334367954,0.896552662699672
168,LOC101258097,LOC101213511,64,0.9262278026905829,0.8375157389241896,0.8818717708073862
169,LOC101257765,LOC101213511,64,0.9211049327354259,0.9153641181810196,0.9182345254582227
170,LOC104644405,LOC101223142,65,0.4113578475336323,0.6706392199349945,0.5409985337343134
171,LOC104644405,LOC101205417,65,0.40622780269058295,0.7316916049310416,0.5689597038108123
172,LOC101263211,LOC101223142,65,0.8477704035874439,0.9027261280782407,0.8752482658328423
173,LOC101263211,LOC101205417,65,0.7726636771300448,0.8383239143802523,0.8054937957551486
174,LOC101263362,LOC101223142,65,0.6832071748878924,0.8175690316535387,0.7503881032707156
175,LOC101263362,LOC101205417,65,0.769427802690583,0.8521800240110099,0.8108039133507965
176,LOC101256942,LOC101217503,66,0.91112466367713,0.9398911370742357,0.9255079003756828
177,LOC101262909,LOC101219653,67,0.8528071748878924,0.8252818365494422,0.8390445057186673
178,LOC101249053,LOC101206674,68,0.9338403587443946,0.931422213112354,0.9326312859283743
179,LOC101264133,LOC101205971,69,0.3865510712506228,0.3772006025527152,0.38187583690166904
180,LOC101253467,LOC101205971,69,0.2419659192825112,0.449942900647126,0.34595440996481863
181,LOC101266530,LOC101205971,69,0.5617865470852018,0.5456290526713062,0.553707799878254
182,LOC101263824,LOC101205971,69,0.5094457399103138,0.7210655943050309,0.6152556671076723
183,LOC101268055,LOC101218881,70,0.8825542600896861,0.9350368786988505,0.9087955693942683
184,LOC101267764,LOC101218881,70,0.6258834080717489,0.3646810407373788,0.4952822244045638
185,LOC101266678,LOC101215656,71,0.9830672645739911,0.9748177212965945,0.9789424929352928
186,LOC101268656,LOC101223214,72,0.9819551569506726,0.9812714122573278,0.9816132846040002
187,LOC101268656,LOC101205192,72,0.9800825112107623,0.9605399549061522,0.9703112330584572
188,LOC101249905,LOC101223214,72,0.9764520179372197,0.978384234722263,0.9774181263297413
189,LOC101249905,LOC101205192,72,0.9757632286995517,0.9710813738982753,0.9734223012989135
190,LOC101247439,LOC101204032,73,0.6724591928251121,0.5158267693478961,0.5941429810865041
191,LOC101260039,LOC101206712,74,0.7551856502242152,0.7779157272115018,0.7665506887178586
192,LOC101247783,LOC101215126,75,0.9779228699551569,0.9834265468068285,0.9806747083809927
193,LOC101247783,LOC101219886,75,0.9476161434977578,0.9828467687622616,0.9652314561300097
194,LOC101268045,LOC101215126,75,0.9417542600896861,0.9842230095751222,0.9629886348324042
195,LOC101268045,LOC101219886,75,0.9290331838565022,0.96339199437791,0.9462125891172062
196,LOC101260893,LOC101205561,76,0.9866690582959642,0.9951977980146994,0.9909334281553318
197,LOC101247309,LOC101205561,76,0.9779515695067265,0.9962460835700273,0.9870988265383769
198,LOC101257726,LOC101206626,77,0.7753255605381166,0.6863986413282188,0.7308621009331677
199,LOC101257726,LOC101210253,77,0.5827372197309417,0.672847061579456,0.6277921406551988
200,LOC101247986,LOC101206626,77,0.9304394618834081,0.9925624432666686,0.9615009525750384
201,LOC101247986,LOC101210253,77,0.6720717488789237,0.7992855260460895,0.7356786374625066
202,LOC101251849,LOC101212571,78,0.8971551569506727,0.8211252964774092,0.8591402267140409
203,LOC101251849,LOC101210792,78,0.9230780269058295,0.836104360048022,0.8795911934769258
204,LOC101247968,LOC101212571,78,0.8837237668161435,0.7901305964686246,0.836927181642384
205,LOC101247968,LOC101210792,78,0.9343282511210763,0.8344177330092823,0.8843729920651793
206,LOC101258116,LOC101208953,80,0.6098224215246637,0.726889402945741,0.6683559122352023
207,LOC101258116,LOC101206615,80,0.5954941704035875,0.6727240783578812,0.6341091243807344
208,LOC101268035,LOC101208953,80,0.6880358744394619,0.7736757342391145,0.7308558043392882
209,LOC101268035,LOC101206615,80,0.6203264573991031,0.7572369769552869,0.688781717177195
210,LOC101261022,LOC101208953,80,0.8885955156950672,0.8230974202805188,0.8558464679877931
211,LOC101261022,LOC101206615,80,0.6486457399103139,0.5891364820942285,0.6188911110022712
212,LOC101253581,LOC101222193,81,0.7051551569506727,0.6384996046967878,0.6718273808237303
213,LOC101253581,LOC101214564,81,0.6956125560538117,0.8917806213580862,0.793696588705949
214,LOC101255218,LOC101216351,82,0.8900209267563527,0.5724986091183275,0.73125976793734
215,LOC101255218,LOC101205861,82,0.8270333831589437,0.8191970952534333,0.8231152392061885
216,LOC101255218,LOC101204082,82,0.43365819631290486,0.2093877192468742,0.32152295777988954
217,LOC543607,LOC101216351,82,0.8322224215246637,0.6359052443559485,0.7340638329403062
218,LOC543607,LOC101205861,82,0.8651121076233184,0.8292348686714884,0.8471734881474033
219,LOC543607,LOC101204082,82,0.5057937219730941,0.1910983572955404,0.34844603963431725
220,LOC101261553,LOC101216351,82,0.7158600896860986,0.5393517027319845,0.6276058962090416
221,LOC101261553,LOC101205861,82,0.8044843049327354,0.8073848496383708,0.8059345772855531
222,LOC101261553,LOC101204082,82,0.5335031390134529,0.2728646306111095,0.4031838848122812
223,LOC101268741,LOC101216351,82,0.6693668161434977,0.4947849257708413,0.5820758709571695
224,LOC101268741,LOC101205861,82,0.6444914798206278,0.5131972709437498,0.5788443753821888
225,LOC101268741,LOC101204082,82,0.5705255605381165,0.38591549295774646,0.4782205267479315
226,LOC101263112,LOC101206302,84,0.9222457399103139,0.9656395290198106,0.9439426344650623
227,LOC101262662,LOC101214034,85,0.39982062780269056,0.5206224642844361,0.46022154604356336
228,LOC101262662,LOC101208725,85,0.6758744394618834,0.6171298058622002,0.6465021226620418
229,LOC101265959,LOC101214034,85,0.29028001993024416,0.6438334325658269,0.4670567262480355
230,LOC101265959,LOC101208725,85,0.21013652217239662,0.6802026294984042,0.4451695758354004
231,LOC101255602,LOC101220426,86,0.8074547085201793,0.6621123832391438,0.7347835458796615
232,LOC101263915,LOC101212213,87,0.7913973094170403,0.9281524211101676,0.8597748652636039
233,LOC101263915,LOC101216054,87,0.8433434977578476,0.7898392433603701,0.8165913705591088
234,LOC101263915,LOC101209424,87,0.7650798206278027,0.8841192221473911,0.824599521387597
235,LOC101263915,LOC101208206,87,0.7570152466367712,0.923533717899915,0.8402744822683431
236,LOC101259933,LOC101212213,87,0.9069847533632287,0.8992481105157162,0.9031164319394724
237,LOC101259933,LOC101216054,87,0.9301883408071749,0.8748499311879594,0.9025191359975672
238,LOC101259933,LOC101209424,87,0.7346008968609865,0.679687271236567,0.7071440840487768
239,LOC101259933,LOC101208206,87,0.8738439461883408,0.8808234019501625,0.8773336740692517
240,LOC101265902,LOC101212213,87,0.7091659192825112,0.8412898272053202,0.7752278732439157
241,LOC101265902,LOC101216054,87,0.7921004484304932,0.7894468683201078,0.7907736583753004
242,LOC101265902,LOC101209424,87,0.9060233183856503,0.8165370137201123,0.8612801660528813
243,LOC101265902,LOC101208206,87,0.6883802690582959,0.8346227050452403,0.761501487051768
244,LOC101263008,LOC101212213,87,0.9545255605381167,0.9512199089663878,0.9528727347522522
245,LOC101263008,LOC101216054,87,0.8247748878923766,0.844027993323768,0.8344014406080723
246,LOC101263008,LOC101209424,87,0.6655067264573991,0.8448361687798307,0.7551714476186149
247,LOC101263008,LOC101208206,87,0.9004125560538117,0.9634447014728704,0.931928628763341
248,LOC101252433,LOC101217151,88,0.7764233183856502,0.9169537901932269,0.8466885542894385
249,LOC101252433,LOC101217389,88,0.235809865470852,0.37150303065796025,0.3036564480644061
250,LOC101256047,LOC101217151,88,0.7797739910313901,0.8950445570163881,0.8374092740238891
251,LOC101256047,LOC101217389,88,0.6980591928251122,0.6477467716904337,0.672902982257773
252,LOC101255822,LOC101205054,89,0.9780161434977579,0.9858829577139436,0.9819495506058508
253,LOC101255901,LOC101204499,91,0.8130224215246636,0.9595150947263624,0.8862687581255131
254,LOC101263177,LOC101204499,91,0.8096286995515696,0.9322830956633774,0.8709558976074735
255,LOC101244841,LOC101210521,92,0.7213058295964127,0.9045253270605383,0.8129155783284755
256,LOC101252841,LOC101220814,93,0.843695067264574,0.871534589844449,0.8576148285545115
257,LOC109118700,LOC101208612,94,0.8092914798206278,0.8570759274984627,0.8331837036595453
258,LOC101244441,LOC101205768,96,0.9612986547085202,0.9955374659600011,0.9784180603342607
259,LOC101261422,LOC101205768,96,0.9948412556053812,0.9941495124593716,0.9944953840323764
260,LOC101263507,LOC101210360,97,0.9816394618834081,0.9719715381687214,0.9768055000260647
261,LOC101263507,LOC101219906,97,0.5375713004484305,0.5377060701004364,0.5376386852744335
262,LOC101258224,LOC101210360,97,0.9216071748878923,0.8619484056103774,0.8917777902491348
263,LOC101258224,LOC101219906,97,0.6850726457399103,0.6963192878685837,0.6906959668042469
264,LOC101249560,LOC101211635,98,0.1607103139013453,0.39761061169511874,0.27916046279823203
265,LOC101249560,LOC101221990,98,0.9554080717488789,0.8461948405610378,0.9008014561549583
266,LOC101249560,LOC105436357,98,0.35509237668161436,0.6691517085883283,0.5121220426349713
267,LOC101248708,LOC101211635,98,0.2437237668161435,0.3404234136628503,0.29207359023949686
268,LOC101248708,LOC101221990,98,0.9133058295964126,0.8577611197329508,0.8855334746646817
269,LOC101248708,LOC105436357,98,0.4646529147982063,0.5882990249187432,0.5264759698584748
270,LOC101260623,LOC101211635,98,0.6037955156950673,0.6498257737694357,0.6268106447322515
271,LOC101260623,LOC101221990,98,0.6719210762331839,0.38980410529706305,0.5308625907651234
272,LOC101260623,LOC105436357,98,0.6860914798206278,0.809270592369184,0.7476810360949059
273,LOC101264639,LOC101208794,100,0.8678457399103139,0.8723024215981963,0.8700740807542551
274,LOC101244414,LOC101208794,100,0.927067264573991,0.861544317882346,0.8943057912281684
275,LOC101264674,LOC101208794,100,0.8065291479820628,0.9122251178589207,0.8593771329204918
276,LOC101257960,LOC101218812,101,0.6168035874439463,0.7491955660969746,0.6829995767704604
277,LAT56,LOC101218812,101,0.7560466367713005,0.8855312517284348,0.8207889442498677
278,LOC101260096,LOC101218812,101,0.8355946188340807,0.8827852771514744,0.8591899479927776
279,LOC101259696,LOC101206818,102,0.814342600896861,0.8250352194014166,0.8196889101491387
280,LOC101259766,LOC101217669,104,0.9656609865470852,0.9763403707065679,0.9710006786268266
281,LOC101257827,LOC101221654,105,0.7220161434977579,0.8711018711018711,0.7965590072998145
282,LOC101257827,LOC116401618,105,0.9237381165919283,0.9447258743033391,0.9342319954476337
283,LOC101250906,LOC101212270,106,0.939845739910314,0.9640479048929752,0.9519468224016445
284,LOC101248576,LOC101222289,107,0.7562977578475336,0.44714942461421336,0.6017235912308735
285,LOC101248576,LOC101214765,107,0.928,0.9696699950221076,0.9488349975110538
286,LOC101261285,LOC101222289,107,0.9479318385650224,0.9638195074814794,0.9558756730232509
287,LOC101261285,LOC101214765,107,0.2790242152466368,0.7992972387338584,0.5391607269902476
288,LOC101266683,LOC101222289,107,0.853869058295964,0.44265175251090744,0.6482604054034358
289,LOC101266683,LOC101214765,107,0.923142600896861,0.9802465520775381,0.9516945764871996
290,LOC101247185,LOC101222289,107,0.6902600896860986,0.4269743199320664,0.5586172048090825
291,LOC101247185,LOC101214765,107,0.9686026905829597,0.977505783139586,0.9730542368612729
292,LOC101266818,LOC101209528,108,0.9608322869955157,0.9065034698837515,0.9336678784396336
293,LOC101250935,LOC101209528,108,0.11542800199302441,0.33488526446272926,0.22515663322787682
294,LOC101251882,LOC101209528,108,0.3727354260089686,0.5493315634160705,0.46103349471251953
295,LOC101268233,LOC101209528,108,0.18893632286995518,0.42909431641826007,0.3090153196441076
296,LOC101250931,LOC101210172,109,0.31618295964125565,0.6780709203244414,0.4971269399828485
297,LOC101250931,LOC101207435,109,0.798285201793722,0.8981288981288982,0.8482070499613101
298,LOC101260124,LOC101210172,109,0.9371408071748879,0.8177388656261896,0.8774398364005387
299,LOC101260124,LOC101207435,109,0.49386188340807174,0.49082018096102603,0.4923410321845489
300,LOC101247283,LOC101213039,110,0.8983390134529148,0.9137711926444321,0.9060551030486734
301,LOC101257335,LOC101213039,110,0.8856322869955157,0.9148194781997598,0.9002258825976377
302,Acx1B,LOC101222521,111,0.2673452914798206,0.47079148487599193,0.36906838817790627
303,Acx1A,LOC101222521,111,0.9030170403587443,0.9530174811864953,0.9280172607726198
304,LOC104647115,LOC101214145,112,0.931142600896861,0.8929636028227577,0.9120531018598093
305,LOC101256930,SEF2,113,0.7690547085201794,0.7199320664109397,0.7444933874655595
306,SAP13,SEF2,113,0.8694026905829596,0.7185675382858481,0.7939851144344039
307,LOC101263504,LOC101211947,114,0.8405094170403588,0.8774560042165676,0.8589827106284631
308,LOC101257180,LOC101204967,115,0.8557632286995516,0.8900002928171943,0.872881760758373
309,LOC101243692,LOC101220421,116,0.8974995515695067,0.8153026265702322,0.8564010890698694
310,LOC101243692,LOC101214387,116,0.8939049327354259,0.6958859184211297,0.7948954255782779
311,LOC101243692,LOC101211988,116,0.8244878923766815,0.7693010453573834,0.7968944688670325
