,tomato,mustard,Group Number,Species 1 Score,Species 2 Score,Total Score
30,LOC101254819,LOC103833671,12,0.9264982357092448,0.934443688430021,0.930470962069633
31,LOC101254819,LOC103840746,12,0.841880028228652,0.8024199035588557,0.8221499658937539
32,LOC101254819,LOC103840174,12,0.9666337332392378,0.9503653521876757,0.9584995427134568
33,LOC101254819,LOC103867356,12,0.6469668313338038,0.8255657781853681,0.736266304759586
34,LOC101254819,LOC103865455,12,0.9433168666196189,0.9596781350767684,0.9514975008481936
35,LOC101250212,LOC103833671,12,0.9214114326040932,0.9628317013282844,0.9421215669661889
36,LOC101250212,LOC103840746,12,0.7397769936485532,0.7562760701712866,0.74802653190992
37,LOC101250212,LOC103840174,12,0.9225688073394496,0.8842647102328195,0.9034167587861346
38,LOC101250212,LOC103867356,12,0.7507071277346506,0.7911605478803656,0.7709338378075081
39,LOC101250212,LOC103865455,12,0.8889315455187016,0.8555690323344082,0.8722502889265549
40,LOC101249263,LOC103833671,12,0.7287395906845447,0.7820252640298199,0.7553824273571823
41,LOC101249263,LOC103840746,12,0.8423655610444601,0.8692660414756086,0.8558158012600343
42,LOC101249263,LOC103840174,12,0.79430345800988,0.7888293938407833,0.7915664259253317
43,LOC101249263,LOC103867356,12,0.358470007057163,0.674413513593468,0.5164417603253155
44,LOC101249263,LOC103865455,12,0.7792293577981652,0.8748276780167441,0.8270285179074546
45,LOC101248971,LOC103833671,12,0.530213126323218,0.6281335976096796,0.5791733619664488
46,LOC101248971,LOC103840746,12,0.5399407198306281,0.656338194834778,0.598139457332703
47,LOC101248971,LOC103840174,12,0.3468510938602682,0.46016625743277223,0.4035086756465202
48,LOC101248971,LOC103867356,12,0.2779336626676076,0.5863976570126912,0.43216565984014943
49,LOC101248971,LOC103865455,12,0.5134622441778406,0.5409460698754548,0.5272041570266477
50,LOC101265942,LOC103833671,12,0.9032265349329569,0.929408632369908,0.9163175836514325
51,LOC101265942,LOC103840746,12,0.7856598447424136,0.7316096204478892,0.7586347325951515
52,LOC101265942,LOC103840174,12,0.8944022582921666,0.947016536993758,0.9207093976429623
53,LOC101265942,LOC103867356,12,0.8179308398023994,0.8032245658669349,0.8105777028346672
54,LOC101265942,LOC103865455,12,0.8626224417784051,0.9561518208443037,0.9093871313113544
55,LOC101245634,LOC103833671,12,0.7916019760056457,0.7618613732508949,0.7767316746282703
56,LOC101245634,LOC103840746,12,0.8459068454481299,0.8000354998077094,0.8229711726279196
57,LOC101245634,LOC103840174,12,0.8044742413549753,0.8258556932816614,0.8151649673183183
58,LOC101245634,LOC103867356,12,0.3474735356386733,0.6554329497381889,0.5014532426884311
59,LOC101245634,LOC103865455,12,0.8176993648553281,0.9011744519717185,0.8594369084135234
60,LOC101256097,LOC103833671,12,0.8422639378969654,0.9452711297813804,0.8937675338391728
61,LOC101256097,LOC103840746,12,0.6921834862385321,0.7693459160429548,0.7307647011407434
62,LOC101256097,LOC103840174,12,0.8415017642907552,0.9297458805431471,0.8856238224169511
63,LOC101256097,LOC103867356,12,0.7904417784050812,0.8825015531165873,0.8364716657608342
64,LOC101256097,LOC103865455,12,0.8390853916725476,0.9190663550572434,0.8790758733648956
65,LOC101247227,LOC103839096,13,0.6770190543401553,0.7801556074904594,0.7285873309153074
66,LOC101259582,LOC103837142,14,0.7913507410021171,0.9173327811141022,0.8543417610581097
67,LOC101265154,LOC103840565,15,0.6287762879322513,0.9156978177479316,0.7722370528400915
68,LOC101265154,LOC103859636,15,0.6587212420606916,0.9419611014144044,0.8003411717375479
69,LOC101265154,LOC103874408,15,0.7395116443189838,0.9370470076620419,0.8382793259905128
70,LOC101261099,LOC103840565,15,0.2482484121383204,0.26607105878176496,0.25715973546004267
71,LOC101261099,LOC103859636,15,0.3291573747353564,0.2707846443609542,0.29997100954815525
72,LOC101261099,LOC103874408,15,0.16695553987297104,0.15912788805727301,0.16304171396512201
73,LOC101263788,LOC103840565,15,0.16969811024856896,0.3033984491843262,0.23654827971644757
74,LOC101263788,LOC103859636,15,0.3141660785697483,0.3721497434481489,0.3431579110089486
75,LOC101263788,LOC103874408,15,0.11173527797381008,0.1991894210573026,0.15546234951555635
76,LOC101264607,LOC103875235,16,0.7187184191954834,0.6393692867496967,0.6790438529725901
77,LOC101264607,LOC103859887,16,0.7999887085391673,0.8575215217584238,0.8287551151487955
78,LOC101264607,LOC103835439,16,0.8389781227946366,0.9060497588971393,0.872513940845888
79,LOC101247771,LOC103875235,16,0.6835229357798165,0.7397035766056267,0.7116132561927215
80,LOC101247771,LOC103859887,16,0.7431418489767113,0.8312575806881046,0.7871997148324079
81,LOC101247771,LOC103835439,16,0.7795172900494002,0.8358133893441411,0.8076653396967706
82,LOC101254555,LOC103848046,17,0.9391898376852507,0.9275093926574564,0.9333496151713535
83,LOC544138,LOC103848046,17,0.9355201129146085,0.9270893115995622,0.9313047122570853
84,LOC101260246,LOC103867899,18,0.6070628087508821,0.76602076738751,0.6865417880691961
85,LOC101267493,LOC103847135,19,0.7008101623147495,0.7213324261160252,0.7110712942153874
86,LOC101267493,LOC103855763,19,0.6957459421312632,0.7722924000828328,0.7340191711070481
87,LOC101266105,LOC103847044,21,0.9149978828510938,0.9390290802591486,0.9270134815551212
88,JJH1,LOC103837450,23,0.7952364149611856,0.9038606040883945,0.8495485095247901
89,LOC101262678,LOC103856224,24,0.8348623853211009,0.8884221321578952,0.8616422587394981
90,LOC101262925,LOC103871591,25,0.9176796047988708,0.8055424074786262,0.8616110061387485
91,LOC101258822,LOC103871591,25,0.965408609738885,0.7717806111883561,0.8685946104636205
92,LOC101248963,LOC103855061,26,0.9031474947071277,0.8927478494676672,0.8979476720873975
93,FIE,LOC103835815,27,0.8160225829216654,0.8517350531017958,0.8338788180117306
94,LOC100736533,LOC103836444,29,0.6593761467889908,0.6872348608111706,0.6733055038000807
95,LOC100736533,LOC103843947,29,0.6899477769936486,0.8687276277253497,0.7793377023594992
96,LOC101254537,LOC103871866,30,0.8806661961891319,0.7996568351921427,0.8401615156906372
97,LOC101254537,LOC103838479,30,0.8838165137614679,0.906534922935834,0.895175718348651
98,LOC101253278,LOC103869148,31,0.7216874460911158,0.8340028991509629,0.7778451726210394
99,LOC101264226,LOC103855723,34,0.8576598447424135,0.9013637842795018,0.8795118145109577
100,LOC101264226,LOC103847070,34,0.7769823570924488,0.7825991775877881,0.7797907673401184
101,LOC101264226,LOC103874630,34,0.7870656316160903,0.670745200130166,0.7289054158731282
102,LOC101267596,LOC103855723,34,0.6766069160197601,0.8600124249326982,0.7683096704762291
103,LOC101267596,LOC103847070,34,0.5048299223712067,0.7478507824749282,0.6263403524230675
104,LOC101267596,LOC103874630,34,0.8062498235709246,0.768706919504186,0.7874783715375553
105,LOC101246155,LOC103862968,35,0.9027635850388145,0.8639765701269118,0.8833700775828631
106,LOC101246155,LOC103841741,35,0.8563274523641496,0.8807561459042097,0.8685417991341797
107,LOC101246155,LOC103866672,35,0.8203359209597743,0.8051711386563323,0.8127535298080533
108,LOC101246476,LOC103862968,35,0.83193789696542,0.8543147057953436,0.8431263013803818
109,LOC101246476,LOC103841741,35,0.8086323218066337,0.8941099902375529,0.8513711560220933
110,LOC101246476,LOC103866672,35,0.5827974594213126,0.7983078424991865,0.6905526509602495
111,LOC101252430,LOC103845776,36,0.38269019054340153,0.6882939384078337,0.5354920644756176
112,LOC101252430,LOC103854452,36,0.4391587861679605,0.6118786301018647,0.5255187081349126
113,LOC101252430,LOC103859139,36,0.702317572335921,0.6428482679052155,0.6725829201205682
114,LOC101251789,LOC103845776,36,0.512395201129146,0.8446824246368665,0.6785388128830063
115,LOC101251789,LOC103854452,36,0.671666901905434,0.8194670427016669,0.7455669723035505
116,LOC101251789,LOC103859139,36,0.5695977417078335,0.5932432032659823,0.5814204724869079
117,LOC101257207,LOC103845776,36,0.3720818630910374,0.6290033428985593,0.5005426029947984
118,LOC101257207,LOC103854452,36,0.5408270995059986,0.7986141926916415,0.6697206460988201
119,LOC101257207,LOC103859139,36,0.7236302046577275,0.7826228441262609,0.7531265243919942
120,LOC101253933,LOC103845776,36,0.6962822865208186,0.834056148862527,0.7651692176916728
121,LOC101253933,LOC103854452,36,0.7495271700776288,0.852646214833003,0.8010866924553159
122,LOC101253933,LOC103859139,36,0.73772759350741,0.7076531668786794,0.7226903801930447
123,LOC101256156,LOC103843392,37,0.7868736767819337,0.7336692666988794,0.7602714717404065
124,LOC101256156,LOC103870908,37,0.8704304869442484,0.8288731769369583,0.8496518319406033
125,LOC101246397,LOC103847733,38,0.8072491178546224,0.8396828683844629,0.8234659931195427
126,LOC101265936,LOC103842370,39,0.8307071277346506,0.775262550661184,0.8029848391979173
127,LOC101246406,LOC103870940,41,0.9494368383909669,0.8898440966778097,0.9196404675343883
128,LOC101261524,LOC103858505,42,0.9080028228652082,0.9274088098689466,0.9177058163670774
129,LOC101261524,LOC103866998,42,0.9569174311926606,0.8756441735940598,0.9162808023933602
130,LOC101249741,LOC103858505,42,0.7975384615384615,0.9361535958346892,0.8668460286865753
131,LOC101249741,LOC103866998,42,0.8824784756527876,0.9075170842824601,0.8949977799676239
132,LOC101255619,LOC103832597,43,0.7739957657021878,0.8061237168298672,0.7900597412660275
133,LOC101255619,LOC103829795,43,0.903469301340861,0.9040854362038873,0.9037773687723741
134,LOC101251313,LOC103832597,43,0.7643127107347291,0.7399461586249741,0.7521294346798516
135,LOC101251313,LOC103829795,43,0.790540265035678,0.922178504866432,0.856359384951055
136,LOC101259890,LOC103828012,44,0.7972505292872265,0.8241280359731384,0.8106892826301825
137,LOC101245715,LOC103845930,45,0.9433733239237826,0.809809780197024,0.8765915520604033
138,LOC101263710,LOC103858800,46,0.7485448129851799,0.562405703635772,0.6554752583104759
139,LOC101247825,LOC103858800,46,0.903819336626676,0.9028488595686773,0.9033340980976767
140,LOC101255442,LOC103839702,47,0.8309386026817219,0.8753956749400941,0.853167138810908
141,LOC101259691,LOC103836996,48,0.891771347918137,0.9306570422743543,0.9112141950962456
142,LOC101259691,LOC103829726,48,0.6295723359209597,0.6764948541713918,0.6530335950461758
143,LOC101259691,LOC103864879,48,0.5121129146083274,0.673017187823566,0.5925650512159467
144,LOC101259691,LOC103871548,48,0.8546393789696541,0.7776824542200397,0.8161609165948469
145,LOC101259691,LOC103852432,48,0.8004685956245589,0.7916397952844422,0.7960541954545005
146,LOC101259691,LOC103831005,48,0.7564714184897671,0.5928467887465609,0.674659103618164
147,LOC101244185,LOC103836996,48,0.8708087508821454,0.8447179244445759,0.8577633376633607
148,LOC101244185,LOC103829726,48,0.4305038814396613,0.4818770194624409,0.4561904504510511
149,LOC101244185,LOC103864879,48,0.3122088920254058,0.45038606040883944,0.3812974762171226
150,LOC101244185,LOC103871548,48,0.7191192660550458,0.7716356536402094,0.7453774598476276
151,LOC101244185,LOC103852432,48,0.8639266055045871,0.8453332544448717,0.8546299299747294
152,LOC101244185,LOC103831005,48,0.8541425546930134,0.6949560689879596,0.7745493118404865
153,LOC101263523,LOC103836996,48,0.8366238532110092,0.9373960891045173,0.8870099711577633
154,LOC101263523,LOC103829726,48,0.8144361326746649,0.6926406926406926,0.7535384126576787
155,LOC101263523,LOC103864879,48,0.7739788285109386,0.6552495340650238,0.7146141812879812
156,LOC101263523,LOC103871548,48,0.8620860973888497,0.8501908114664379,0.8561384544276438
157,LOC101263523,LOC103852432,48,0.7332166549047283,0.7738898914297547,0.7535532731672415
158,LOC101263523,LOC103831005,48,0.6744502470007058,0.6285950951099015,0.6515226710553037
159,LOC101261883,LOC103836996,48,0.9005391672547636,0.9282903884270627,0.9144147778409131
160,LOC101261883,LOC103829726,48,0.8113140437544107,0.6942381839876145,0.7527761138710126
161,LOC101261883,LOC103864879,48,0.7808835568101623,0.7522468419962726,0.7665651994032174
162,LOC101261883,LOC103871548,48,0.8042738179251941,0.766849096234062,0.7855614570796281
163,LOC101261883,LOC103852432,48,0.7733465067043048,0.6892642664852232,0.7313053865947641
164,LOC101261883,LOC103831005,48,0.7968835568101623,0.6192290625092447,0.7080563096597035
165,LOC101259386,LOC103836996,48,0.7403246294989414,0.8344762299204213,0.7874004297096813
166,LOC101259386,LOC103829726,48,0.7289892574296244,0.6589618935860394,0.6939755755078318
167,LOC101259386,LOC103864879,48,0.7258778326668235,0.8074253764458776,0.7666516045563505
168,LOC101259386,LOC103871548,48,0.6717101858386262,0.6157204981806349,0.6437153420096305
169,LOC101259386,LOC103852432,48,0.6874868658354897,0.5685235038310209,0.6280051848332553
170,LOC101259386,LOC103831005,48,0.711537677409237,0.5004052894713488,0.605971483440293
171,LOC101248010,LOC103836996,48,0.5563020465772759,0.7684406709463657,0.6623713587618207
172,LOC101248010,LOC103829726,48,0.7636697247706422,0.4594529742593524,0.6115613495149973
173,LOC101248010,LOC103864879,48,0.8019760056457305,0.6625684110877732,0.7322722083667519
174,LOC101248010,LOC103871548,48,0.3144954128440367,0.5436440552613673,0.429069734052702
175,LOC101248010,LOC103852432,48,0.4796894848270995,0.5452652131467621,0.5124773489869308
176,LOC101248010,LOC103831005,48,0.5950317572335921,0.5364730941040736,0.5657524256688329
177,LOC101257661,LOC103831524,49,0.8426930134086098,0.8195899772209567,0.8311414953147833
178,LOC101258429,DRM1,50,0.7079463655610445,0.9056651776469544,0.8068057716039995
179,LOC101258429,LOC103867506,50,0.6648482709950599,0.8444457592521374,0.7546470151235987
180,LOC101257929,DRM1,50,0.7964055516349094,0.7872437357630979,0.7918246436990037
181,LOC101257929,LOC103867506,50,0.8141268721085235,0.813839008372038,0.8139829402402807
182,LOC101245290,LOC103867665,51,0.8273629734180192,0.8242069244347149,0.8257849489263671
183,LOC101252099,LOC103856977,52,0.9484431898376852,0.8922462503328107,0.9203447200852479
184,LOC101252099,LOC103831269,52,0.9368355681016232,0.9268703961186877,0.9318529821101554
185,LOC101252099,LOC103830962,52,0.8837487649964714,0.8178826994316745,0.8508157322140729
186,LOC101252099,LOC103845003,52,0.944090331686662,0.9133982190929799,0.928744275389821
187,LOC101251244,LOC103856977,52,0.8155571238140045,0.8584977664704316,0.837027445142218
188,LOC101251244,LOC103831269,52,0.8213722261428683,0.8577226873354435,0.8395474567391559
189,LOC101251244,LOC103830962,52,0.8245212891084451,0.8581223888740973,0.8413218389912712
190,LOC101251244,LOC103845003,52,0.8172633890065083,0.9284205543886638,0.872841971697586
191,LOC101244991,LOC103844536,53,0.8649654199011998,0.7240718279442653,0.7945186239227325
192,LOC101256206,LOC103830019,55,0.8657106563161608,0.928010991792313,0.8968608240542368
193,LOC101256206,LOC103845477,55,0.8571404375441073,0.8517173031979409,0.8544288703710241
194,LOC101262883,LOC103847300,56,0.7997346506704305,0.8890394343697305,0.8443870425200806
195,LOC101255389,LOC103832547,57,0.9646746647847565,0.7457385439162205,0.8552066043504885
196,LOC101248248,LOC103832547,57,0.9237374735356387,0.5831494246072834,0.753443449071461
197,LOC101261215,LOC103852075,58,0.9876414961185602,0.9946040292281749,0.9911227626733676
198,LOC101258197,LOC103858418,59,0.983333803810868,0.9831139247995739,0.9832238643052209
199,LOC101268852,LOC103853221,60,0.9511249117854622,0.9488684436292636,0.949996677707363
200,LOC101268852,LOC103830455,60,0.9507974594213127,0.9153033754400497,0.9330504174306812
201,LOC101258378,LOC103853221,60,0.9740014114326041,0.9665946809454782,0.9702980461890411
202,LOC101258378,LOC103830455,60,0.9757798165137614,0.9720379847942491,0.9739089006540053
203,LOC101245169,LOC103863468,61,0.7552406492589979,0.9130491376505043,0.8341448934547511
204,PAP1,LOC103860461,62,0.6296118560338744,0.7087405128407406,0.6691761844373074
205,PAP1,LOC103864734,62,0.7471277346506704,0.47704510119088706,0.6120864179207788
206,PAP1,LOC103864735,62,0.6954071983062808,0.6764429192675206,0.6859250587869008
207,PAP1,LOC103837767,62,0.4277487649964714,0.5333964441025945,0.48057260454953293
208,LOC104644405,LOC103847314,64,0.34597663294911,0.6644913173386977,0.5052339751439039
209,LOC104644405,LOC103859302,64,0.342055986826629,0.5873975682631719,0.46472677754490044
210,LOC104644405,LOC103870552,64,0.3823225907629577,0.6545632044493093,0.5184428976061335
211,LOC101263211,LOC103847314,64,0.924652081863091,0.8566636097387805,0.8906578458009358
212,LOC101263211,LOC103859302,64,0.8387353563867326,0.8440552613673342,0.8413953088770334
213,LOC101263211,LOC103870552,64,0.7863768525052929,0.8263053575126468,0.8063411050089698
214,LOC101263362,LOC103847314,64,0.9227381792519407,0.8320326598230926,0.8773854195375166
215,LOC101263362,LOC103859302,64,0.8476273817925194,0.776735792681123,0.8121815872368212
216,LOC101263362,LOC103870552,64,0.8103091037402964,0.761169127000562,0.7857391153704292
217,LOC101262909,LOC103870980,66,0.9484827099505999,0.8511611395438274,0.8998219247472137
218,LOC101262909,LOC103850069,66,0.8447988708539167,0.8476466585805994,0.846222764717258
219,LOC101249053,LOC103841670,67,0.8842286520818631,0.7169955329408632,0.8006120925113631
220,LOC101268055,LOC103855066,69,0.6230797459421312,0.5477383664171819,0.5854090561796566
221,LOC101268055,LOC103873798,69,0.6291376146788991,0.5983965920184598,0.6137671033486795
222,LOC101267764,LOC103855066,69,0.6888042029326433,0.6269206875129426,0.657862445222793
223,LOC101267764,LOC103873798,69,0.7480655532031679,0.5500872703606189,0.6490764117818935
224,LOC101266678,LOC103847972,70,0.9763952011291461,0.9322722835251308,0.9543337423271385
225,LOC101266678,LOC103860407,70,0.6920084685956246,0.6721829423423956,0.6820957054690101
226,LOC101268656,LOC103842855,71,0.9203669724770642,0.9237819128479721,0.9220744426625181
227,LOC101268656,LOC103858939,71,0.9030966831333804,0.9438748040114783,0.9234857435724293
228,LOC101268656,LOC103870942,71,0.909470712773465,0.9198920542884096,0.9146813835309373
229,LOC101249905,LOC103842855,71,0.95263796753705,0.9318462858326184,0.9422421266848342
230,LOC101249905,LOC103858939,71,0.9626986591390261,0.948466112475224,0.9555823858071251
231,LOC101249905,LOC103870942,71,0.9608750882145377,0.9344666975646474,0.9476708928895925
232,LOC101260039,LOC103869543,72,0.7283274523641496,0.8130047628908676,0.7706661076275086
233,LOC101260039,LOC103859761,72,0.8350035285815103,0.9145401295742982,0.8747718290779043
234,LOC101247783,LOC103839040,73,0.9077769936485532,0.935165517853445,0.9214712557509992
235,LOC101247783,LOC103854269,73,0.8344841213832039,0.8514747211785937,0.8429794212808988
236,LOC101247783,LOC103864239,73,0.9428087508821453,0.942907762953321,0.9428582569177332
237,LOC101247783,LOC103829065,73,0.930726887791108,0.9649498565216106,0.9478383721563592
238,LOC101268045,LOC103839040,73,0.8341115031757234,0.9079312487057362,0.8710213759407297
239,LOC101268045,LOC103854269,73,0.8257163020465773,0.8308493328994468,0.8282828174730121
240,LOC101268045,LOC103864239,73,0.9166125617501765,0.9240402725596347,0.9203264171549056
241,LOC101268045,LOC103829065,73,0.8898122794636556,0.9598319675768423,0.924822123520249
242,LOC101260893,LOC103855862,74,0.881834862385321,0.9670147620033724,0.9244248121943468
243,LOC101260893,LOC103846814,74,0.9024982357092449,0.9536195012277017,0.9280588684684733
244,LOC101247309,LOC103855862,74,0.9702357092448836,0.97283673046771,0.9715362198562968
245,LOC101247309,LOC103846814,74,0.9811150317572336,0.9525545069964204,0.966834769376827
246,LOC101257726,LOC103871131,75,0.6028510938602681,0.6908617578321451,0.6468564258462066
247,LOC101257726,LOC103868435,75,0.6047988708539167,0.6782415761914623,0.6415202235226896
248,LOC101247986,LOC103871131,75,0.7992472359444837,0.8686152116676035,0.8339312238060436
249,LOC101247986,LOC103868435,75,0.6635113306672941,0.8849510398485342,0.7742311852579141
250,LOC101251849,LOC103835183,76,0.7397374735356387,0.9344969381415851,0.8371172058386118
251,LOC101251849,LOC103831116,76,0.9179675370501058,0.8459426678105494,0.8819551024303276
252,LOC101251849,LOC103873412,76,0.8222328863796753,0.8185190663550573,0.8203759763673664
253,LOC101247968,LOC103835183,76,0.8587381792519407,0.9555483241132444,0.9071432516825926
254,LOC101247968,LOC103831116,76,0.9183570924488356,0.8240511197231015,0.8712041060859685
255,LOC101247968,LOC103873412,76,0.9395963302752293,0.8716445285921368,0.905620429433683
256,LOC101258116,LOC103829504,78,0.4688158080451658,0.4507765582936426,0.4597961831694042
257,LOC101268035,LOC103829504,78,0.743729004940014,0.5675531757536313,0.6556410903468226
258,LOC101261022,LOC103829504,78,0.4846803105151729,0.48526462148330035,0.4849724659992366
259,LOC101253581,LOC103850876,79,0.698546224417784,0.7834807561459042,0.7410134902818442
260,LOC101253581,LOC103846567,79,0.8161242060691603,0.8874064432150992,0.8517653246421297
261,LOC101248321,LOC103855237,81,0.7610331686661962,0.7829955921072094,0.7720143803867028
262,LOC101263112,LOC103833298,82,0.7708285109386026,0.808235955388575,0.7895322331635888
263,LOC101262662,LOC103849908,83,0.5345001176193838,0.715054876786084,0.6247774972027339
264,LOC101262662,LOC103854680,83,0.452179095114875,0.6544803715646541,0.5533297333397645
265,LOC101262662,LOC103837156,83,0.5196079353877519,0.7074388532247302,0.613523394306241
266,LOC101265959,LOC103849908,83,0.6525147024229593,0.6807975623465373,0.6666561323847483
267,LOC101265959,LOC103854680,83,0.3568101623147495,0.4880927728308138,0.4224514675727816
268,LOC101265959,LOC103837156,83,0.4915078804987062,0.6676987907056244,0.5796033356021653
269,LOC101255602,LOC103858552,84,0.6626337332392378,0.755633129209439,0.7091334312243385
270,LOC101255602,LOC103840060,84,0.4427607621736062,0.3953672750939266,0.4190640186337664
271,LOC101263915,LOC103846391,85,0.639974907864816,0.7257166523681331,0.6828457801164746
272,LOC101263915,LOC103858950,85,0.6571818395671607,0.731079095543788,0.6941304675554744
273,LOC101263915,LOC103856159,85,0.6043628950050968,0.7974854302872526,0.7009241626461746
274,LOC101263915,LOC103836087,85,0.7040664941582373,0.7436736384344586,0.723870066296348
275,LOC101263915,LOC103839412,85,0.5813722261428683,0.6834127148477946,0.6323924704953314
276,LOC101263915,LOC103842952,85,0.7167756606288717,0.8827678016744076,0.7997717311516397
277,LOC101263915,LOC103870924,85,0.7846185211322826,0.8527112978138035,0.818664909473043
278,LOC101259933,LOC103846391,85,0.932652081863091,0.9160666213058012,0.9243593515844462
279,LOC101259933,LOC103858950,85,0.6845956245589273,0.6772245724409733,0.6809100984999503
280,LOC101259933,LOC103856159,85,0.7836386732533522,0.7906694672070527,0.7871540702302025
281,LOC101259933,LOC103836087,85,0.9096287932251235,0.9456675443008018,0.9276481687629626
282,LOC101259933,LOC103839412,85,0.7746958362738179,0.7404194893944325,0.7575576628341252
283,LOC101259933,LOC103842952,85,0.7225123500352858,0.7436618051652221,0.7330870776002539
284,LOC101259933,LOC103870924,85,0.7856485532815808,0.6747270952282342,0.7301878242549075
285,LOC101265902,LOC103846391,85,0.5829386026817219,0.7763630447001746,0.6796508236909482
286,LOC101265902,LOC103858950,85,0.6472547635850389,0.7260368080413638,0.6866457858132013
287,LOC101265902,LOC103856159,85,0.5493521524347212,0.7173801141910481,0.6333661333128846
288,LOC101265902,LOC103836087,85,0.6087057163020466,0.8294530071295447,0.7190793617157957
289,LOC101265902,LOC103839412,85,0.62348623853211,0.7447327160311216,0.6841094772816159
290,LOC101265902,LOC103842952,85,0.7356612561750177,0.8565571103156525,0.7961091832453351
291,LOC101265902,LOC103870924,85,0.7606887791107975,0.8487057361772623,0.8046972576440299
292,LOC101263008,LOC103846391,85,0.8394580098800282,0.8510842232937905,0.8452711165869093
293,LOC101263008,LOC103858950,85,0.8932505292872266,0.7175431503449726,0.8053968398160996
294,LOC101263008,LOC103856159,85,0.857908256880734,0.7984320918261694,0.8281701743534517
295,LOC101263008,LOC103836087,85,0.8763980239943543,0.8712303641688608,0.8738141940816075
296,LOC101263008,LOC103839412,85,0.7169738884968243,0.6898085968701002,0.7033912426834623
297,LOC101263008,LOC103842952,85,0.8379336626676076,0.8878442741768482,0.8628889684222278
298,LOC101263008,LOC103870924,85,0.8406605504587157,0.8034908144247552,0.8220756824417355
299,LOC101252433,LOC103850891,86,0.702470007057163,0.7156583735171435,0.7090641902871533
300,LOC101252433,LOC103856028,86,0.6182470007057164,0.6006034967310594,0.6094252487183879
301,LOC101256047,LOC103850891,86,0.7628761859954521,0.8729343549389107,0.8179052704671814
302,LOC101256047,LOC103856028,86,0.8469160197600565,0.925249238233293,0.8860826289966748
303,LOC101255822,LOC103846389,87,0.8853258056927782,0.8455521699257462,0.8654389878092622
304,LOC101255822,LOC103851002,87,0.9081031914059436,0.7652509474832937,0.8366770694446186
305,LOC101255901,LOC103860954,89,0.8899985885673959,0.9314912877555247,0.9107449381614603
306,LOC101263177,LOC103860954,89,0.7807731514153533,0.8441972605981718,0.8124852060067626
307,ACI112,LOC103859441,90,0.8733606210303457,0.9851262379736183,0.929243429501982
308,ACI112,LOC103870257,90,0.8586252646436132,0.9803337639328527,0.9194795142882329
309,ACI112,LOC103847102,90,0.8667494707127734,0.9859414187432411,0.9263454447280073
310,LOC101244841,LOC103835440,91,0.6102413549752999,0.8608555453657959,0.7355484501705478
311,LOC101244841,LOC103839088,91,0.6712434721242061,0.842706268674378,0.756974870399292
