,arabidopsis,sorghum,Group Number,Species 1 Score,Species 2 Score,Total Score
60,AT4G28190,LOC8082355,19,0.6948943346130387,0.5799213982170814,0.6374078664150601
61,AT5G08170,LOC8073557,20,0.8870295289010083,0.6640253059398664,0.7755274174204374
62,AT1G71930,LOC8055473,21,0.3464174231279825,0.2604339074032655,0.303425665265624
63,AT1G71930,LOC8067880,21,0.8774084173513688,0.8429434131066875,0.8601759152290281
64,AT1G71930,LOC8078886,21,0.9699149653761975,0.9253474773939994,0.9476312213850984
65,AT5G66300,LOC8055473,21,0.530415126834344,0.23294884493721443,0.38168198588577923
66,AT5G66300,LOC8067880,21,0.756765096336694,0.7572163466146915,0.7569907214756928
67,AT5G66300,LOC8078886,21,0.7320655878870511,0.7583602262197655,0.7452129070534084
68,AT4G36160,LOC8055473,21,0.3037422410390729,0.30493018500175734,0.30433621302041514
69,AT4G36160,LOC8067880,21,0.8732732948225754,0.7609227721506854,0.8170980334866305
70,AT4G36160,LOC8078886,21,0.8597538660256181,0.8473272198613285,0.8535405429434733
71,AT1G62700,LOC8055473,21,0.4051666606867353,0.24049589417516057,0.3228312774309479
72,AT1G62700,LOC8067880,21,0.7740877614724982,0.7792631881649998,0.776675474818749
73,AT1G62700,LOC8078886,21,0.8112661906641312,0.8625043933923379,0.8368852920282346
74,AT2G18060,LOC8055473,21,0.37170535682250366,0.2985334057577404,0.33511938129012203
75,AT2G18060,LOC8067880,21,0.8049657349933623,0.7452215867335528,0.7750936608634575
76,AT2G18060,LOC8078886,21,0.8057909655197159,0.8048439147522127,0.8053174401359643
77,AT1G12260,LOC8055473,21,0.47654551325750777,0.2792408218040068,0.3778931675307573
78,AT1G12260,LOC8067880,21,0.8460622152057694,0.8055915902482665,0.825826902727018
79,AT1G12260,LOC8078886,21,0.9305442933515123,0.8628303032239512,0.8966872982877317
80,AT5G07590,LOC8058072,22,0.828674966811381,0.8011694411604946,0.8149222039859378
81,AT5G63080,LOC8075464,24,0.8049011517347782,0.8075150972936703,0.8062081245142243
82,AT5G16940,LOC8055796,25,0.5582002798607872,0.6216122951081573,0.5899062874844723
83,AT1G08480,LOC110437039,26,0.991109038068243,0.998536600952168,0.9948228195102056
84,AT5G08565,LOC8079217,27,0.8544939184098166,0.866178866984056,0.8603363926969363
85,AT5G63670,LOC8079217,27,0.6655161278748519,0.9368373965555804,0.8011767622152162
86,AT3G20740,LOC8067799,28,0.9145348211402533,0.8997987027510624,0.9071667619456578
87,AT2G29390,LOC8061435,29,0.8750170428043486,0.932357733968112,0.9036873883862302
88,AT1G07420,LOC8061435,29,0.8043342542427613,0.8544333322682686,0.8293837932555149
89,AT1G10900,LOC8062941,30,0.7809766423881453,0.6535642393839665,0.717270440886056
90,AT1G60890,LOC8062941,30,0.8311937138961645,0.6841805923890468,0.7576871531426057
91,AT3G21740,LOC8074741,31,0.8782103261454558,0.8560053679266384,0.8671078470360472
92,AT3G21740,LOC8072283,31,0.8018298589932187,0.9049110138351919,0.8533704364142053
93,AT5G46590,LOC8055613,33,0.7188977790534965,0.6716554302329296,0.6952766046432131
94,AT5G07300,LOC8077922,34,0.9188977790534965,0.8904112215228297,0.9046545002881631
95,AT5G07300,LOC8059601,34,0.9330845681891572,0.9483273157171613,0.9407059419531593
96,AT1G08860,LOC8077922,34,0.6258691830217789,0.89871872703454,0.7622939550281594
97,AT1G08860,LOC8059601,34,0.44312726489899895,0.7076652714317666,0.5753962681653828
98,AT3G58670,LOC110433909,35,0.8496429980983818,0.7244144806211458,0.7870287393597638
99,AT3G58670,LOC110432411,35,0.5692942485020271,0.40934274850624663,0.4893184985041369
100,AT2G42670,LOC110433909,35,0.8502888306842238,0.7598172348787424,0.8050530327814831
101,AT2G42670,LOC110432411,35,0.7266764737540813,0.3752308527973927,0.550953663275737
102,AT3G06080,LOC8066953,36,0.2915288292490402,0.6461513883119787,0.46884010878050947
103,AT3G06080,LOC8085656,36,0.2659969143554232,0.5819535418730231,0.42397522811422317
104,AT5G06230,LOC8066953,36,0.5287574898640164,0.5664312873438349,0.5475943886039256
105,AT5G06230,LOC8085656,36,0.42461339743819737,0.4547592420998818,0.4396863197690396
106,AT5G19160,LOC8066953,36,0.7849592766675038,0.8501581621241653,0.8175587193958345
107,AT5G19160,LOC8085656,36,0.8735531556097735,0.8241045467616704,0.848828851185722
108,AT3G02580,LOC8061354,37,0.8557066484876754,0.7783813145029875,0.8170439814953314
109,AT1G44790,LOC8073384,38,0.7420114097090165,0.7814550915423204,0.7617332506256684
110,AT2G24240,LOC8072456,39,0.7537368591008575,0.8910694315749114,0.8224031453378844
111,AT2G24240,LOC8075893,39,0.6055254565677586,0.8068265328945267,0.7061759947311426
112,AT4G30940,LOC8072456,39,0.7005848372860679,0.5646419784643895,0.6326134078752287
113,AT4G30940,LOC8075893,39,0.8157367873416814,0.793710259769307,0.8047235235554941
114,AT4G36050,LOC8070906,41,0.9235980050949014,0.819784643895581,0.8716913244952412
115,AT4G09020,LOC8081346,42,0.9546410247210362,0.7627759849186823,0.8587085048198593
116,AT4G09020,LOC110432902,42,0.9445732122995228,0.7519378854203279,0.8482555488599254
117,AT2G39930,LOC8081346,42,0.6938322988052097,0.8913633894622488,0.7925978441337292
118,AT2G39930,LOC110432902,42,0.8818198127085501,0.9668147106751447,0.9243172616918474
119,AT1G55270,LOC8062265,43,0.7901618169423414,0.8935361216730038,0.8418489693076726
120,AT1G55270,LOC8059831,43,0.869398299307524,0.8643448253826246,0.8668715623450742
121,AT5G42850,LOC8078253,44,0.9238491622116177,0.9362750423363261,0.9300621022739719
122,AT2G17705,LOC8085663,45,0.8880054536973915,0.9100361056970317,0.8990207796972116
123,AT4G01870,LOC8063537,46,0.9016468730938969,0.7765408825127009,0.8390938778032989
124,AT4G34270,LOC8085912,47,0.8536543360482222,0.909537655366329,0.8815959957072756
125,AT1G08040,LOC8056149,48,0.8014997667826773,0.7852701536888519,0.7933849602357645
126,AT1G08040,LOC110434969,48,0.8705320942915575,0.7670000319519442,0.8187660631217508
127,AT1G08040,LOC8078053,48,0.8808008324064439,0.8853372527718312,0.8830690425891375
128,AT1G08040,LOC110430350,48,0.7980696781600948,0.6836949228360545,0.7408823004980747
129,AT1G67850,LOC8056149,48,0.5121524164902587,0.5578745566667731,0.5350134865785159
130,AT1G67850,LOC110434969,48,0.8419791180797244,0.9392465731539764,0.8906128456168504
131,AT1G67850,LOC8078053,48,0.7910875103153816,0.8852861296609899,0.8381868199881857
132,AT1G67850,LOC110430350,48,0.8856517527178788,0.8752084864363997,0.8804301195771392
133,AT2G28310,LOC8056149,48,0.941925298697571,0.8176055212959709,0.8797654099967709
134,AT2G28310,LOC110434969,48,0.7908363531986653,0.5749560660766209,0.6828962096376431
135,AT2G28310,LOC8078053,48,0.8344085249901331,0.7872320030673866,0.8108202640287598
136,AT2G28310,LOC110430350,48,0.4582971547486635,0.5013962999648529,0.4798467273567582
137,AT3G27470,LOC8056149,48,0.8902802195830792,0.7758954532383295,0.8330878364107044
138,AT3G27470,LOC110434969,48,0.8623013167808834,0.8327699140492699,0.8475356154150766
139,AT3G27470,LOC8078053,48,0.8747228301819095,0.9099082979199284,0.892315564050919
140,AT3G27470,LOC110430350,48,0.6703168167629436,0.6967313161005847,0.6835240664317641
141,AT1G69830,LOC8069792,49,0.9011373829428437,0.8972744991532735,0.8992059410480586
142,AT2G33830,LOC110433518,50,0.9218757848659896,0.8446688180975812,0.8832723014817854
143,AT1G28330,LOC110433518,50,0.9071508019087942,0.8318049653321404,0.8694778836204673
144,AT2G32090,LOC8056763,51,0.8696853360123425,0.8537751222161868,0.8617302291142647
145,AT5G55600,LOC8060666,52,0.9058734885723512,0.9538358309103109,0.9298546597413311
146,AT5G55600,LOC8075656,52,0.8861612428689319,0.902904431734671,0.8945328373018016
147,AT1G68580,LOC8060666,52,0.8655448315453338,0.9037735246189731,0.8846591780821534
148,AT1G68580,LOC8075656,52,0.8927343834092785,0.8931782598971147,0.8929563216531966
149,AT1G03030,LOC8070108,53,0.9358688242258978,0.88726715020609,0.9115679872159939
150,AT1G07220,LOC8075979,54,0.39584514369775037,0.23153656900022365,0.313690856348987
151,AT5G60620,LOC8081534,55,0.8699651967995408,0.7005080359139854,0.785236616356763
152,AT5G04360,LOC8066007,56,0.7572458828172652,0.9214621209700611,0.8393540018936632
153,AT5G36210,LOC110431244,57,0.8154928061425855,0.6710866856248203,0.7432897458837029
154,AT5G36210,LOC8070771,57,0.8533027160848194,0.8652266990446369,0.8592647075647282
155,AT5G52820,LOC8065340,58,0.9712676258476552,0.9779595488385469,0.974613587343101
156,AT2G23390,LOC8075847,59,0.9657924007032399,0.9321468511358917,0.9489696259195658
157,AT1G80750,LOC8060904,60,0.9829930752394963,0.9879349458414545,0.9854640105404754
158,AT3G52390,LOC8081135,61,0.9714757274586487,0.9139022909544047,0.9426890092065268
159,AT2G16430,LOC8079286,62,0.7205051846004809,0.6785953925296354,0.6995502885650582
160,AT2G16430,LOC110429807,62,0.8348175522944997,0.7511390868134327,0.7929783195539661
161,AT2G27190,LOC8079286,62,0.8313372322485738,0.839447870402914,0.8353925513257439
162,AT2G27190,LOC110429807,62,0.6426680061712892,0.6631114803335784,0.6528897432524338
163,AT2G03880,LOC8064014,63,0.969522283217522,0.9792887497204205,0.9744055164689712
164,AT3G09320,LOC8055316,64,0.9218829607836102,0.8510719877304534,0.8864774742570318
165,AT3G09320,LOC8060082,64,0.8498941552150981,0.9259673451129501,0.8879307501640241
166,AT3G09320,LOC110430066,64,0.947579921782498,0.8328593794932422,0.8902196506378701
167,AT5G04270,LOC8055316,64,0.8491191561120878,0.8979582707607758,0.8735387134364319
168,AT5G04270,LOC8060082,64,0.956750744501453,0.9548135604051506,0.9557821524533019
169,AT5G04270,LOC110430066,64,0.8870797603243514,0.8552257404863086,0.87115275040533
170,AT5G39680,LOC8074622,65,0.8396828244411754,0.9717608716490399,0.9057218480451077
171,AT3G01435,LOC8079437,66,0.8510710057048545,0.8568488992555197,0.8539599524801871
172,AT3G01435,LOC8077657,66,0.8921316063291593,0.959887529156149,0.9260095677426542
173,AT3G57630,LOC110432361,67,0.6478705464461267,0.876090360098412,0.7619804532722694
174,AT2G38600,LOC8055707,68,0.28801057935283475,0.31661181582899317,0.30231119759091396
175,AT2G38600,LOC8055708,68,0.36051810125219763,0.253385308496022,0.30695170487410983
176,AT2G38600,LOC110430150,68,0.3910260024500633,0.15612359012045882,0.27357479628526105
177,AT5G24780,LOC8055707,68,0.5585096416426473,0.09622647538102694,0.3273680585118371
178,AT5G24780,LOC8055708,68,0.6599531970706309,0.2125443333226827,0.4362487651966568
179,AT5G24780,LOC110430150,68,0.633713258305128,0.23912196057130078,0.4364176094382144
180,AT5G24770,LOC8055707,68,0.812928953289902,0.42552960347637153,0.6192292783831368
181,AT5G24770,LOC8055708,68,0.867291654920373,0.4269993929130587,0.6471455239167159
182,AT5G24770,LOC110430150,68,0.8298026110088828,0.44948717129437327,0.639644891151628
183,AT2G14835,LOC8155575,70,0.941925298697571,0.9492475317123047,0.9455864152049378
184,AT5G15520,LOC8057851,71,0.9760539629005058,0.9770457232322587,0.9765498430663823
185,AT5G15520,LOC110431633,71,0.9630799038427039,0.9794612902195099,0.9712705970311069
186,AT3G02080,LOC8057851,71,0.9850812672670518,0.975799597405502,0.980440432336277
187,AT3G02080,LOC110431633,71,0.9826558071113343,0.9775825158960924,0.9801191615037133
188,AT5G61170,LOC8057851,71,0.9737361415090955,0.9779531584496917,0.9758446499793936
189,AT5G61170,LOC110431633,71,0.9645079114491766,0.9796977346071508,0.9721028230281636
190,AT3G18620,LOC8070315,72,0.7737935488500592,0.8601335591270728,0.816963553988566
191,AT3G27080,LOC8059370,73,0.8600337268128162,0.9527558551937886,0.9063947910033023
192,AT5G40930,LOC8059370,73,0.8455599009723368,0.822430264881618,0.8339950829269773
193,AT1G27390,LOC8059370,73,0.9839937170854612,0.9801961849378535,0.9820949510116574
194,AT5G10370,LOC8079212,74,0.9639338380395392,0.9432086142441767,0.953571226141858
195,AT4G01020,LOC8079212,74,0.9564637077966345,0.9489471834361121,0.9527054456163733
196,AT1G53400,LOC8055548,75,0.8064942054465214,0.8499089369588139,0.8282015712026676
197,AT1G53400,LOC8069834,75,0.8878619353449821,0.9245295076205388,0.9061957214827605
198,AT1G53400,LOC8068968,75,0.8174948871586954,0.694731124388919,0.7561130057738072
199,AT5G45740,LOC8055548,75,0.8112805424993721,0.7973991117359491,0.8043398271176606
200,AT5G45740,LOC8069834,75,0.7347637329123461,0.77670064223408,0.755732187573213
201,AT5G45740,LOC8068968,75,0.6044275411718274,0.5365306578905327,0.57047909953118
202,AT3G45620,LOC110431960,76,0.6695131139894513,0.8128127296545994,0.7411629218220254
203,AT3G45620,LOC8084880,76,0.6936457249470775,0.775952966738026,0.7347993458425518
204,AT4G38480,LOC110431960,76,0.7175630583760899,0.6459724574240343,0.681767757900062
205,AT4G38480,LOC8084880,76,0.9282479997129633,0.8324951273284978,0.8803715635207305
206,AT4G35140,LOC110431960,76,0.8417064332101468,0.8772278493146307,0.8594671412623888
207,AT4G35140,LOC8084880,76,0.830138854005956,0.8295683292328339,0.829853591619395
208,AT3G49940,LOC8078982,78,0.6299307523949624,0.5127584113493305,0.5713445818721465
209,AT3G49940,LOC8064504,78,0.6661547845430735,0.679528389302489,0.6728415869227813
210,AT3G49940,LOC8063213,78,0.655376556277134,0.700137393360386,0.67775697481876
211,AT5G67420,LOC8078982,78,0.743080621434466,0.5434258874652522,0.643253254449859
212,AT5G67420,LOC8064504,78,0.856826091636468,0.8762629005975014,0.8665444961169847
213,AT5G67420,LOC8063213,78,0.6551899824190018,0.6666325845927724,0.6609112835058871
214,AT4G37540,LOC8078982,78,0.695238778658821,0.5482442406620444,0.6217415096604326
215,AT4G37540,LOC8064504,78,0.6327006565964622,0.8185257372911142,0.7256131969437882
216,AT4G37540,LOC8063213,78,0.5701410067812421,0.7565197942294788,0.6633304005053604
217,AT5G13520,LOC8057373,79,0.8981019697893868,0.9185864459852382,0.9083442078873125
218,AT3G59220,LOC110430178,80,0.8094506835061533,0.8493529731284148,0.8294018283172842
219,AT3G59220,LOC8064841,80,0.800818054608733,0.6429654244460776,0.7218917395274054
220,AT2G43120,LOC110430178,80,0.888349897743174,0.9172252931590887,0.9027875954511313
221,AT2G43120,LOC8064841,80,0.8709913530192674,0.7262392916608975,0.7986153223400825
222,AT1G50590,LOC110430178,80,0.8181622474973987,0.8770425280378311,0.8476023877676149
223,AT1G50590,LOC8064841,80,0.8405798141437336,0.6604608890450984,0.750520351594416
224,AT5G64320,LOC8056621,81,0.7719636898568405,0.7248618078410072,0.7484127488489238
225,AT1G42480,LOC110434357,82,0.872311721861433,0.8758922580439019,0.8741019899526674
226,AT3G16800,LOC8084727,83,0.7819916360693513,0.7589609227721507,0.7704762794207509
227,AT3G05640,LOC8084727,83,0.6843313838757131,0.7389398344889286,0.7116356091823208
228,AT5G27930,LOC8084727,83,0.690014710631122,0.6537623414384766,0.6718885260347993
229,AT4G10810,LOC8084445,84,0.8986832191166446,0.8831900821164969,0.8909366506165708
230,AT4G10170,LOC8068542,85,0.765455132575078,0.6345656133175703,0.7000103729463242
231,AT1G33475,LOC8068542,85,0.502249650174016,0.5675432150046331,0.5348964325893246
232,AT2G03280,LOC8084560,86,0.8043629579132432,0.8504968527334889,0.827429905323366
233,AT2G03280,LOC8076398,86,0.6829536076925836,0.7901012876633543,0.736527447677969
234,AT2G03280,LOC8078494,86,0.7300706827885616,0.8204045116145318,0.7752375972015466
235,AT2G03280,LOC8077707,86,0.662588353485702,0.7218838866345016,0.6922361200601018
236,AT2G03280,LOC8059823,86,0.8884360087546195,0.8318880403872575,0.8601620245709385
237,AT2G03280,LOC8083278,86,0.8157009077535791,0.5632488736939643,0.6894748907237717
238,AT1G14020,LOC8084560,86,0.8122779950486169,0.7369268619995526,0.7746024285240847
239,AT1G14020,LOC8076398,86,0.7966344946360016,0.7539125155765729,0.7752735051062872
240,AT1G14020,LOC8078494,86,0.7377130350543576,0.8046458126977026,0.7711794238760301
241,AT1G14020,LOC8077707,86,0.7369523877865881,0.6267054350257213,0.6818289114061546
242,AT1G14020,LOC8059823,86,0.8379390764594022,0.8464453461993162,0.8421922113293592
243,AT1G14020,LOC8083278,86,0.7923791754870655,0.6220148896060326,0.7071970325465491
244,AT5G15740,LOC8084560,86,0.7918983890064942,0.7366712464453462,0.7642848177259203
245,AT5G15740,LOC8076398,86,0.7483549208855083,0.7839856855289645,0.7661703032072364
246,AT5G15740,LOC8078494,86,0.737318359585232,0.7410294916445666,0.7391739256148993
247,AT5G15740,LOC8077707,86,0.7738940116967458,0.7578106527782216,0.7658523322374837
248,AT5G15740,LOC8059823,86,0.760661619604607,0.6745694475508834,0.7176155335777452
249,AT5G15740,LOC8083278,86,0.6426464784184278,0.4327379621049941,0.5376922202617109
250,AT3G02250,LOC8084560,86,0.6419217107387607,0.7341981659583986,0.6880599383485797
251,AT3G02250,LOC8076398,86,0.4624591869685336,0.7850912228009075,0.6237752048847205
252,AT3G02250,LOC8078494,86,0.4941336873452693,0.7633830718599226,0.628758379602596
253,AT3G02250,LOC8077707,86,0.6964515087366797,0.7744767869124836,0.7354641478245816
254,AT3G02250,LOC8059823,86,0.6353557461160346,0.6675272390324951,0.6514414925742649
255,AT3G02250,LOC8083278,86,0.44510781816224754,0.4112726459405055,0.4281902320513765
256,AT5G13710,LOC8064726,87,0.8997739585949552,0.8501965044572962,0.8749852315261257
257,AT5G13710,LOC8081208,87,0.5146281080693194,0.5115570182445602,0.5130925631569399
258,AT5G13710,LOC8057107,87,0.6861540669513114,0.6752851711026616,0.6807196190269865
259,AT5G13710,LOC8078421,87,0.90924616985397,0.8657187589864844,0.8874824644202273
260,AT5G46680,LOC8079715,89,0.6849843923791755,0.8277406780202575,0.7563625351997165
261,AT5G06980,LOC8054678,90,0.8791144917656345,0.9031820586282676,0.8911482751969511
262,AT3G12320,LOC8054678,90,0.900477198521761,0.8928296286829054,0.8966534136023332
263,AT1G25220,LOC110436279,91,0.4870375021428088,0.2891153926716441,0.38807644740722647
264,AT1G25220,LOC8063370,91,0.8715789809399654,0.8601143879605074,0.8658466844502364
265,AT5G57890,LOC110436279,91,0.7167880592730795,0.667064290862099,0.6919261750675892
266,AT5G57890,LOC8063370,91,0.6106490617487712,0.4961625714924753,0.5534058166206233
267,AT5G06310,LOC8074477,92,0.8512145240572638,0.7576125507237116,0.8044135373904877
268,AT5G06310,LOC110436174,92,0.8196548383624556,0.7576381122791321,0.7886464753207938
269,AT5G06310,LOC8084964,92,0.8682358006530084,0.7745854235230214,0.8214106120880149
270,AT2G05210,LOC8074477,92,0.7474220515948478,0.761977186311787,0.7546996189533174
271,AT2G05210,LOC110436174,92,0.8026909691076746,0.785468255743362,0.7940796124255183
272,AT2G05210,LOC8084964,92,0.8630691399662731,0.7217880308016743,0.7924285853839736
273,AT3G04130,LOC8070616,93,0.9194000932869291,0.9060676742179762,0.9127338837524526
274,AT1G44446,LOC8077402,95,0.9913673711025798,0.9929194491484807,0.9921434101255302
275,AT5G59290,LOC110435896,96,0.9413655771231746,0.9568968271719334,0.949131202147554
276,AT2G28760,LOC110435896,96,0.9055210712847683,0.9095951688660254,0.9075581200753968
277,AT3G46440,LOC110435896,96,0.7783000251157117,0.8931590887305493,0.8357295569231304
278,AT3G25070,LOC8062409,97,0.7613967524986147,0.6039236987570694,0.682660225627842
279,AT3G25070,LOC110437644,97,0.9229904440697021,0.8211074543885996,0.8720489492291508
280,AT3G04380,LOC8076522,99,0.8137634099960533,0.8346422979838323,0.8242028539899429
281,AT3G04380,LOC8056917,99,0.8786624089555453,0.8459468958686136,0.8623046524120794
282,AT5G43990,LOC8076522,99,0.8324997309030892,0.8758603060996262,0.8541800185013577
283,AT5G43990,LOC8056917,99,0.9182950019733773,0.8392178164041282,0.8787564091887528
284,AT2G43080,LOC8085780,101,0.8950091492949661,0.8072722625171742,0.8511407059060702
285,AT4G21770,LOC8073142,102,0.9761759535000538,0.989104387001949,0.9826401702510015
286,AT5G59440,LOC8063548,103,0.8135624843026802,0.8314918362782375,0.8225271602904589
287,AT1G11570,LOC8054728,104,0.885069706066441,0.7380544106108857,0.8115620583386634
288,AT1G11570,LOC8060609,104,0.8586543559813267,0.9780745758379397,0.9183644659096332
289,AT1G27970,LOC8054728,104,0.8363452254234788,0.35979309340973403,0.5980691594166064
290,AT1G27970,LOC8060609,104,0.8868238192625549,0.9458478448413586,0.9163358320519568
291,AT1G27310,LOC8054728,104,0.8753327831796491,0.44986207410720946,0.6625974286434293
292,AT1G27310,LOC8060609,104,0.9832585841914535,0.9653768731827332,0.9743177286870934
293,AT4G35180,LOC8063263,105,0.23432241397868753,0.32130236124868194,0.27781238761368476
294,AT4G35180,LOC8057572,105,0.6332460263356177,0.8196823976738984,0.726464212004758
295,AT1G47670,LOC8063263,105,0.8140360948656309,0.8323928811068154,0.8232144879862231
296,AT1G47670,LOC8057572,105,0.35991711815148364,0.5000159759721379,0.42996654706181076
297,AT5G16450,LOC8060782,106,0.8977001184026407,0.6306610857270665,0.7641806020648536
298,AT5G16450,LOC110431029,106,0.9283484625596499,0.9593187845480398,0.9438336235538448
299,AT5G16450,LOC8067495,106,0.6360231064547378,0.6837716075023165,0.6598973569785271
300,AT5G56260,LOC8060782,106,0.8376448638369631,0.8002875674984823,0.8189662156677227
301,AT5G56260,LOC110431029,106,0.8439022640020093,0.9254049908936959,0.8846536274478526
302,AT5G56260,LOC8067495,106,0.5684618420580532,0.6508866664536537,0.6096742542558534
303,AT3G02770,LOC8060782,106,0.7389185892145959,0.8228136882129277,0.7808661387137618
304,AT3G02770,LOC110431029,106,0.8528434573571095,0.9406716298686776,0.8967575436128936
305,AT3G02770,LOC8067495,106,0.760539629005059,0.6838866345017094,0.7222131317533842
306,AT2G33680,LOC8079490,107,0.9727745685479531,0.9744767869124836,0.9736256777302184
307,AT4G16760,LOC8071364,108,0.919292454522622,0.9726555260887625,0.9459739903056923
308,AT4G16760,LOC110430730,108,0.6507624412471745,0.86100904240023,0.7558857418237023
309,AT2G35690,LOC8071364,108,0.8752107925801011,0.940141227593699,0.9076760100869001
310,AT2G35690,LOC110430730,108,0.5307595708801263,0.9068473016583058,0.7188034362692161
