,arabidopsis,potato,Group Number,Species 1 Score,Species 2 Score,Total Score
86,AT5G16940,LOC102594903,24,0.6800335822014332,0.7042098620751825,0.6921217221383078
87,AT1G08480,LOC102604663,25,0.9804083835567149,0.9866762823402145,0.9835423329484647
88,AT1G08480,LOC102582349,25,0.9907289136757519,0.9941103999519216,0.9924196568138368
89,AT5G08565,LOC102600981,26,0.8874563148198121,0.8995162114246221,0.8934862631222171
90,AT5G63670,LOC102600981,26,0.8170429672273695,0.9081342588419123,0.862588613034641
91,AT3G20740,LOC102577673,27,0.9564810650355311,0.9226358965113135,0.9395584807734223
92,AT2G29390,LOC102602168,29,0.8404665527270547,0.7628835001051715,0.8016750264161131
93,AT2G29390,LOC102589817,29,0.57633054481125,0.673752216112263,0.6250413804617565
94,AT1G07420,LOC102602168,29,0.7079427903211297,0.588413113374801,0.6481779518479653
95,AT1G07420,LOC102589817,29,0.433672153758508,0.6018630367499024,0.5177675952542051
96,AT1G10900,LOC102578988,30,0.8529399418308297,0.8887466570509931,0.8708432994409114
97,AT1G60890,LOC102578988,30,0.9419027915204942,0.9170287568737041,0.9294657741970991
98,AT3G21740,LOC102580815,31,0.8350993973194207,0.9687971393371194,0.90194826832827
99,AT5G46590,LOC102591685,33,0.8163340096415567,0.6483067399861775,0.7323203748138671
100,AT5G07300,LOC102585434,34,0.6618871997841144,0.6404519366567505,0.6511695682204324
101,AT5G07300,LOC102579047,34,0.88195856196216,0.8813606178070255,0.8816595898845927
102,AT1G08860,LOC102585434,34,0.8313019099877065,0.7529012290032753,0.7921015694954909
103,AT1G08860,LOC102579047,34,0.9101826032202932,0.7942305958712702,0.8522065995457817
104,AT3G58670,LOC102603285,35,0.7636112860184102,0.7933952342317979,0.7785032601251041
105,AT3G58670,LOC102585230,35,0.786699049503763,0.8825986357763154,0.8346488426400391
106,AT2G42670,LOC102603285,35,0.9328296003118347,0.8783256708434748,0.9055776355776548
107,AT2G42670,LOC102585230,35,0.83194506911337,0.8933201117822049,0.8626325904477874
108,AT3G06080,LOC102598636,36,0.6010794279032112,0.7625229123471258,0.6818011701251685
109,AT3G06080,LOC102584626,36,0.5738838415639711,0.32167432915652516,0.44777908536024813
110,AT3G06080,LOC102602041,36,0.4270096848670205,0.6668109017698849,0.5469102933184526
111,AT5G06230,LOC102598636,36,0.7694821744475429,0.6663962258481324,0.7179392001478376
112,AT5G06230,LOC102584626,36,0.3822374141704896,0.33832146398629764,0.36027943907839366
113,AT5G06230,LOC102602041,36,0.8043836766513748,0.7563989302563178,0.7803913034538463
114,AT5G19160,LOC102598636,36,0.6197775179155048,0.687154061119625,0.6534657895175648
115,AT5G19160,LOC102584626,36,0.7011963659260592,0.5299077496319,0.6155520577789796
116,AT5G19160,LOC102602041,36,0.5592515966537734,0.6216773340545089,0.5904644653541411
117,AT3G02580,LOC102587419,37,0.6433510239573027,0.8564560233180084,0.7499035236376556
118,AT3G02580,LOC102602151,37,0.8880573296153038,0.9726387344705203,0.930348032042912
119,AT1G44790,LOC102592696,38,0.8960031183472759,0.6989813395835212,0.7974922289653985
120,AT2G24240,LOC102590283,39,0.8904980360408983,0.9221551128339194,0.9063265744374088
121,AT4G30940,LOC102590283,39,0.6869059398518785,0.6709216022116049,0.6789137710317417
122,AT4G39830,LOC102582168,40,0.9490090252166352,0.8364300476443269,0.8927195364304811
123,AT4G09020,LOC102577824,41,0.8829120566099967,0.8458727726193696,0.8643924146146831
124,AT4G09020,LOC102577466,41,0.8576114659230608,0.928922143093242,0.8932668045081513
125,AT2G39930,LOC102577824,41,0.9250817066954514,0.9466991195648908,0.9358904131301711
126,AT2G39930,LOC102577466,41,0.8297502323768403,0.9493975179542654,0.8895738751655529
127,AT1G55270,LOC102604982,42,0.9320919912446404,0.9152198082875086,0.9236558997660744
128,AT1G55270,LOC102596716,42,0.799586219303769,0.6904534391057423,0.7450198292047556
129,AT5G42850,LOC102606005,43,0.8986297262450901,0.942942997085249,0.9207863616651695
130,AT2G17705,LOC102606361,44,0.8949536745524871,0.8951771387361399,0.8950654066443136
131,AT4G01870,LOC102591696,45,0.7364396869659081,0.8360167072327894,0.7862281970993488
132,AT4G01870,LOC102589112,45,0.8865821114809151,0.9261816761320953,0.9063818938065052
133,AT4G34270,LOC102590132,46,0.9540463554316213,0.9269990083836653,0.9405226819076433
134,AT4G34270,LOC102597299,46,0.8447782675182154,0.8997085248955798,0.8722433962068976
135,AT1G08040,LOC102584113,47,0.8625408533477257,0.8229514107996033,0.8427461320736644
136,AT1G08040,LOC102579567,47,0.7686426194117117,0.8347726794675321,0.8017076494396219
137,AT1G08040,LOC102584998,47,0.849065995022638,0.8988190750924006,0.8739425350575193
138,AT1G08040,LOC102598936,47,0.9196725735360259,0.8706812103729079,0.8951768919544669
139,AT1G67850,LOC102584113,47,0.8337021378669305,0.72703506715947,0.7803686025132002
140,AT1G67850,LOC102579567,47,0.9096039099277383,0.8509871089876498,0.8802955094576941
141,AT1G67850,LOC102584998,47,0.6828041138196755,0.8699059466931097,0.7763550302563926
142,AT1G67850,LOC102598936,47,0.6762495877185092,0.7919588929955828,0.7341042403570459
143,AT2G28310,LOC102584113,47,0.7592515966537735,0.6627422698999369,0.7109969332768552
144,AT2G28310,LOC102579567,47,0.5625498485802525,0.680381021064335,0.6214654348222937
145,AT2G28310,LOC102584998,47,0.9308626427993164,0.7731482316175365,0.8520054372084265
146,AT2G28310,LOC102598936,47,0.8768912476387515,0.7778358724721295,0.8273635600554405
147,AT3G27470,LOC102584113,47,0.8965548259422506,0.8254875446978576,0.861021185320054
148,AT3G27470,LOC102579567,47,0.7992803813978591,0.7910874725803059,0.7951839269890825
149,AT3G27470,LOC102584998,47,0.907768882492279,0.9430812223924998,0.9254250524423895
150,AT3G27470,LOC102598936,47,0.9273185211837726,0.9043180384025962,0.9158182797931844
151,AT1G69830,LOC102599630,48,0.7984708104704507,0.7684305417831064,0.7834506761267785
152,AT2G33830,LOC102598452,49,0.9339150250367305,0.797199435079179,0.8655572300579548
153,AT2G33830,LOC102581405,49,0.8911936673563012,0.8982781934553322,0.8947359304058167
154,AT1G28330,LOC102598452,49,0.9237264249947528,0.8168033895249257,0.8702649072598392
155,AT1G28330,LOC102581405,49,0.877005187250757,0.9062592025000752,0.8916321948754161
156,AT2G32090,LOC102605017,50,0.8588588048334382,0.7846630006911265,0.8217609027622823
157,AT5G55600,LOC102589315,51,0.8862043117147912,0.856858679647826,0.8715314956813086
158,AT5G55600,LOC102601615,51,0.9454049353842464,0.7399561284894378,0.8426805319368421
159,AT1G68580,LOC102589315,51,0.9050943000209889,0.8325430451636168,0.8688186725923028
160,AT1G68580,LOC102601615,51,0.7948067524212167,0.627422698999369,0.7111147257102928
161,AT1G03030,LOC102579105,52,0.7977451950466252,0.7865080080531266,0.7921266015498759
162,AT5G60620,LOC102587238,54,0.898131990045276,0.8961687550707653,0.8971503725580207
163,AT5G04360,LOC102581262,55,0.7615363857155707,0.9707984013942726,0.8661673935549217
164,AT5G36210,LOC102583576,56,0.8473569008425534,0.8472009375281709,0.8472789191853622
165,AT5G36210,LOC102598172,56,0.8919072891367575,0.9017278163406351,0.8968175527386963
166,AT5G52820,LOC102602023,57,0.8826242091691404,0.9660266233961358,0.9243254162826381
167,AT2G23390,LOC102578218,58,0.9865371353182814,0.9866822921361821,0.9866097137272317
168,AT1G80750,LOC102600208,59,0.9188989835387245,0.9348357823251902,0.9268673829319574
169,AT1G80750,LOC102577695,59,0.9699799106473569,0.979572703506716,0.9747763070770364
170,AT3G52390,LOC102603472,60,0.8223141734880514,0.8703566813906668,0.8463354274393591
171,AT2G16430,LOC102586219,61,0.7681208959251596,0.910297785390186,0.8392093406576728
172,AT2G27190,LOC102586219,61,0.8971844922191239,0.9338201268066949,0.9155023095129093
173,AT2G03880,LOC102587735,62,0.9579622799916044,0.9633041858228913,0.9606332329072479
174,AT2G03880,LOC107059474,62,0.9145452909957722,0.94964391958893,0.9320946052923511
175,AT2G03880,LOC102588622,62,0.9261791250637162,0.9847531476306379,0.955466136347177
176,AT3G09320,LOC102592501,63,0.8567119426703848,0.8594075008931225,0.8580597217817536
177,AT3G09320,LOC102598706,63,0.8306497556295164,0.7703476666967157,0.8004987111631161
178,AT5G04270,LOC102592501,63,0.9005307187190789,0.8394349456280403,0.8699828321735597
179,AT5G04270,LOC102598706,63,0.8578453419687566,0.769902941795126,0.8138741418819413
180,AT5G39680,LOC102588774,64,0.9676471470120835,0.9792161222793152,0.9734316346456994
181,AT3G01435,LOC102599143,65,0.797493328535876,0.9160010817632741,0.856747205149575
182,AT3G57630,LOC102592127,66,0.8361901525524805,0.9569758706691908,0.8965830116108356
183,AT2G38600,LOC102599299,67,0.6116758118197355,0.3050512335106223,0.4583635226651789
184,AT2G38600,LOC102595279,67,0.608770684870352,0.5666997205444876,0.5877352027074199
185,AT2G38600,LOC102598975,67,0.7896548162807046,0.841768081973617,0.8157114491271608
186,AT5G24780,LOC102599299,67,0.5093433813412225,0.13251600108176328,0.3209296912114929
187,AT5G24780,LOC102595279,67,0.6373288823590164,0.75025090898164,0.6937898956703282
188,AT5G24780,LOC102598975,67,0.6523142734350794,0.76690405360738,0.7096091635212297
189,AT5G24770,LOC102599299,67,0.6581645061450765,0.46934703566813907,0.5637557709066078
190,AT5G24770,LOC102595279,67,0.4932985517675632,0.7140659274617627,0.6036822396146629
191,AT5G24770,LOC102598975,67,0.5942050713122045,0.7123471258150786,0.6532760985636415
192,AT5G63800,LOC102605764,68,0.6550328325987227,0.7687130021935755,0.7118729173961491
193,AT5G63800,LOC102584845,68,0.42748343378009657,0.5518194657291385,0.48965144975461755
194,AT1G77410,LOC102605764,68,0.8229198524781866,0.6456203611887376,0.734270106833462
195,AT1G77410,LOC102584845,68,0.44721297712212527,0.7356350851888579,0.5914240311554916
196,AT2G14835,LOC102587262,69,0.9448532277892716,0.9595660927311518,0.9522096602602117
197,AT5G15520,LOC102604160,70,0.9706575514977063,0.9785209892124163,0.9745892703550613
198,AT5G15520,LOC102577827,70,0.9716950016491259,0.9781243426785661,0.9749096721638459
199,AT3G02080,LOC102604160,70,0.9786033402296783,0.9772469124673218,0.9779251263485
200,AT3G02080,LOC102577827,70,0.9739018320290246,0.9800775263679798,0.9769896791985022
201,AT5G61170,LOC102604160,70,0.9557914305418128,0.9796868896300971,0.967739160085955
202,AT5G61170,LOC102577827,70,0.9610626368024947,0.9770666185882989,0.9690646276953968
203,AT3G18620,LOC102598763,71,0.9233186411202062,0.8105712311067039,0.8669449361134551
204,AT3G27080,LOC102589314,72,0.9474245316648843,0.9361098590702845,0.9417671953675844
205,AT3G27080,TOM20,72,0.9459519787845775,0.9660206136001683,0.9559862961923729
206,AT3G27080,LOC102604719,72,0.9514557284639141,0.9850536374290092,0.9682546829464617
207,AT3G27080,LOC102605121,72,0.9077522246542666,0.9510862706211124,0.9294192476376895
208,AT5G40930,LOC102589314,72,0.935504182783125,0.8808858439255988,0.9081950133543619
209,AT5G40930,TOM20,72,0.9332587062190372,0.9288139667658283,0.9310363364924328
210,AT5G40930,LOC102604719,72,0.9433000509729843,0.9693800895459599,0.9563400702594721
211,AT5G40930,LOC102605121,72,0.9673806216038833,0.9298777006520629,0.9486291611279731
212,AT1G27390,LOC102589314,72,0.9745974633444274,0.9433276240271643,0.9589625436857958
213,AT1G27390,TOM20,72,0.9696201013462864,0.9630217254124223,0.9663209133793543
214,AT1G27390,LOC102604719,72,0.9437078348475307,0.974296102647315,0.9590019687474229
215,AT1G27390,LOC102605121,72,0.9278342478486402,0.9119084107094565,0.9198713292790484
216,AT5G10370,LOC102589433,74,0.956337141315103,0.9277322034916915,0.9420346724033972
217,AT5G10370,LOC102585171,74,0.9462984618152379,0.948742450193816,0.947520456004527
218,AT4G01020,LOC102589433,74,0.9460585889478577,0.9165059046245381,0.9312822467861979
219,AT4G01020,LOC102585171,74,0.937633054481125,0.9380269839838937,0.9378300192325093
220,AT1G53400,LOC102583989,76,0.881508800335822,0.9325099912857958,0.907009395810809
221,AT1G53400,LOC102595144,76,0.8353992384036462,0.9194567144445446,0.8774279764240953
222,AT5G45740,LOC102583989,76,0.7871608047734701,0.8421527089155323,0.8146567568445011
223,AT5G45740,LOC102595144,76,0.8275374051752571,0.8175305748369842,0.8225339900061206
224,AT3G45620,LOC102597289,77,0.8430511828730772,0.9125033805102317,0.8777772816916545
225,AT3G45620,LOC102585248,77,0.769320260262061,0.8006370383725473,0.7849786493173041
226,AT3G45620,LOC102603271,77,0.7460166111960661,0.6755311157186213,0.7107738634573437
227,AT4G38480,LOC102597289,77,0.7693622380138526,0.8839268006851168,0.8266445193494847
228,AT4G38480,LOC102585248,77,0.7382207430062068,0.8279515610445026,0.7830861520253547
229,AT4G38480,LOC102603271,77,0.659884261341489,0.5756362871480513,0.6177602742447701
230,AT4G35140,LOC102597289,77,0.9230967587178796,0.9002433967366809,0.9116700777272801
231,AT4G35140,LOC102585248,77,0.9044946178525382,0.8584152168033895,0.8814549173279638
232,AT4G35140,LOC102603271,77,0.870180804173788,0.8011959493975179,0.8356883767856529
233,AT3G49940,LOC102590299,79,0.8182543252076399,0.6840710357883351,0.7511626804979874
234,AT3G49940,LOC102592166,79,0.8620071362178046,0.8350791790618708,0.8485431576398377
235,AT3G49940,LOC102601447,79,0.7012923150730113,0.6496769734667508,0.675484644269881
236,AT5G67420,LOC102590299,79,0.8861023657461545,0.757991526187686,0.8220469459669202
237,AT5G67420,LOC102592166,79,0.7480675242121675,0.7453589350641545,0.746713229638161
238,AT5G67420,LOC102601447,79,0.5319660579892657,0.5053757624928634,0.5186709102410645
239,AT4G37540,LOC102590299,79,0.6933825072711463,0.6231076654947565,0.6582450863829514
240,AT4G37540,LOC102592166,79,0.6586489160744805,0.8407944950268939,0.7497217055506872
241,AT4G37540,LOC102601447,79,0.629912146562322,0.6413233570720274,0.6356177518171746
242,AT5G13520,LOC102582016,80,0.827915204941381,0.8790288169716638,0.8534720109565224
243,AT3G59220,LOC102592768,81,0.7296213007106234,0.777108687160071,0.7533649939353472
244,AT3G59220,LOC102594317,81,0.7336331744175587,0.5338902410929816,0.6337617077552702
245,AT3G59220,LOC102581408,81,0.7565470300740607,0.8632050241894287,0.8098760271317447
246,AT3G59220,LOC102582065,81,0.6953614584270337,0.7480152648817573,0.7216883616543954
247,AT2G43120,LOC102592768,81,0.8649395820215285,0.7920490399350941,0.8284943109783114
248,AT2G43120,LOC102594317,81,0.8157956283169919,0.7034199077830197,0.7596077680500057
249,AT2G43120,LOC102581408,81,0.9005846901142395,0.8598936266113766,0.880239158362808
250,AT2G43120,LOC102582065,81,0.8728433930017091,0.7207127618017368,0.796778077401723
251,AT1G50590,LOC102592768,81,0.7787352703067374,0.7720664683433996,0.7754008693250685
252,AT1G50590,LOC102594317,81,0.7276183622679979,0.6739518748894031,0.7007851185787005
253,AT1G50590,LOC102581408,81,0.7473419087883422,0.7679197091258751,0.7576308089571087
254,AT1G50590,LOC102582065,81,0.7877065155467602,0.6838066047657683,0.7357565601562642
255,AT5G64320,LOC102604532,82,0.7764085034931486,0.735580997025151,0.7559947502591498
256,AT1G42480,LOC102602787,83,0.9075350064465834,0.9079900237386941,0.9077625150926387
257,AT3G16800,LOC102589637,84,0.5969835986926929,0.6560233180083536,0.6265034583505232
258,AT3G16800,LOC102598860,84,0.6869958921771461,0.471077856906758,0.5790368745419521
259,AT3G05640,LOC102589637,84,0.7659860274054752,0.592355539529433,0.6791707834674541
260,AT3G05640,LOC102598860,84,0.3465383346826182,0.5436281138255357,0.4450832242540769
261,AT5G27930,LOC102589637,84,0.7144313513837666,0.4852249166140809,0.5998281339989238
262,AT5G27930,LOC102598860,84,0.5798087013882642,0.3203521740436912,0.4500804377159777
263,AT4G10170,LOC102580778,85,0.8796138046835177,0.8063223053577331,0.8429680550206253
264,AT1G33475,LOC102580778,85,0.4804653533627178,0.6633312299047447,0.5718982916337312
265,AT2G03280,LOC102580225,86,0.8018650115438818,0.82260885242946,0.8122369319866709
266,AT2G03280,LOC102601962,86,0.6618092411022158,0.6518645391988942,0.656836890150555
267,AT2G03280,LOC102587596,86,0.8807591976252587,0.9117862115247853,0.8962727045750221
268,AT2G03280,LOC102602359,86,0.8814668225840304,0.8585774812945101,0.8700221519392702
269,AT2G03280,LOC102580268,86,0.7283259872267699,0.7064935845428049,0.7174097858847874
270,AT1G14020,LOC102580225,86,0.8752840994273035,0.7157486703326422,0.7955163848799729
271,AT1G14020,LOC102601962,86,0.8017570687535607,0.6188467201538508,0.7103018944537057
272,AT1G14020,LOC102587596,86,0.9216275374051753,0.928920807583027,0.9252741724941012
273,AT1G14020,LOC102602359,86,0.9247398878594345,0.8745334895880285,0.8996366887237315
274,AT1G14020,LOC102580268,86,0.8618332283889538,0.714943357673007,0.7883882930309805
275,AT5G15740,LOC102580225,86,0.8016731132499775,0.8958562456804592,0.8487646794652184
276,AT5G15740,LOC102601962,86,0.7634493718329285,0.8344661798731934,0.7989577758530609
277,AT5G15740,LOC102587596,86,0.8728373961800245,0.8118032392800264,0.8423203177300255
278,AT5G15740,LOC102602359,86,0.8395430421876405,0.7977944048799543,0.8186687235337975
279,AT5G15740,LOC102580268,86,0.8020988875895775,0.8580305898614743,0.8300647387255259
280,AT3G02250,LOC102580225,86,0.9162723756409102,0.9594098380359987,0.9378411068384545
281,AT3G02250,LOC102601962,86,0.7349644688315192,0.7877640554103188,0.761364262120919
282,AT3G02250,LOC102587596,86,0.7217834547689724,0.8294119414645873,0.7755976981167798
283,AT3G02250,LOC102602359,86,0.7772720458157176,0.8343940623215842,0.8058330540686509
284,AT3G02250,LOC102580268,86,0.6572996311954663,0.8620751825475526,0.7596874068715094
285,AT5G13710,LOC102581721,87,0.8194776768312795,0.8225006761020464,0.8209891764666629
286,AT5G13710,LOC102589132,87,0.7209379029114569,0.8581808347606599,0.7895593688360584
287,AT2G13600,LOC102585762,89,0.9311085124883812,0.9339343129300761,0.9325214127092287
288,AT5G46680,LOC102605526,90,0.7682168450721117,0.742774722798161,0.7554957839351364
289,AT5G46680,LOC102585308,90,0.7906629486372223,0.8528140869617477,0.8217385177994849
290,AT5G06980,LOC102590196,91,0.9921501604149799,0.9314883259713332,0.9618192431931566
291,AT3G12320,LOC102590196,91,0.9282300380798177,0.9378887586766429,0.9330593983782303
292,AT1G25220,LOC102591009,92,0.6333843063176516,0.8162504882959224,0.7248173973067871
293,AT5G57890,LOC102591009,92,0.8256064285928457,0.7909732864569248,0.8082898575248852
294,AT5G06310,LOC102577580,93,0.8197055560552907,0.8326211725111933,0.826163364283242
295,AT2G05210,LOC102577580,93,0.7440676441486013,0.7929565191261756,0.7685120816373885
296,AT3G04130,LOC102589169,94,0.8752781026056191,0.8619910454040085,0.8686345740048138
297,AT1G44446,LOC102594460,96,0.9954783964498815,0.9978785420234983,0.9966784692366899
298,AT1G44446,LOC102592765,96,0.9909627897214476,0.9959500652730616,0.9934564274972546
299,AT5G59290,LOC102589759,97,0.8675721867410273,0.9567234592385588,0.912147822989793
300,AT5G59290,LOC102596897,97,0.7626038199754129,0.8459148411911416,0.8042593305832773
301,AT5G59290,LOC102606064,97,0.913088063326437,0.9472400012019592,0.9301640322641981
302,AT2G28760,LOC102589759,97,0.5603896601467888,0.9511523783767541,0.7557710192617715
303,AT2G28760,LOC102596897,97,0.685303455835074,0.8326932900628023,0.7589983729489382
304,AT2G28760,LOC102606064,97,0.8703054048021215,0.9200576940412872,0.8951815494217044
305,AT3G46440,LOC102589759,97,0.8814308416539234,0.9645181646083115,0.9229745031311174
306,AT3G46440,LOC102596897,97,0.8519684567179395,0.943225457495718,0.8975969571068287
307,AT3G46440,LOC102606064,97,0.7346706245689785,0.904047597584062,0.8193591110765202
308,AT3G25070,LOC102596147,98,0.8421216755119786,0.9002253673487784,0.8711735214303785
309,AT3G25070,LOC102597433,98,0.8392192138166772,0.9375762492863366,0.8883977315515069
310,AT3G25070,LOC102583531,98,0.7229828191058739,0.7531836894137445,0.7380832542598093
