,arabidopsis,medicago,Group Number,Species 1 Score,Species 2 Score,Total Score
58,AT3G44010,LOC11437603,16,0.9883680396293918,0.9873806459337304,0.987874342781561
59,AT3G44010,LOC25485353,16,0.9892242301929486,0.9852494836720643,0.9872368569325065
60,AT2G20825,LOC25487607,17,0.42097055316026055,0.6141339160106558,0.5175522345854582
61,AT2G20825,LOC25480141,17,0.627459254502645,0.72502020413661,0.6762397293196274
62,AT4G28190,LOC25487607,17,0.9094333853163319,0.8975006734712203,0.9034670293937761
63,AT4G28190,LOC25480141,17,0.873510075528239,0.8605345864886706,0.8670223310084548
64,AT5G08170,LOC11445422,18,0.716307372412317,0.7029064024664013,0.7096068874393592
65,AT1G71930,LOC11407922,19,0.8750817967770541,0.911856086683229,0.8934689417301416
66,AT1G71930,LOC25491853,19,0.9349723266978565,0.9228710826424018,0.9289217046701291
67,AT1G71930,LOC11428449,19,0.7809742225483901,0.8022568768894609,0.7916155497189254
68,AT1G71930,LOC25484969,19,0.5293581628596764,0.8322547816456644,0.6808064722526703
69,AT1G71930,LOC11435750,19,0.9259884414273919,0.9252476877488102,0.925618064588101
70,AT1G71930,LOC11406626,19,0.6881325872244136,0.8036996019036786,0.7459160945640462
71,AT5G66300,LOC11407922,19,0.8793199400666606,0.6738244185698464,0.7765721793182535
72,AT5G66300,LOC25491853,19,0.8232516894474513,0.7373701697147474,0.7803109295810994
73,AT5G66300,LOC11428449,19,0.9191633795064673,0.7976413541261337,0.8584023668163006
74,AT5G66300,LOC25484969,19,0.9241537473626272,0.7880211918943997,0.8560874696285135
75,AT5G66300,LOC11435750,19,0.8688560682506192,0.7461761800712383,0.8075161241609288
76,AT5G66300,LOC11406626,19,0.9172797602666422,0.7893382022808225,0.8533089812737323
77,AT4G36160,LOC11407922,19,0.7998593401217013,0.6854799604896884,0.7426696503056949
78,AT4G36160,LOC25491853,19,0.8172094303274929,0.7469065221946183,0.7820579762610556
79,AT4G36160,LOC11428449,19,0.7796410115279944,0.7852614564937591,0.7824512340108767
80,AT4G36160,LOC25484969,19,0.7583157508485461,0.8643479301984495,0.8113318405234977
81,AT4G36160,LOC11435750,19,0.8351588539277742,0.7479301984495196,0.7915445261886469
82,AT4G36160,LOC11406626,19,0.8392624529859646,0.8150019455835255,0.827132199284745
83,AT1G62700,LOC11407922,19,0.7794086169464575,0.6942859708461793,0.7368472938963184
84,AT1G62700,LOC25491853,19,0.85086383512216,0.7802867490795893,0.8155752921008746
85,AT1G62700,LOC11428449,19,0.7710668745986607,0.751641773174893,0.7613543238867768
86,AT1G62700,LOC25484969,19,0.6973977922514754,0.7955700559729414,0.7464839241122083
87,AT1G62700,LOC11435750,19,0.828193132128551,0.7672603190756982,0.7977267256021245
88,AT1G62700,LOC11406626,19,0.7524141516068863,0.7969529168786854,0.7746835342427858
89,AT2G18060,LOC11407922,19,0.7939027000580986,0.6152354156065731,0.7045690578323358
90,AT2G18060,LOC25491853,19,0.8531633183499985,0.6951839324732857,0.774173625411642
91,AT2G18060,LOC11428449,19,0.6944317035134391,0.7344547876320753,0.7144432455727572
92,AT2G18060,LOC25484969,19,0.7087178546310736,0.8431320901553474,0.7759249723932105
93,AT2G18060,LOC11435750,19,0.849292113873345,0.7149151426262383,0.7821036282497917
94,AT2G18060,LOC11406626,19,0.7229183866923523,0.8104403005178246,0.7666793436050885
95,AT1G12260,LOC11407922,19,0.9675136837598997,0.8577449190337934,0.9126293013968465
96,AT1G12260,LOC25491853,19,0.9422499464880898,0.8744290460654315,0.9083394962767606
97,AT1G12260,LOC11428449,19,0.9197443659603095,0.8082732197910742,0.8640087928756919
98,AT1G12260,LOC25484969,19,0.7299452649604012,0.868251070070939,0.7990981675156701
99,AT1G12260,LOC11435750,19,0.9554903219888085,0.8745128558172947,0.9150015889030516
100,AT1G12260,LOC11406626,19,0.846307678194661,0.7902601095513185,0.8182838938729897
101,AT5G07590,LOC11417780,20,0.9533009204048558,0.9171720195156994,0.9352364699602775
102,AT5G63080,LOC11438488,22,0.9356083539736416,0.940908138525547,0.9382582462495943
103,AT5G16940,LOC11410311,23,0.6033880683729321,0.7155224307488668,0.6594552495608994
104,AT1G08480,LOC11443430,24,0.994006666055102,0.9940854260827922,0.9940460460689471
105,AT5G08565,LOC11444230,25,0.5976638228908663,0.8872758837439013,0.7424698533173838
106,AT5G08565,LOC11430820,25,0.501226187199951,0.8511059894040528,0.676166088302002
107,AT5G63670,LOC11444230,25,0.8211601382136196,0.844796312370918,0.8329782252922688
108,AT5G63670,LOC11430820,25,0.6584227746689907,0.8220599239725822,0.7402413493207864
109,AT3G20740,LOC25482354,26,0.9325566461792496,0.9114130922805233,0.9219848692298864
110,AT2G29390,LOC11410003,28,0.8648258569550195,0.877476129186746,0.8711509930708827
111,AT2G29390,LOC11407532,28,0.9083631471118858,0.8673351492112904,0.8878491481615881
112,AT1G07420,LOC11410003,28,0.8432559704002691,0.8145589511808194,0.8289074607905442
113,AT1G07420,LOC11407532,28,0.8398495550866892,0.7858541111676494,0.8128518331271692
114,AT1G10900,LOC11439925,29,0.6840045255786931,0.8491723787003502,0.7665884521395216
115,AT1G60890,LOC11439925,29,0.8603981286120539,0.8950881498997276,0.8777431392558908
116,AT3G21740,LOC11416047,30,0.6778888786961441,0.8516507527911641,0.7647698157436541
117,AT1G19250,LOC25486579,31,0.37847292297342755,0.4083570295429375,0.39341497625818256
118,AT5G46590,LOC11430263,32,0.6383634528942299,0.6947948157682062,0.6665791343312181
119,AT5G07300,LOC25501980,33,0.9193162706785311,0.9459367236373432,0.9326264971579371
120,AT1G08860,LOC25501980,33,0.7302388160107636,0.8039929360352001,0.7671158760229818
121,AT3G58670,LOC25485973,34,0.6229642540439715,0.6919991619024813,0.6574817079732265
122,AT3G58670,LOC25487435,34,0.8784515182093386,0.8338830853961507,0.8561673018027447
123,AT2G42670,LOC25485973,34,0.7611167171207535,0.8084288664731061,0.7847727917969298
124,AT2G42670,LOC25487435,34,0.9108827936274959,0.8964111466969978,0.9036469701622469
125,AT3G06080,LOC25499107,35,0.5945693055682965,0.6821694752910892,0.6383693904296928
126,AT3G06080,LOC25486110,35,0.439935174143045,0.5494387739830585,0.49468697406305173
127,AT5G06230,LOC25499107,35,0.9035440173684371,0.8308120566314465,0.8671780369999418
128,AT5G06230,LOC25486110,35,0.7961593737577592,0.687970307402197,0.7420648405799781
129,AT5G19160,LOC25499107,35,0.7438094364431398,0.7416324942380795,0.7427209653406097
130,AT5G19160,LOC25486110,35,0.7978778705317555,0.6215331198180131,0.7097054951748842
131,AT3G02580,LOC25495643,36,0.86645873467266,0.7076356670358287,0.7870472008542444
132,AT1G44790,LOC11417927,37,0.8013332110203957,0.9015594600257416,0.8514463355230686
133,AT2G24240,LOC11437299,38,0.9171391003883436,0.8413900445987608,0.8792645724935522
134,AT4G30940,LOC11437299,38,0.632828792465523,0.6419707264509563,0.6373997594582397
135,AT4G39830,LOC11437438,39,0.9264165367091703,0.9171301146397678,0.9217733256744691
136,AT4G36050,LOC11443192,40,0.9123505488793077,0.7623035708940704,0.8373270598866891
137,AT4G09020,LOC11434670,41,0.8714674494694676,0.9651351432248796,0.9183012963471736
138,AT4G09020,LOC11428998,41,0.8944500504540868,0.8097758089137658,0.8521129296839263
139,AT2G39930,LOC11434670,41,0.7141546647096597,0.8838396839175073,0.7989971743135835
140,AT2G39930,LOC11428998,41,0.8273185946243463,0.9597653326947828,0.8935419636595645
141,AT1G55270,LOC11446637,42,0.869767299636119,0.9366637732347571,0.9032155364354381
142,AT1G55270,LOC11417985,42,0.9410145858178148,0.9065221946182167,0.9237683902180158
143,AT5G42850,LOC11419588,43,0.9480000135903265,0.954573119019825,0.9512865663050758
144,AT2G17705,LOC11423817,44,0.86489924471761,0.9194079439671945,0.8921535943424023
145,AT4G34270,LOC25485370,46,0.8729474360150445,0.9279894639169086,0.9004684499659765
146,AT1G08040,LOC11422678,47,0.8423202764272392,0.851507078930827,0.8469136776790331
147,AT1G08040,LOC25501853,47,0.8214781518515121,0.8876590140381334,0.8545685829448227
148,AT1G08040,LOC11419112,47,0.8377213099715622,0.6673351492112903,0.7525282295914263
149,AT1G67850,LOC11422678,47,0.6923218053389597,0.8303630758178934,0.7613424405784266
150,AT1G67850,LOC25501853,47,0.7128153380423815,0.7396390194259032,0.7262271787341423
151,AT1G67850,LOC11419112,47,0.8691496193009816,0.8674309317848484,0.8682902755429149
152,AT2G28310,LOC11422678,47,0.843622909213222,0.8278068783860637,0.8357148937996428
153,AT2G28310,LOC25501853,47,0.9616182001651224,0.8809961387650035,0.921307169465063
154,AT2G28310,LOC11419112,47,0.7974803534843898,0.5635068394743932,0.6804935964793914
155,AT3G27470,LOC11422678,47,0.8369752010518913,0.9105330898859588,0.873754145468925
156,AT3G27470,LOC25501853,47,0.8893496009540409,0.9113652009937442,0.9003574009738926
157,AT3G27470,LOC11419112,47,0.724997706632419,0.6987697925708641,0.7118837496016416
158,AT1G69830,LOC25502785,48,0.8989328196189952,0.9585800233470023,0.9287564214829988
159,AT2G33830,LOC11445594,49,0.933641833742742,0.9274746325840343,0.9305582331633881
160,AT1G28330,LOC11445594,49,0.9606254268211887,0.9371726181567841,0.9488990224889864
161,AT2G32090,LOC11444733,50,0.9572957968518009,0.8872160196354276,0.9222559082436143
162,AT5G55600,LOC11438423,51,0.913670849089618,0.9016492561884523,0.9076600526390352
163,AT5G55600,LOC11407168,51,0.9264865268901596,0.9443084198868569,0.9353974733885082
164,AT5G55600,LOC25489108,51,0.9038382479351198,0.8812296087880511,0.8925339283615854
165,AT1G68580,LOC11438423,51,0.9094823104913922,0.8571163458948188,0.8832993281931054
166,AT1G68580,LOC11407168,51,0.9399076537320735,0.8782962674728366,0.9091019606024551
167,AT1G68580,LOC25489108,51,0.9120141883007674,0.8438205274027957,0.8779173578517816
168,AT1G03030,LOC25499198,52,0.9081674464116442,0.8515849022718429,0.8798761743417436
169,AT1G07220,LOC25490886,53,0.7789315964896187,0.5928582118590798,0.6858949041743493
170,AT5G60620,LOC11438241,54,0.9459866067333271,0.9055224640067048,0.925754535370016
171,AT5G60620,LOC25488230,54,0.9019967587071522,0.8193480798587207,0.8606724192829365
172,AT5G04360,LOC25484818,55,0.8305170779439196,0.9882127570415157,0.9093649174927176
173,AT5G36210,LOC11443524,56,0.8977830780050761,0.9101858780568111,0.9039844780309436
174,AT5G52820,LOC25483544,57,0.9925266795095251,0.9709000568709031,0.9817133681902142
175,AT2G23390,LOC25494374,58,0.9776744912970948,0.9791792630728248,0.9784268771849598
176,AT1G80750,LOC11410884,59,0.9696358132281442,0.9684516148343261,0.9690437140312351
177,AT3G52390,LOC25499497,60,0.8768125248448155,0.9635726899937143,0.9201926074192649
178,AT2G16430,LOC25485616,61,0.8168119132801273,0.6470412164386842,0.7319265648594058
179,AT2G16430,LOC25491935,61,0.8798275387579121,0.8471848902990212,0.8635062145284667
180,AT2G27190,LOC25485616,61,0.8079503409473138,0.4014427250142177,0.6046965329807658
181,AT2G27190,LOC25491935,61,0.8832278384246094,0.8328594091412493,0.8580436237829294
182,AT2G03880,LOC25493359,62,0.851461129967689,0.95409021521147,0.9027756725895795
183,AT3G09320,LOC25491588,63,0.9336024217961655,0.9340716573378431,0.9338370395670044
184,AT3G09320,LOC11415204,63,0.9583707916704889,0.9005357837708402,0.9294532877206645
185,AT5G04270,LOC25491588,63,0.8298565880806043,0.9080247837409081,0.8689406859107562
186,AT5G04270,LOC11415204,63,0.8808916613154756,0.8687838606363555,0.8748377609759155
187,AT5G39680,LOC11422995,64,0.8319454212491548,0.8383070430123619,0.8351262321307584
188,AT3G01435,LOC11413700,65,0.9022230376418066,0.7071806998114281,0.8047018687266173
189,AT3G01435,LOC11414265,65,0.9277375164358009,0.9306893352090755,0.9292134258224383
190,AT3G57630,LOC25483423,66,0.8135278109041983,0.8930168517465353,0.8532723313253668
191,AT2G38600,LOC25500346,67,0.8687276396660857,0.8919931754916339,0.8803604075788598
192,AT2G38600,LOC11431124,67,0.6155092804941442,0.5055523960609417,0.5605308382775429
193,AT2G38600,LOC11431123,67,0.6950004586735161,0.7327127420754886,0.7138566003745024
194,AT5G24780,LOC25500346,67,0.35105647799896034,0.5840881199676734,0.46757229898331687
195,AT5G24780,LOC11431124,67,0.6826346206770021,0.639659971863869,0.6611472962704356
196,AT5G24780,LOC11431123,67,0.7434975384521297,0.6686581460085605,0.7060778422303451
197,AT5G24770,LOC25500346,67,0.26286273430572116,0.5190996438085546,0.39098118905713786
198,AT5G24770,LOC11431124,67,0.7034828608996117,0.6995899308569546,0.7015363958782832
199,AT5G24770,LOC11431123,67,0.6256734856129408,0.5614415277320483,0.5935575066724945
200,AT5G63800,LOC11424010,68,0.3294682445035624,0.4810619892843246,0.4052651168939435
201,AT5G63800,LOC11408949,68,0.4969513500290493,0.653398784758598,0.5751750673938236
202,AT1G77410,LOC11424010,68,0.5334882630543579,0.4225987009488461,0.478043482001602
203,AT1G77410,LOC11408949,68,0.7561521708847643,0.7035469484270706,0.7298495596559174
204,AT2G14835,LOC11413192,69,0.944959178057059,0.9426022927953546,0.9437807354262068
205,AT5G15520,LOC11429530,70,0.9817570253493564,0.9810889281331376,0.981422976741247
206,AT5G15520,LOC25488609,70,0.9814512430052289,0.97177407285462,0.9766126579299245
207,AT3G02080,LOC11429530,70,0.9697520105189126,0.9778323206321651,0.9737921655755388
208,AT3G02080,LOC25488609,70,0.9748341130783108,0.9731509473495166,0.9739925302139136
209,AT5G61170,LOC11429530,70,0.9842522092774363,0.9760244245562573,0.9801383169168467
210,AT5G61170,LOC25488609,70,0.9834204813014097,0.966972971355024,0.9751967263282169
211,AT3G18620,LOC11441601,71,0.7972112650215577,0.8651082043760664,0.831159734698812
212,AT3G18620,LOC25482761,71,0.8004036326942482,0.7859319345086654,0.7931677836014568
213,AT3G27080,LOC25495759,72,0.9246796929945265,0.9714747523122512,0.9480772226533889
214,AT3G27080,LOC11446405,72,0.929297006390851,0.9571971624412583,0.9432470844160546
215,AT5G40930,LOC25495759,72,0.9338225850839372,0.880942261067377,0.9073824230756571
216,AT5G40930,LOC11446405,72,0.9454423141607803,0.899087072345775,0.9222646932532776
217,AT1G27390,LOC25495759,72,0.9186802434027459,0.9775449729114909,0.9481126081571184
218,AT1G27390,LOC11446405,72,0.9091581812066172,0.9671585500912927,0.9381583656489549
219,AT5G10370,LOC11415010,73,0.9925878359783505,0.986482684306624,0.9895352601424873
220,AT4G01020,LOC11415010,73,0.9915848698896126,0.9865904397018768,0.9890876547957447
221,AT1G53400,LOC11405273,74,0.8012414763171575,0.8337214523032715,0.8174814643102145
222,AT5G45740,LOC11405273,74,0.8599700333302754,0.7651231704031848,0.8125466018667301
223,AT3G45620,LOC25485648,75,0.7373880072164632,0.8068364811877039,0.7721122442020836
224,AT3G45620,LOC11408884,75,0.6781640828058588,0.8336556017839504,0.7559098422949047
225,AT4G38480,LOC25485648,75,0.7712136501238418,0.8294711006016343,0.8003423753627381
226,AT4G38480,LOC11408884,75,0.8488517872978014,0.8355712532551108,0.8422115202764562
227,AT4G35140,LOC25485648,75,0.9106626303397243,0.8899877278577628,0.9003251790987435
228,AT4G35140,LOC11408884,75,0.7965507751582424,0.8805890628273818,0.8385699189928121
229,AT3G49940,LOC11415147,77,0.7739779225147541,0.8383369750665988,0.8061574487906764
230,AT3G49940,LOC11421111,77,0.6883833287465982,0.647993055763417,0.6681881922550077
231,AT3G49940,LOC11407764,77,0.6180595052441672,0.7759286419826993,0.6969940736134332
232,AT5G67420,LOC11415147,77,0.6943773422078164,0.8105360830913826,0.7524567126495996
233,AT5G67420,LOC11421111,77,0.7286181695868881,0.8030231374779251,0.7658206535324066
234,AT5G67420,LOC11407764,77,0.7226859921108155,0.7878236403364364,0.7552548162236259
235,AT4G37540,LOC11415147,77,0.563373390820414,0.8732197910742615,0.7182965909473378
236,AT4G37540,LOC11421111,77,0.6162193750488403,0.759082881858182,0.6876511284535112
237,AT4G37540,LOC11407764,77,0.6715795696623144,0.7912119488760513,0.7313957592691829
238,AT5G13520,LOC11431046,78,0.9232241690364799,0.9623813942350864,0.9428027816357831
239,AT3G59220,LOC11425880,79,0.64774485521206,0.7782094645155497,0.7129771598638048
240,AT3G59220,LOC25499793,79,0.7273522306822003,0.7942231135322817,0.7607876721072411
241,AT2G43120,LOC11425880,79,0.7769256643121426,0.7547666796372235,0.7658461719746831
242,AT2G43120,LOC25499793,79,0.8729229734275143,0.8266155826274357,0.849769278027475
243,AT1G50590,LOC11425880,79,0.6513469712258814,0.6081594779849742,0.6297532246054278
244,AT1G50590,LOC25499793,79,0.6215576552609852,0.8506869406447364,0.7361222979528608
245,AT5G64320,LOC11432439,80,0.7500161385126067,0.6359424107276482,0.6929792746201275
246,AT1G42480,LOC11422510,81,0.9316270678531021,0.9505163279355862,0.9410716978943441
247,AT3G16800,LOC11429766,82,0.4666422040791365,0.6595647879313957,0.5631034960052661
248,AT3G16800,LOC25488057,82,0.6605632510778828,0.7891406507228591,0.724851950900371
249,AT3G16800,LOC11407499,82,0.45304712105923006,0.6778832051243677,0.5654651630917988
250,AT3G16800,LOC25494091,82,0.6744029599730912,0.7757670088898201,0.7250849844314556
251,AT3G05640,LOC11429766,82,0.5455034706296058,0.67329162800443,0.6093975493170178
252,AT3G05640,LOC25488057,82,0.46001284285845334,0.744009099344488,0.6020109711014707
253,AT3G05640,LOC11407499,82,0.6777115249365502,0.7120835702954293,0.6948975476159898
254,AT3G05640,LOC25494091,82,0.428706846466685,0.8707114849292107,0.6497091656979479
255,AT5G27930,LOC11429766,82,0.8933057449707298,0.8316321949175371,0.8624689699441335
256,AT5G27930,LOC25488057,82,0.7504034628151682,0.773426322248496,0.7619148925318321
257,AT5G27930,LOC11407499,82,0.5423355655444455,0.4856595528151097,0.5139975591797776
258,AT5G27930,LOC25494091,82,0.6878879613491117,0.6213355682600498,0.6546117648045807
259,AT4G10170,LOC11406993,83,0.8352872825123078,0.8878445927744021,0.8615659376433549
260,AT1G33475,LOC11406993,83,0.6771943159430546,0.7167110658804513,0.6969526909117529
261,AT2G03280,LOC25495439,84,0.8403755007185885,0.7879074500882995,0.814141475403444
262,AT2G03280,LOC11408902,84,0.8715530685258234,0.8497530605525457,0.8606530645391846
263,AT2G03280,LOC25492967,84,0.8908662813809131,0.8407075937621599,0.8657869375715365
264,AT2G03280,LOC11411703,84,0.7433874568082439,0.6705618246580263,0.7069746407331351
265,AT2G03280,LOC25493921,84,0.7913647066018408,0.726055853213206,0.7587102799075234
266,AT1G14020,LOC25495439,84,0.8478243586215333,0.7733425124966326,0.8105834355590829
267,AT1G14020,LOC11408902,84,0.9792373788337462,0.8873836391391541,0.9333105089864502
268,AT1G14020,LOC25492967,84,0.9221600464789164,0.9103774432039271,0.9162687448414217
269,AT1G14020,LOC11411703,84,0.8265786013515579,0.7021521146996319,0.7643653580255949
270,AT1G14020,LOC25493921,84,0.9118246032474085,0.7441707324373672,0.8279976678423879
271,AT5G15740,LOC25495439,84,0.6256367917316454,0.656595528151097,0.6411161599413713
272,AT5G15740,LOC11408902,84,0.8173990153808519,0.8908497710197851,0.8541243932003185
273,AT5G15740,LOC25492967,84,0.7321224352505886,0.8183722948905984,0.7752473650705936
274,AT5G15740,LOC11411703,84,0.7796899367030548,0.6991948277410279,0.7394423822220413
275,AT5G15740,LOC25493921,84,0.87113720453781,0.8737346224071357,0.8724359134724728
276,AT3G02250,LOC25495439,84,0.42945907103323855,0.6723816935556287,0.5509203822944336
277,AT3G02250,LOC11408902,84,0.7965568908051249,0.7989643509234038,0.7977606208642644
278,AT3G02250,LOC25492967,84,0.7533804238143289,0.7592684605944506,0.7563244422043898
279,AT3G02250,LOC11411703,84,0.7745650246154786,0.7211649555508995,0.7478649900831891
280,AT3G02250,LOC25493921,84,0.834198697367214,0.8361698943398485,0.8351842958535312
281,AT5G13710,LOC11415411,85,0.9067914258630706,0.8819000868029573,0.8943457563330139
282,AT2G13600,LOC11429488,87,0.9564192207986355,0.9373103056062737,0.9468647632024546
283,AT2G13600,LOC25485217,87,0.9422920764999473,0.928600077823341,0.9354460771616442
284,AT5G46680,LOC11445614,88,0.7702385442042353,0.8342422700469934,0.8022404071256144
285,AT5G06980,LOC11423831,89,0.9893893526587775,0.8990152354156066,0.944202294037192
286,AT3G12320,LOC11423831,89,0.9784362290921322,0.934927714089018,0.9566819715905751
287,AT1G25220,LOC25482615,90,0.6398434394398067,0.7915292286509623,0.7156863340453845
288,AT5G57890,LOC25482615,90,0.8965721799223313,0.8476518303451166,0.8721120051337239
289,AT5G06310,LOC11416749,91,0.883992294284928,0.8507228591098207,0.8673575766973743
290,AT2G05210,LOC11416749,91,0.7957985505916888,0.786404860965608,0.7911017057786485
291,AT3G04130,LOC11424420,92,0.6481607192000733,0.6208746146248016,0.6345176669124375
292,AT3G04130,LOC25497864,92,0.7463718924869278,0.8216887665000449,0.7840303294934863
293,AT1G44446,LOC11422505,94,0.8966829410825374,0.9845371007812267,0.9406100209318821
294,AT5G59290,LOC11417070,95,0.9686756566675839,0.8778353138375886,0.9232554852525863
295,AT5G59290,LOC11420132,95,0.9778368956976424,0.9793169505223144,0.9785769231099783
296,AT2G28760,LOC11417070,95,0.8572852643488365,0.9258283696010057,0.8915568169749211
297,AT2G28760,LOC11420132,95,0.941393755924533,0.9807237570714478,0.9610587564979904
298,AT3G46440,LOC11417070,95,0.7881539919885026,0.8710586967583586,0.8296063443734305
299,AT3G46440,LOC11420132,95,0.7816285967648228,0.957508455805322,0.8695685262850723
300,AT3G25070,LOC25498261,96,0.8760480689844968,0.9447394414678679,0.9103937552261824
301,AT3G25070,LOC25500328,96,0.8429929975843196,0.8597563530785117,0.8513746753314156
302,AT3G04380,LOC25484214,98,0.8873253218359172,0.8455386273159926,0.8664319745759549
303,AT3G04380,LOC11437947,98,0.8469742837048588,0.8390134394923523,0.8429938615986056
304,AT5G43990,LOC25484214,98,0.9218175702534935,0.833601724086324,0.8777096471699088
305,AT5G43990,LOC11437947,98,0.8053267284347001,0.8541770181687569,0.8297518733017285
306,AT2G43080,LOC11440759,100,0.841928875026756,0.7927471306800231,0.8173380028533895
307,AT1G79080,LOC25487021,101,0.9755679907042167,0.9802987219012841,0.9779333563027504
308,AT4G21770,LOC25486124,102,0.9409901232302847,0.9334849890748002,0.9372375561525425
309,AT4G21770,LOC11434179,102,0.9575696419288751,0.9788140920111348,0.9681918669700049
310,AT5G59440,LOC11405368,103,0.8697917622236492,0.9136194172561618,0.8917055897399055
