,arabidopsis,cucumber,Group Number,Species 1 Score,Species 2 Score,Total Score
47,AT4G33865,LOC101216387,17,0.9821179732243825,0.9791058256811681,0.9806118994527753
48,AT4G33865,LOC101211861,17,0.9715171633896327,0.9848201113954539,0.9781686373925433
49,AT3G43980,LOC101220987,17,0.9731951993579688,0.920454279358389,0.9468247393581789
50,AT3G43980,LOC101216387,17,0.9814321672199321,0.9777209092277586,0.9795765382238453
51,AT3G43980,LOC101211861,17,0.964775836282056,0.9836459430979979,0.974210889690027
52,AT3G44010,LOC101220987,17,0.9788348593732901,0.9315068493150684,0.9551708543441793
53,AT3G44010,LOC101216387,17,0.9804983037245103,0.9818997440915249,0.9811990239080176
54,AT3G44010,LOC101211861,17,0.9761135227811623,0.9839771187716393,0.9800453207764008
55,AT2G20825,LOC101203622,18,0.4256739503155437,0.5046454914948065,0.4651597209051751
56,AT4G28190,LOC101203622,18,0.8065370444679532,0.7666957699834412,0.7866164072256971
57,AT5G08170,LOC101210752,19,0.6783350964870682,0.7401776305885895,0.7092563635378288
58,AT1G71930,LOC101204760,20,0.831299018713749,0.878639169050128,0.8549690938819385
59,AT1G71930,LOC101221404,20,0.9891511326742786,0.9645762456721362,0.9768636891732074
60,AT5G66300,LOC101204760,20,0.6100536241929012,0.843817552310703,0.726935588251802
61,AT5G66300,LOC101221404,20,0.731740415131507,0.8045943097997892,0.7681673624656481
62,AT4G36160,LOC101204760,20,0.8211140699668041,0.8657714887851874,0.8434427793759958
63,AT4G36160,LOC101221404,20,0.7934994345748367,0.8836609965377088,0.8385802155562727
64,AT1G62700,LOC101204760,20,0.8072666253237515,0.9340117416829746,0.8706391835033631
65,AT1G62700,LOC101221404,20,0.8424980848502536,0.8557097696823724,0.849103927266313
66,AT2G18060,LOC101204760,20,0.8011381461350454,0.8953003161222339,0.8482192311286396
67,AT2G18060,LOC101221404,20,0.8043555977091161,0.8158904109589041,0.8101230043340102
68,AT1G12260,LOC101204760,20,0.829927406704848,0.8476953183802499,0.838811362542549
69,AT1G12260,LOC101221404,20,0.9904278991719256,0.9451573084449797,0.9677926038084527
70,AT5G07590,LOC101221770,21,0.8938313938642249,0.7596688243263586,0.8267501090952918
71,AT5G63080,LOC101207085,23,0.7711596687702914,0.6665783531536956,0.7188690109619935
72,AT5G16940,LOC101209467,24,0.7264801371612009,0.7555682673490893,0.7410242022551451
73,AT1G08480,LOC101222313,25,0.9929376573158721,0.9956766521150083,0.9943071547154403
74,AT5G08565,LOC101205210,26,0.8593441068106373,0.9231311154598826,0.89123761113526
75,AT5G63670,LOC101205210,26,0.8200124028745486,0.8743700135480957,0.8471912082113222
76,AT3G20740,LOC101214918,27,0.9222996388574763,0.8253319283456271,0.8738157836015517
77,AT1G10900,LOC101215596,31,0.742662240542808,0.8828180039138943,0.8127401222283512
78,AT1G60890,LOC101215596,31,0.8574982672454674,0.8943609814842691,0.8759296243648682
79,AT3G21740,LOC101213873,32,0.8024659832925984,0.7735601384916453,0.7880130608921219
80,AT5G07300,LOC101215724,35,0.9040893006967496,0.8919403883787446,0.8980148445377472
81,AT5G07300,LOC101214599,35,0.7390654069237224,0.5270309599076722,0.6330481834156974
82,AT1G08860,LOC101215724,35,0.5436025892013927,0.7031160620201716,0.6233593256107821
83,AT1G08860,LOC101214599,35,0.9513734359610404,0.9804138023316106,0.9658936191463254
84,AT3G58670,LOC101222745,36,0.8287454857184549,0.811067288875508,0.8199063872969814
85,AT2G42670,LOC101222745,36,0.8050632911392406,0.8284811079331628,0.8167721995362016
86,AT3G06080,LOC101220391,37,0.38648816255061463,0.6725876862863164,0.5295379244184655
87,AT5G06230,LOC101220391,37,0.539663663225477,0.4981544482914346,0.5189090557584558
88,AT5G19160,LOC101220391,37,0.8089592529092037,0.8221646846304381,0.8155619687698209
89,AT3G02580,LOC101204738,38,0.7610476781089264,0.5263766370615686,0.6437121575852475
90,AT1G44790,LOC101217290,39,0.7586838361361398,0.8867800692458228,0.8227319526909813
91,AT2G24240,LOC101210455,40,0.742251243327375,0.8791570073761855,0.8107041253517803
92,AT4G30940,LOC101210455,40,0.6246233538831941,0.7330663856691254,0.6788448697761598
93,AT4G39830,LOC101212801,41,0.9421077590924014,0.8982956161038353,0.9202016875981184
94,AT4G36050,LOC101222374,42,0.9430562142049392,0.9397019418937227,0.941379078049331
95,AT4G09020,LOC101205766,43,0.935256994856455,0.8420773746801143,0.8886671847682847
96,AT4G09020,LOC101209348,43,0.9919673147776602,0.9223423152190275,0.9571548149983439
97,AT2G39930,LOC101205766,43,0.9118812242366761,0.9751196748457022,0.9435004495411892
98,AT2G39930,LOC101209348,43,0.7667092255499215,0.9274785488484119,0.8470938871991667
99,AT1G55270,LOC101212742,44,0.8033268887024404,0.8681198253800994,0.8357233570412699
100,AT1G55270,LOC101215756,44,0.8935687447561377,0.795748908625621,0.8446588266908793
101,AT2G17705,LOC101222015,45,0.8723890125123116,0.9023091976516634,0.8873491050819875
102,AT4G01870,LOC101214858,46,0.8717032065078613,0.9248953785940087,0.898299292550935
103,AT4G34270,LOC101218043,47,0.9098311020318827,0.9226012343820563,0.9162161682069695
104,AT1G08040,LOC101219968,48,0.7716630795607923,0.9103959054643986,0.8410294925125954
105,AT1G08040,LOC101222926,48,0.6464305256630065,0.7405890912740228,0.6935098084685147
106,AT1G08040,LOC101216740,48,0.8648159632291249,0.8389944302273069,0.8519051967282159
107,AT1G67850,LOC101219968,48,0.5924634297596031,0.847279843444227,0.7198716366019151
108,AT1G67850,LOC101222926,48,0.8393754787874366,0.8958268519912356,0.8676011653893361
109,AT1G67850,LOC101216740,48,0.32702732280304964,0.547927141351799,0.4374772320774243
110,AT2G28310,LOC101219968,48,0.8676905118009703,0.8374108083697125,0.8525506600853414
111,AT2G28310,LOC101222926,48,0.5997008718491226,0.5495776673858865,0.5746392696175046
112,AT2G28310,LOC101216740,48,0.8663480830263014,0.8778563901851573,0.8721022366057294
113,AT3G27470,LOC101219968,48,0.8748404041877941,0.9569290982989613,0.9158847512433776
114,AT3G27470,LOC101222926,48,0.8055302228869514,0.7644805726997508,0.7850053977933511
115,AT3G27470,LOC101216740,48,0.7292890234560245,0.7730543429173566,0.7511716831866906
116,AT1G69830,LOC101202976,49,0.8476781089264218,0.8862020171609213,0.8669400630436715
117,AT2G33830,LOC101202889,50,0.8546472273900867,0.8186000301068794,0.8366236287484831
118,AT1G28330,LOC101202889,50,0.8655017692335754,0.8420833960559988,0.8537925826447871
119,AT2G32090,LOC101211159,51,0.7793893408236968,0.8425169351196748,0.8109531379716859
120,AT5G55600,LOC101211122,52,0.7957173603764637,0.7076381153093482,0.7516777378429059
121,AT5G55600,LOC101209069,52,0.9098238062233247,0.828685834713232,0.8692548204682784
122,AT1G68580,LOC101211122,52,0.9400357494619341,0.7055848261327713,0.8228102877973527
123,AT1G68580,LOC101209069,52,0.8781308138474446,0.8379406894475387,0.8580357516474917
124,AT1G03030,LOC101208476,53,0.8022762922700908,0.6582808971850067,0.7302785947275487
125,AT5G60620,LOC101211796,55,0.9316382738116952,0.8147222640373325,0.8731802689245138
126,AT5G04360,LOC101205969,56,0.9469375843577865,0.8575763962065333,0.9022569902821599
127,AT5G36210,LOC101221995,57,0.7575675774267684,0.7267680264940538,0.7421678019604111
128,AT5G36210,LOC101211004,57,0.9289023456024514,0.9178624115610416,0.9233823785817465
129,AT5G52820,LOC101217619,58,0.94801006821581,0.9667559837422851,0.9573830259790476
130,AT2G23390,LOC101210646,59,0.9752161383285302,0.964714737317477,0.9699654378230036
131,AT1G80750,LOC116402414,60,0.9842775325575457,0.9865542676501581,0.9854159001038518
132,AT1G80750,LOC101215064,60,0.9943165651333309,0.9863314767424356,0.9903240209378832
133,AT3G52390,LOC101209174,61,0.8051727282676103,0.8220924281198254,0.8136325781937179
134,AT2G16430,LOC101211612,62,0.7575019151497465,0.7343670028601536,0.74593445900495
135,AT2G16430,LOC101210805,62,0.6029693940830992,0.8335209995483969,0.718245196815748
136,AT2G16430,LOC101202948,62,0.5973151424506621,0.7520758693361433,0.6746955058934028
137,AT2G27190,LOC101211612,62,0.8967059424360705,0.7434954087008881,0.8201006755684793
138,AT2G27190,LOC101210805,62,0.9164119213511837,0.8261086858347133,0.8712603035929485
139,AT2G27190,LOC101202948,62,0.5091890708787802,0.5171037181996085,0.5131463945391943
140,AT2G03880,LOC101213511,63,0.9544084923211615,0.945626975763962,0.9500177340425617
141,AT3G09320,LOC101205417,64,0.8924160070039762,0.9044574907588606,0.8984367488814184
142,AT3G09320,LOC101223142,64,0.8657206434903149,0.8903688092729188,0.8780447263816169
143,AT5G04270,LOC101205417,64,0.6135920913435232,0.7985615602053958,0.7060768257744595
144,AT5G04270,LOC101223142,64,0.6232298544486192,0.863338852927894,0.7432843536882566
145,AT5G39680,LOC101217503,65,0.7785722102652026,0.6872196296853831,0.7328959199752929
146,AT3G01435,LOC101219653,66,0.8844927589100061,0.8959446033418635,0.8902186811259348
147,AT3G57630,LOC101206674,67,0.8859462461038355,0.9061749209694415,0.8960605835366385
148,AT2G38600,LOC101205971,68,0.5331412103746398,0.6060635255155804,0.5696023679451101
149,AT5G24780,LOC101205971,68,0.5032940575639295,0.522998645190426,0.5131463513771778
150,AT5G24770,LOC101205971,68,0.3976799328785613,0.5360951377389734,0.46688753530876737
151,AT5G63800,LOC101218881,69,0.4057490971436909,0.3460846003311757,0.3759168487374333
152,AT1G77410,LOC101218881,69,0.6192463429759604,0.744296251693512,0.6817712973347362
153,AT2G14835,LOC101215656,70,0.9212198591908949,0.9695920517838326,0.9454059554873637
154,AT5G15520,LOC101205192,71,0.9744938532812899,0.9816649104320337,0.9780793818566618
155,AT5G15520,LOC101223214,71,0.9749972640717907,0.9804124642480807,0.9777048641599357
156,AT3G02080,LOC101205192,71,0.9704592711487251,0.9751377389733554,0.9727985050610403
157,AT3G02080,LOC101223214,71,0.9728377047386277,0.9823754327863916,0.9776065687625097
158,AT5G61170,LOC101205192,71,0.9628424470141904,0.9744452807466506,0.9686438638804205
159,AT5G61170,LOC101223214,71,0.9603180972531281,0.9755231070299564,0.9679206021415423
160,AT3G18620,LOC101206712,72,0.856812461241017,0.7775523107029957,0.8171823859720063
161,AT3G27080,LOC101219886,73,0.9179367453398023,0.9808460033117568,0.9493913743257796
162,AT3G27080,LOC101215126,73,0.9573341115529129,0.9849706457925635,0.9711523786727383
163,AT5G40930,LOC101219886,73,0.8826469193448364,0.9290139996989313,0.9058304595218838
164,AT5G40930,LOC101215126,73,0.9230146280961588,0.9747343067891013,0.94887446744263
165,AT1G27390,LOC101219886,73,0.9640827344690476,0.9813277133825079,0.9727052239257777
166,AT1G27390,LOC101215126,73,0.9494765257359646,0.9773415625470421,0.9634090441415033
167,AT5G10370,LOC101205561,74,0.9906905482800131,0.9749089266897486,0.9827997374848809
168,AT4G01020,LOC101205561,74,0.9866632619560063,0.966135782026193,0.9763995219910997
169,AT1G53400,LOC101210253,75,0.6784210248989733,0.7008941743188318,0.6896575996089025
170,AT1G53400,LOC101206626,75,0.850691277860869,0.9202528977871444,0.8854720878240067
171,AT5G45740,LOC101210253,75,0.7444278262138402,0.7356555772994129,0.7400417017566265
172,AT5G45740,LOC101206626,75,0.7826870462919052,0.7371007075116663,0.7598938769017858
173,AT3G45620,LOC101210792,76,0.7216689567399084,0.6701249435496011,0.6958969501447547
174,AT3G45620,LOC101212571,76,0.6898268056112874,0.750588589492699,0.7202076975519932
175,AT4G38480,LOC101210792,76,0.5934994345748368,0.7257504139695921,0.6596249242722144
176,AT4G38480,LOC101212571,76,0.6438405136249225,0.7290320638265844,0.6864362887257534
177,AT4G35140,LOC101210792,76,0.8146426877758728,0.7843082944452807,0.7994754911105768
178,AT4G35140,LOC101212571,76,0.7953014992886586,0.829860003010688,0.8125807511496732
179,AT3G49940,LOC101206615,78,0.6262138401488345,0.6439319584525064,0.6350728993006705
180,AT3G49940,LOC101208953,78,0.6298982234706162,0.623615836218576,0.6267570298445961
181,AT5G67420,LOC101206615,78,0.644526319629373,0.8360861056751467,0.7403062126522599
182,AT5G67420,LOC101208953,78,0.5443110932769124,0.41314466355562246,0.4787278784162674
183,AT4G37540,LOC101206615,78,0.7401743698245359,0.8188228210146019,0.7794985954195689
184,AT4G37540,LOC101208953,78,0.6038667785357312,0.6211832003612825,0.6125249894485069
185,AT5G13520,LOC101214564,79,0.8089811403348776,0.8004275176877916,0.8047043290113346
186,AT5G13520,LOC101222193,79,0.35629810673767925,0.4536504591299112,0.4049742829337952
187,AT3G59220,LOC101205861,80,0.6976325101229344,0.8757489086256209,0.7866907093742777
188,AT3G59220,LOC101204082,80,0.4520555940612119,0.23188920668372723,0.34197240037246956
189,AT3G59220,LOC101216351,80,0.5768503994455185,0.5786676033251376,0.577759001385328
190,AT2G43120,LOC101205861,80,0.9183526064276073,0.8790124943549602,0.8986825503912838
191,AT2G43120,LOC101204082,80,0.3718819538175318,0.35024537106728887,0.36106366244241034
192,AT2G43120,LOC101216351,80,0.8956699376208368,0.6097178316356399,0.7526938846282383
193,AT1G50590,LOC101205861,80,0.7402619195272315,0.8350925786542225,0.787677249090727
194,AT1G50590,LOC101204082,80,0.2562433881734943,0.2617070600632245,0.2589752241183594
195,AT1G50590,LOC101216351,80,0.6848283661036735,0.53908709251175,0.6119577293077118
196,AT1G42480,LOC101206302,82,0.9619231751358844,0.9713322294144212,0.9666277022751528
197,AT3G16800,LOC101208725,83,0.6364060847043373,0.7019479150986001,0.6691769999014687
198,AT3G16800,LOC101214034,83,0.654652901907854,0.6659220231822971,0.6602874625450755
199,AT3G05640,LOC101208725,83,0.7193302447743771,0.38885443323799485,0.554092339006186
200,AT3G05640,LOC101214034,83,0.6688943202130376,0.5030076772542527,0.5859509987336451
201,AT5G27930,LOC101208725,83,0.5120636194506256,0.16505795574288723,0.33856078759675645
202,AT5G27930,LOC101214034,83,0.5271513515485353,0.46013548095739876,0.49364341625296704
203,AT4G10810,LOC101207351,84,0.9188195381753183,0.8995333433689598,0.909176440772139
204,AT4G10170,LOC101220426,85,0.7335368053275616,0.8443956043956043,0.788966204861583
205,AT1G33475,LOC101220426,85,0.531244300149564,0.6995754930001505,0.6154098965748573
206,AT2G03280,LOC101216054,86,0.817597490241856,0.8658196597922626,0.8417085750170593
207,AT2G03280,LOC101212213,86,0.7186225513442527,0.8131205780520849,0.7658715646981689
208,AT2G03280,LOC101208206,86,0.6933133914566082,0.7660059879237961,0.7296596896902021
209,AT2G03280,LOC101209424,86,0.800452340130595,0.7561282553063374,0.7782902977184663
210,AT1G14020,LOC101216054,86,0.8909495494838215,0.9300978473581214,0.9105236984209715
211,AT1G14020,LOC101212213,86,0.7422463794550032,0.7933704651512871,0.7678084223031452
212,AT1G14020,LOC101208206,86,0.8069383139386422,0.798855938581966,0.8028971262603042
213,AT1G14020,LOC101209424,86,0.774026921533579,0.6762848110793316,0.7251558663064552
214,AT5G15740,LOC101216054,86,0.837442089519571,0.8505313864217974,0.8439867379706842
215,AT5G15740,LOC101212213,86,0.8777806150366614,0.879783230468162,0.8787819227524116
216,AT5G15740,LOC101208206,86,0.7598511655054171,0.8339070366467627,0.7968791010760898
217,AT5G15740,LOC101209424,86,0.7077736840185314,0.7040975462893271,0.7059356151539292
218,AT3G02250,LOC101216054,86,0.7152591835990224,0.8254704199909679,0.7703648017949951
219,AT3G02250,LOC101212213,86,0.7107284864845147,0.8788378744543127,0.7947831804694137
220,AT3G02250,LOC101208206,86,0.7023747856856236,0.8390118253131952,0.7706933054994094
221,AT3G02250,LOC101209424,86,0.8006566227702185,0.7074454312810476,0.7540510270256331
222,AT5G13710,LOC101217389,87,0.5390872943493963,0.6010805024503655,0.5700838983998808
223,AT5G13710,LOC101217151,87,0.8388355889541459,0.891561041698028,0.8651983153260869
224,AT5G46680,LOC101204499,90,0.7320176558567103,0.785657082643384,0.7588373692500472
225,AT1G25220,LOC101210521,91,0.7004851712691059,0.5002679512268554,0.6003765612479807
226,AT5G57890,LOC101210521,91,0.7363513661401524,0.5280264940538913,0.6321889300970218
227,AT5G06310,LOC101220814,92,0.8156349177397585,0.7301339756134277,0.7728844466765932
228,AT2G05210,LOC101220814,92,0.7590924014153868,0.659304531085353,0.7091984662503699
229,AT3G04130,LOC101208612,93,0.7371830883157626,0.8014150233328315,0.7692990558242971
230,AT1G44446,LOC101205768,95,0.9850800714989238,0.9908107113586566,0.9879453914287902
231,AT5G59290,LOC101219906,96,0.42579797906102945,0.6359415926539214,0.5308697858574754
232,AT5G59290,LOC101210360,96,0.936096012840623,0.9231913292187265,0.9296436710296747
233,AT2G28760,LOC101219906,96,0.4747787951377489,0.5579707963269607,0.5163747957323548
234,AT2G28760,LOC101210360,96,0.8489321773529995,0.884311305133223,0.8666217412431112
235,AT3G46440,LOC101219906,96,0.8072593295151935,0.7067168447990365,0.7569880871571151
236,AT3G46440,LOC101210360,96,0.8802320067121439,0.9042721661899744,0.8922520864510591
237,AT3G25070,LOC101211635,97,0.6215299310546091,0.43063676049977423,0.5260833457771916
238,AT3G25070,LOC105436357,97,0.6314449348849086,0.6460575041396959,0.6387512195123022
239,AT3G25070,LOC101221990,97,0.7439390070404552,0.8798702058976032,0.8119046064690292
240,AT3G04380,LOC101208794,99,0.8431984824718198,0.8980460635255155,0.8706222729986677
241,AT5G43990,LOC101208794,99,0.9470105424433664,0.9801053740779768,0.9635579582606716
242,AT2G43080,LOC101206818,101,0.8070039762156641,0.8716724371518891,0.8393382066837767
243,AT1G79080,LOC101217669,102,0.9389340823696786,0.9405509558934216,0.93974251913155
244,AT4G21770,LOC116401618,103,0.9787983803305002,0.9345476441366852,0.9566730122335927
245,AT4G21770,LOC101221654,103,0.849793893408237,0.7647568869486678,0.8072753901784524
246,AT5G59440,LOC101212270,104,0.8471819939444789,0.8541863615836218,0.8506841777640504
247,AT1G11570,LOC101214765,105,0.5245686353190092,0.8939033569170556,0.7092359961180323
248,AT1G11570,LOC101222289,105,0.9257870353481924,0.8988776824393263,0.9123323588937593
249,AT1G27970,LOC101214765,105,0.9793820450151388,0.9569592051783833,0.968170625096761
250,AT1G27970,LOC101222289,105,0.7633312661875753,0.4756351715255825,0.6194832188565789
251,AT1G27310,LOC101214765,105,0.9735089191259622,0.9725003763359927,0.9730046477309775
252,AT1G27310,LOC101222289,105,0.877051034180863,0.4811480756686236,0.6790995549247434
253,AT4G35180,LOC101209528,106,0.12561558384707985,0.2934276682221888,0.2095216260346343
254,AT1G47670,LOC101209528,106,0.9598876445482071,0.817636609965377,0.888762127256792
255,AT5G16450,LOC101207435,107,0.5117790829168642,0.40116814692157154,0.4564736149192179
256,AT5G16450,LOC101210172,107,0.8756502389377303,0.8497004365497516,0.8626753377437409
257,AT5G56260,LOC101207435,107,0.7298653923321052,0.7896432334788499,0.7597543129054776
258,AT5G56260,LOC101210172,107,0.707897712764017,0.8171789853981635,0.7625383490810902
259,AT3G02770,LOC101207435,107,0.4754313646809908,0.5729700436549752,0.524200704167983
260,AT3G02770,LOC101210172,107,0.8995658993908,0.8162697576396207,0.8579178285152104
261,AT2G33680,LOC101213039,108,0.970014226826688,0.9568267349089267,0.9634204808678073
262,AT4G16760,LOC101222521,109,0.874001386203626,0.9293451753725727,0.9016732807880994
263,AT2G35690,LOC101222521,109,0.877984897676285,0.8493933463796477,0.8636891220279663
264,AT2G41835,SEF2,110,0.80886440739795,0.9174101393279476,0.8631372733629488
265,AT3G57480,SEF2,110,0.8306496917520884,0.8183718868650376,0.824510789308563
266,AT1G52640,LOC101211947,111,0.8467588370481158,0.9294079697210813,0.8880834033845986
267,AT2G29760,LOC101204967,112,0.9195053441797688,0.9431401475237092,0.931322745851739
268,AT4G08210,LOC101215031,113,0.9411228249370737,0.9403642932410056,0.9407435590890396
269,AT5G61430,LOC101214387,114,0.9521103126253967,0.5944242059310553,0.7732672592782259
270,AT5G61430,LOC101220421,114,0.9241819574654361,0.881282553063375,0.9027322552644055
271,AT5G61430,LOC101211988,114,0.9005289461204539,0.7343609814842691,0.8174449638023615
272,AT5G61430,LOC101206465,114,0.8847845912523254,0.7016468463043806,0.7932157187783531
273,AT5G07680,LOC101214387,114,0.7781052785174918,0.6096643082944453,0.6938847934059685
274,AT5G07680,LOC101220421,114,0.7247145514901688,0.8903808520246876,0.8075477017574282
275,AT5G07680,LOC101211988,114,0.6515740706963848,0.7999096793617342,0.7257418750290595
276,AT5G07680,LOC101206465,114,0.9012439353591362,0.7188800240855034,0.8100619797223199
277,AT5G18270,LOC101214387,114,0.7315264047471394,0.513942495860304,0.6227344503037218
278,AT5G18270,LOC101220421,114,0.6810069837100808,0.8388980882131567,0.7599525359616188
279,AT5G18270,LOC101211988,114,0.7293619815416044,0.7053740779768177,0.7173680297592111
280,AT5G18270,LOC101206465,114,0.8731704746734112,0.8009573987656179,0.8370639367195145
281,AT3G04060,LOC101214387,114,0.7921424141830519,0.5945687189522806,0.6933555665676663
282,AT3G04060,LOC101220421,114,0.7706781454054645,0.8899593557127804,0.8303187505591225
283,AT3G04060,LOC101211988,114,0.783226936125196,0.7519012494354961,0.767564092780346
284,AT3G04060,LOC101206465,114,0.9104074709079634,0.8084359476140298,0.8594217092609966
285,AT3G29035,LOC101214387,114,0.8757240076687055,0.6250188167996387,0.750371412234172
286,AT3G29035,LOC101220421,114,0.8222943696624067,0.93341562547042,0.8778549975664134
287,AT3G29035,LOC101211988,114,0.8508696198478419,0.8165166340508806,0.8336931269493613
288,AT3G29035,LOC101206465,114,0.8170657068625186,0.7200842992623814,0.76857500306245
289,AT5G39610,LOC101214387,114,0.8024368000583665,0.6386271262983592,0.7205319631783629
290,AT5G39610,LOC101220421,114,0.8096669463393281,0.9338250790305584,0.8717460126849432
291,AT5G39610,LOC101211988,114,0.7610257906832525,0.779521300617191,0.7702735456502218
292,AT5G39610,LOC101206465,114,0.7835187684675153,0.8102242962516935,0.7968715323596044
293,AT2G42810,LOC101212863,115,0.9328931528836684,0.9096492548547344,0.9212712038692014
294,AT1G73090,LOC101213828,116,0.9536716156568051,0.9762637362637362,0.9649676759602707
295,AT2G40390,LOC101220377,117,0.5913325794331157,0.6539515279241307,0.6226420536786232
296,AT2G40390,LOC101204288,117,0.5934556597234888,0.29477645642029204,0.4441160580718904
297,AT5G64190,LOC101220377,117,0.7688687848830846,0.8554267650158061,0.8121477749494453
298,AT5G64190,LOC101204288,117,0.6502900083901799,0.5675387626072558,0.6089143854987178
299,AT2G15020,LOC101220377,117,0.29531001106530963,0.40223393045310857,0.34877197075920907
300,AT2G15020,LOC101204288,117,0.9925136897741137,0.9891795875357519,0.9908466386549328
301,AT4G36720,LOC101217367,118,0.8489548754240689,0.9367032967032967,0.8928290860636827
302,AT2G40570,LOC101217117,119,0.7730565789953672,0.7588499172060816,0.7659532481007244
303,AT3G11950,LOC101209212,120,0.9137781344617518,0.8512900797832305,0.8825341071224911
304,AT1G01470,LOC101217321,121,0.5598236035619759,0.8765785204141369,0.7182010619880563
305,AT2G46140,LOC101217321,121,0.8153722686316711,0.5780119423955041,0.6966921055135876
306,AT3G44100,LOC101205019,123,0.6162404698500711,0.8314616889959355,0.7238510794230033
307,AT5G06480,LOC101205019,123,0.6451172801225695,0.718994430227307,0.6820558551749383
308,AT3G11780,LOC101205019,123,0.932973406777806,0.9326208038536805,0.9327971053157433
309,AT5G45620,LOC101208086,124,0.9076861343158356,0.9330061719102815,0.9203461531130586
310,AT4G19006,LOC101208086,124,0.8892715135154853,0.9117266295348487,0.9004990715251671
