,arabidopsis,maize,Group Number,Species 1 Score,Species 2 Score,Total Score
66,AT1G12260,Zm00001d050039,22,0.7929272735350305,0.8562311508901643,0.8245792122125974
67,AT5G07590,Zm00001d021902,23,0.9043493713625661,0.9156662450951779,0.9100078082288721
68,AT5G16940,Zm00001d005716,26,0.8534512121077494,0.8887829555404223,0.8711170838240858
69,AT1G08480,Zm00001d049691,27,0.9811075569772091,0.985206083600869,0.9831568202890391
70,AT5G08565,Zm00001d006907,28,0.9332647893223662,0.9179427311346758,0.925603760228521
71,AT5G63670,Zm00001d006907,28,0.7489575598332096,0.884833154976165,0.8168953574046873
72,AT3G20740,Zm00001d024698,29,0.9047344025352823,0.8606414372344909,0.8826879198848866
73,AT2G29390,Zm00001d048585,30,0.9312846290055407,0.8545643220806175,0.8929244755430791
74,AT2G29390,Zm00001d011765,30,0.8879622754072974,0.8152414307487758,0.8516018530780366
75,AT1G07420,Zm00001d048585,30,0.8163068106090897,0.8827642118234588,0.8495355112162742
76,AT1G07420,Zm00001d011765,30,0.7445133057887956,0.7817556831079547,0.7631344944483751
77,AT5G46590,Zm00001d030023,33,0.7509551734861611,0.6841348596383133,0.7175450165622372
78,AT5G07300,Zm00001d037872,34,0.8479021089976708,0.7787009112429873,0.8133015101203291
79,AT1G08860,Zm00001d037872,34,0.8280021324803412,0.8284722897817557,0.8282372111310484
80,AT3G58670,Zm00001d012699,35,0.7977105454114651,0.831416804488115,0.81456367494979
81,AT2G42670,Zm00001d012699,35,0.8793963895923111,0.7544313649187665,0.8169138772555389
82,AT3G06080,Zm00001d023378,36,0.39508640988049226,0.5972305996043713,0.4961585047424318
83,AT3G06080,Zm00001d044695,36,0.37340619307832423,0.6552582936083277,0.514332243343326
84,AT5G06230,Zm00001d023378,36,0.5606547504455008,0.6750591821513117,0.6178569662984063
85,AT5G06230,Zm00001d044695,36,0.7416983823754449,0.733774361967766,0.7377363721716055
86,AT5G19160,Zm00001d023378,36,0.8283908658758719,0.8171547167363881,0.82277279130613
87,AT5G19160,Zm00001d044695,36,0.7124150339864055,0.6796575542367934,0.6960362941115994
88,AT2G24240,Zm00001d025788,39,0.7287307299302501,0.7114440444920064,0.7200873872111282
89,AT4G30940,Zm00001d025788,39,0.48088912583114907,0.5708726529818076,0.5258808894064784
90,AT4G39830,Zm00001d020260,40,0.8203194912511186,0.7991568570224081,0.8097381741367633
91,AT4G36050,Zm00001d021318,41,0.8217538381472806,0.6131335733047962,0.7174437057260384
92,AT1G55270,Zm00001d027827,43,0.8669421120440712,0.8785420112202873,0.8727420616321793
93,AT2G17705,Zm00001d027550,45,0.7941156870585099,0.8844497771436189,0.8392827321010644
94,AT4G34270,Zm00001d013225,46,0.7353799221052321,0.8690080098582871,0.8021939659817596
95,AT1G08040,Zm00001d035696,47,0.8596783508818695,0.7232934461847781,0.7914858985333237
96,AT1G08040,Zm00001d042421,47,0.9046381447421031,0.8450562635794662,0.8748472041607847
97,AT1G08040,Zm00001d015968,47,0.9067150917410813,0.7856665693809385,0.84619083056101
98,AT1G67850,Zm00001d035696,47,0.9094013188375444,0.7916723416674774,0.8505368302525109
99,AT1G67850,Zm00001d042421,47,0.8006067414304119,0.8394072056296008,0.8200069735300064
100,AT1G67850,Zm00001d015968,47,0.80488439544817,0.7723708531958361,0.7886276243220031
101,AT2G28310,Zm00001d035696,47,0.8065751477186903,0.5986120569445796,0.702593602331635
102,AT2G28310,Zm00001d042421,47,0.9163445732817984,0.7613710801958686,0.8388578267388336
103,AT2G28310,Zm00001d015968,47,0.9022346616908793,0.7000486428640919,0.8011416522774856
104,AT3G27470,Zm00001d035696,47,0.7980807676929228,0.7163861594837371,0.75723346358833
105,AT3G27470,Zm00001d042421,47,0.835411866999232,0.868528066932581,0.8519699669659064
106,AT3G27470,Zm00001d015968,47,0.8406161344985815,0.8265849466549924,0.833600540576787
107,AT5G55600,Zm00001d050382,51,0.8790261673108535,0.9000097285728184,0.8895179479418359
108,AT5G55600,Zm00001d022103,51,0.9199748671959788,0.9147582449654637,0.9173665560807212
109,AT1G68580,Zm00001d050382,51,0.8161941572577318,0.8875701267957324,0.8518821420267322
110,AT1G68580,Zm00001d022103,51,0.7388663582186173,0.8676330382332912,0.8032496982259543
111,AT1G03030,Zm00001d041415,52,0.7989058344916001,0.8141907448843921,0.8065482896879961
112,AT1G07220,Zm00001d024854,53,0.6272453981370415,0.3753787837842707,0.5013120909606561
113,AT5G60620,Zm00001d047666,54,0.940897714988079,0.8869799267114181,0.9139388208497485
114,AT5G60620,Zm00001d021675,54,0.9299835621307033,0.8994649284949897,0.9147242453128466
115,AT5G04360,Zm00001d004438,55,0.7345150828557466,0.8647533806790544,0.7996342317674006
116,AT5G52820,Zm00001d039211,57,0.8959971566928784,0.9018322145474592,0.8989146856201689
117,AT2G23390,Zm00001d025470,58,0.9941134657248212,0.8661932094561727,0.9301533375904969
118,AT1G80750,Zm00001d031703,59,0.9600858069470624,0.9637318805331258,0.961908843740094
119,AT1G80750,Zm00001d052719,59,0.9718398354943737,0.9536855076693582,0.962762671581866
120,AT3G52390,Zm00001d007881,60,0.9734476579738475,0.9413691344813049,0.9574083962275761
121,AT2G16430,Zm00001d043291,61,0.6436869696565818,0.7600090800012972,0.7018480248289395
122,AT2G27190,Zm00001d043291,61,0.7315676903841637,0.8392515484645069,0.7854096194243353
123,AT3G09320,Zm00001d042899,63,0.8890285155778959,0.8651165807309401,0.8770725481544179
124,AT3G09320,Zm00001d018494,63,0.8345106401883691,0.7947919706845672,0.8146513054364681
125,AT5G04270,Zm00001d042899,63,0.9413678972855303,0.8158770308395759,0.8786224640625531
126,AT5G04270,Zm00001d018494,63,0.874039273179617,0.7925933132276162,0.8333162932036167
127,AT5G39680,Zm00001d039078,64,0.870442933937536,0.9396309628044233,0.9050369483709797
128,AT3G01435,Zm00001d015635,65,0.798658314451997,0.884885040697863,0.84177167757493
129,AT3G01435,Zm00001d053709,65,0.8278318302308707,0.856036579433797,0.8419342048323338
130,AT3G57630,Zm00001d048298,66,0.5936403216491182,0.8147355449622207,0.7041879333056694
131,AT2G38600,Zm00001d037680,67,0.6278821804611489,0.24933034990433572,0.43860626518274226
132,AT2G38600,Zm00001d010373,67,0.28113199164778535,0.28583195511885073,0.28348197338331804
133,AT5G24780,Zm00001d037680,67,0.6961215513794482,0.45758666536952364,0.5768541083744859
134,AT5G24780,Zm00001d010373,67,0.7291638899995557,0.396426370918053,0.5627951304588044
135,AT5G24770,Zm00001d037680,67,0.8145059436542843,0.6164218309174043,0.7154638872858443
136,AT5G24770,Zm00001d010373,67,0.7637579888679449,0.5891688555955509,0.6764634222317478
137,AT5G63800,Zm00001d010212,68,0.6143320449597939,0.827635632519376,0.7209838387395849
138,AT1G77410,Zm00001d010212,68,0.8037673819361144,0.8843791549113078,0.8440732684237111
139,AT2G14835,Zm00001d030421,69,0.8918337426933988,0.9274183610597658,0.9096260518765823
140,AT5G15520,Zm00001d047296,70,0.9568261584255188,0.9624729311469267,0.9596495447862228
141,AT5G15520,Zm00001d029543,70,0.9700297658714293,0.9771450602270721,0.9735874130492508
142,AT3G02080,Zm00001d047296,70,0.9718334888266915,0.9758046790832082,0.9738190839549499
143,AT3G02080,Zm00001d029543,70,0.9825181038695633,0.9738733772200062,0.9781957405447848
144,AT5G61170,Zm00001d047296,70,0.9707080130910599,0.9628692804098972,0.9667886467504785
145,AT5G61170,Zm00001d029543,70,0.9744842803619294,0.96776959857026,0.9711269394660946
146,AT3G18620,Zm00001d026600,71,0.8729989485687206,0.8116807730972533,0.842339860832987
147,AT3G18620,Zm00001d001855,71,0.7811393960934145,0.8879268411324058,0.8345331186129101
148,AT3G27080,Zm00001d042329,72,0.9389260168948294,0.9186561598080227,0.9287910883514261
149,AT5G40930,Zm00001d042329,72,0.8082211559820516,0.8722638388948342,0.8402424974384428
150,AT1G27390,Zm00001d042329,72,0.973714218016497,0.9296624185232026,0.9516883182698499
151,AT1G53400,Zm00001d005631,74,0.7964052474248395,0.8882122126017447,0.8423087300132921
152,AT1G53400,Zm00001d043565,74,0.8212714914034386,0.8556344650906379,0.8384529782470382
153,AT5G45740,Zm00001d005631,74,0.6897018970189702,0.7103868729124104,0.7000443849656903
154,AT5G45740,Zm00001d043565,74,0.7414922919721001,0.747433278204754,0.7444627850884271
155,AT3G45620,Zm00001d028715,75,0.6701141765516015,0.6532477218925318,0.6616809492220667
156,AT3G45620,Zm00001d047382,75,0.7626638233595451,0.8767519538217078,0.8197078885906264
157,AT4G38480,Zm00001d028715,75,0.9290632953167939,0.8086324869474981,0.868847891132146
158,AT4G38480,Zm00001d047382,75,0.6988569651504478,0.7431008204429743,0.7209788927967111
159,AT4G35140,Zm00001d028715,75,0.8161402105824337,0.6993870999124429,0.7577636552474383
160,AT4G35140,Zm00001d047382,75,0.8937313963303567,0.9497421928203132,0.921736794575335
161,AT3G49940,Zm00001d033347,77,0.8119291965753381,0.5494986181823424,0.6807139073788402
162,AT5G67420,Zm00001d033347,77,0.7771780176818162,0.7841734136120749,0.7806757156469455
163,AT4G37540,Zm00001d033347,77,0.6502880329349742,0.6553454904461812,0.6528167616905777
164,AT3G59220,Zm00001d020915,79,0.7041183526589364,0.6900022700003242,0.6970603113296303
165,AT3G59220,Zm00001d034829,79,0.5674470952359797,0.6776794110970586,0.6225632531665192
166,AT3G59220,Zm00001d008595,79,0.4918180875797829,0.7093686156240879,0.6005933516019354
167,AT2G43120,Zm00001d020915,79,0.8297915401740538,0.7065927295132471,0.7681921348436505
168,AT2G43120,Zm00001d034829,79,0.7888202743593921,0.8333430619061517,0.8110816681327719
169,AT2G43120,Zm00001d008595,79,0.7593505807553522,0.6614456659208094,0.7103981233380808
170,AT1G50590,Zm00001d020915,79,0.6620907192678485,0.7372117910302559,0.6996512551490521
171,AT1G50590,Zm00001d034829,79,0.5563996623572793,0.770671595810228,0.6635356290837537
172,AT1G50590,Zm00001d008595,79,0.6285485805677729,0.6940688134384019,0.6613086970030874
173,AT1G42480,Zm00001d054017,81,0.9040320379784593,0.9602036514576645,0.9321178447180619
174,AT3G16800,Zm00001d037949,82,0.5557396089183374,0.6796316113759444,0.6176856101471409
175,AT3G05640,Zm00001d037949,82,0.735563552356835,0.716755845250835,0.726159698803835
176,AT5G27930,Zm00001d037949,82,0.7084658200211978,0.5950384278626326,0.6517521239419153
177,AT4G10810,Zm00001d030748,83,0.9716668888000355,0.9153679021954146,0.9435173954977251
178,AT4G10810,Zm00001d018521,83,0.941379003953974,0.9005285857897979,0.920953794871886
179,AT4G10810,Zm00001d032533,83,0.9056599582389266,0.8313519473359925,0.8685059527874596
180,AT2G03280,Zm00001d037367,85,0.8141928413819658,0.6230502318643188,0.7186215366231423
181,AT2G03280,Zm00001d017906,85,0.9124942615546373,0.6993416999059571,0.8059179807302972
182,AT2G03280,Zm00001d048323,85,0.947132258207828,0.9048286149755165,0.9259804365916722
183,AT2G03280,Zm00001d027842,85,0.864928102832941,0.7383078769011253,0.8016179898670331
184,AT1G14020,Zm00001d037367,85,0.7640499355813231,0.7307066186723741,0.7473782771268486
185,AT1G14020,Zm00001d017906,85,0.8237482784663912,0.7267568181081169,0.7752525482872541
186,AT1G14020,Zm00001d048323,85,0.8816140210582434,0.9215747316535331,0.9015943763558882
187,AT1G14020,Zm00001d027842,85,0.7885956728419743,0.6902098128871161,0.7394027428645452
188,AT5G15740,Zm00001d037367,85,0.669865387178462,0.7198365599766514,0.6948509735775568
189,AT5G15740,Zm00001d017906,85,0.7353354954314572,0.7374841910691702,0.7364098432503137
190,AT5G15740,Zm00001d048323,85,0.8425814859241489,0.8462301780328826,0.8444058319785157
191,AT5G15740,Zm00001d027842,85,0.6654375286922268,0.5315367902195415,0.5984871594558842
192,AT3G02250,Zm00001d037367,85,0.5442267537429473,0.6495314070759153,0.5968790804094313
193,AT3G02250,Zm00001d017906,85,0.6768467216288088,0.6603366086195155,0.6685916651241621
194,AT3G02250,Zm00001d048323,85,0.6740414945133058,0.7721892531698933,0.7231153738415995
195,AT3G02250,Zm00001d027842,85,0.5804408395372009,0.5462982780426112,0.5633695587899061
196,AT5G13710,Zm00001d013035,86,0.7597672042294192,0.7167882738268962,0.7382777390281577
197,AT5G13710,Zm00001d019139,86,0.8876627126927008,0.937562019651717,0.912612366172209
198,AT5G46680,Zm00001d053026,88,0.8285066925610708,0.78861756980251,0.8085621311817903
199,AT5G06980,Zm00001d008222,89,0.7570305211248833,0.943859649122807,0.8504450851238452
200,AT3G12320,Zm00001d008222,89,0.909147452130259,0.9278918182702598,0.9185196352002594
201,AT1G25220,Zm00001d003395,90,0.7607979030609978,0.7460388494341214,0.7534183762475596
202,AT1G25220,Zm00001d033788,90,0.85418277133591,0.7493271070467296,0.8017549391913198
203,AT5G57890,Zm00001d003395,90,0.7855857656937225,0.6762006680286669,0.7308932168611947
204,AT5G57890,Zm00001d033788,90,0.5722821982318184,0.5605538800791257,0.5664180391554721
205,AT5G06310,Zm00001d025653,91,0.7989248744946466,0.8583779226254175,0.828651398560032
206,AT5G06310,Zm00001d026612,91,0.8131710278851423,0.8639880662840095,0.8385795470845758
207,AT2G05210,Zm00001d025653,91,0.7661824159225199,0.8406135486590783,0.8033979822907991
208,AT2G05210,Zm00001d026612,91,0.8908288536437278,0.7871323410189058,0.8389805973313168
209,AT3G04130,Zm00001d017124,92,0.9021613576791505,0.9431851347407335,0.9226732462099421
210,AT1G44446,Zm00001d011819,94,0.9899817850637522,0.9704899957842851,0.9802358904240187
211,AT5G59290,Zm00001d028653,95,0.9219804141835328,0.8537471219638746,0.8878637680737037
212,AT5G59290,Zm00001d047797,95,0.9151133197514645,0.8615234945033563,0.8883184071274104
213,AT2G28760,Zm00001d028653,95,0.8057665822559865,0.8514122644874663,0.8285894233717264
214,AT2G28760,Zm00001d047797,95,0.7973699409125239,0.8286733469533353,0.8130216439329296
215,AT3G46440,Zm00001d028653,95,0.8031120884979341,0.7822291403184486,0.7926706144081914
216,AT3G46440,Zm00001d047797,95,0.8164067706250833,0.8122320588902942,0.8143194147576887
217,AT3G04380,Zm00001d051126,98,0.8386486675171202,0.6387326912475273,0.7386906793823238
218,AT3G04380,Zm00001d031851,98,0.829509466054848,0.8116159159451308,0.8205626909999895
219,AT3G04380,Zm00001d049884,98,0.8084131426794361,0.8597593799656258,0.8340862613225309
220,AT5G43990,Zm00001d051126,98,0.8285870836850445,0.6895417842202549,0.7590644339526498
221,AT5G43990,Zm00001d031851,98,0.9350037762672708,0.8846126406589486,0.9098082084631097
222,AT5G43990,Zm00001d049884,98,0.9160780132391488,0.9310503615786231,0.923564187408886
223,AT4G21770,Zm00001d007090,101,0.8935473429675748,0.8390180627168661,0.8662827028422204
224,AT5G59440,Zm00001d006928,102,0.8751420066893877,0.8457178065311153,0.8604299066102514
225,AT1G11570,Zm00001d049826,103,0.7639737755691374,0.9600739371534196,0.8620238563612785
226,AT1G11570,Zm00001d031627,103,0.7765782575858545,0.8425527775075397,0.8095655175466971
227,AT1G27970,Zm00001d049826,103,0.9380445352723109,0.9192787884683983,0.9286616618703546
228,AT1G27970,Zm00001d031627,103,0.9350827570206485,0.9100755585822227,0.9225791578014355
229,AT1G27310,Zm00001d049826,103,0.9356997941564116,0.9310568472938353,0.9333783207251234
230,AT1G27310,Zm00001d031627,103,0.9299835621307033,0.9224892174984596,0.9262363898145815
231,AT4G35180,Zm00001d026131,104,0.4725776356124217,0.42945163277880466,0.45101463419561316
232,AT4G35180,Zm00001d002673,104,0.6592918388200275,0.6209034601290657,0.6400976494745466
233,AT1G47670,Zm00001d026131,104,0.7239474580538156,0.4318578331225476,0.5779026455881816
234,AT1G47670,Zm00001d002673,104,0.5674767130184963,0.5804844829263548,0.5739805979724255
235,AT5G16450,Zm00001d014883,105,0.8831023146297037,0.9792327398903914,0.9311675272600475
236,AT5G56260,Zm00001d014883,105,0.8104165741110964,0.9523364789052113,0.8813765265081539
237,AT3G02770,Zm00001d014883,105,0.8077991025811897,0.9458377922625417,0.8768184474218657
238,AT2G33680,Zm00001d044353,106,0.9743835799013728,0.9673963096280442,0.9708899447647086
239,AT4G16760,Zm00001d045606,107,0.564041050246568,0.463975094853585,0.5140080725500765
240,AT4G16760,Zm00001d045251,107,0.8965450856694359,0.8816940688134384,0.8891195772414371
241,AT2G35690,Zm00001d045606,107,0.41212403927317964,0.5436196776599539,0.47787185846656677
242,AT2G35690,Zm00001d045251,107,0.7416144653249811,0.758180108311444,0.7498972868182125
243,AT1G52640,Zm00001d005675,109,0.7273357323737172,0.8748192106884587,0.801077471531088
244,AT5G61430,Zm00001d028995,110,0.812208449953352,0.7586773464777161,0.785442898215534
245,AT5G61430,Zm00001d047554,110,0.8108460319575873,0.7827033181639661,0.7967746750607767
246,AT5G61430,Zm00001d003414,110,0.8193315266485998,0.7866977980996855,0.8030146623741427
247,AT5G61430,Zm00001d050893,110,0.720689501976987,0.729661491992458,0.7251754969847225
248,AT5G07680,Zm00001d028995,110,0.731055725857805,0.8159101800506606,0.7734829529542329
249,AT5G07680,Zm00001d047554,110,0.7062656418913916,0.8160038626037264,0.761134752247559
250,AT5G07680,Zm00001d003414,110,0.788055148311046,0.8319421474203067,0.8099986478656763
251,AT5G07680,Zm00001d050893,110,0.6648895997156693,0.8404653037399414,0.7526774517278054
252,AT5G18270,Zm00001d028995,110,0.794526633790928,0.8473514861295773,0.8209390599602526
253,AT5G18270,Zm00001d047554,110,0.7763827802212447,0.8599625990422761,0.8181726896317605
254,AT5G18270,Zm00001d003414,110,0.6415922519880937,0.7807763401109057,0.7111842960494996
255,AT5G18270,Zm00001d050893,110,0.7308365542671821,0.7584117409975957,0.7446241476323889
256,AT3G04060,Zm00001d028995,110,0.9559731662890399,0.8680337113064032,0.9120034387977216
257,AT3G04060,Zm00001d047554,110,0.8909502865520459,0.857786281271056,0.874368283911551
258,AT3G04060,Zm00001d003414,110,0.8634412901506064,0.8050004864286409,0.8342208882896236
259,AT3G04060,Zm00001d050893,110,0.9075125505353414,0.8041730944737073,0.8558428225045244
260,AT3G29035,Zm00001d028995,110,0.7586171880454168,0.7913004939953087,0.7749588410203627
261,AT3G29035,Zm00001d047554,110,0.7009640588209161,0.8352808494845658,0.7681224541527409
262,AT3G29035,Zm00001d003414,110,0.8404765078095746,0.7988195998313714,0.819648053820473
263,AT3G29035,Zm00001d050893,110,0.786250579133426,0.812187585414553,0.7992190822739895
264,AT5G39610,Zm00001d028995,110,0.8404638144742104,0.8437338983111918,0.8420988563927011
265,AT5G39610,Zm00001d047554,110,0.853051372043775,0.8368446274857404,0.8449479997647578
266,AT5G39610,Zm00001d003414,110,0.4429043197535801,0.7679865097123586,0.6054454147329693
267,AT5G39610,Zm00001d050893,110,0.7924830067972811,0.8354157111818363,0.8139493589895588
268,AT2G42810,Zm00001d037734,111,0.9563412730146037,0.9461945065992152,0.9512678898069095
269,AT2G37150,Zm00001d008649,112,0.8435990683091842,0.7332879333268477,0.788443500818016
270,AT2G37150,Zm00001d039769,112,0.8625756046787635,0.871835781690826,0.8672056931847947
271,AT2G37150,Zm00001d037536,112,0.8810571009691361,0.9179557025651004,0.8995064017671183
272,AT4G00070,Zm00001d008649,112,0.6432855429256868,0.6334662904951843,0.6383759167104356
273,AT4G00070,Zm00001d039769,112,0.5975768422789615,0.6917793559684795,0.6446780991237204
274,AT4G00070,Zm00001d037536,112,0.646903143504503,0.7381197911599702,0.6925114673322366
275,AT2G40390,Zm00001d008666,113,0.4402048704327793,0.6765184680740668,0.558361669253423
276,AT5G64190,Zm00001d008666,113,0.33725768951678586,0.4681972954567565,0.4027274924867712
277,AT2G15020,Zm00001d008666,113,0.04740326091785508,0.4235107176443882,0.23545698928112163
278,AT3G11950,Zm00001d005026,116,0.7367497445466258,0.8788208969744139,0.8077853207605199
279,AT3G11950,Zm00001d017157,116,0.8013572348838243,0.8588773226967604,0.8301172787902924
280,AT1G01470,Zm00001d009700,117,0.8584477320183037,0.9347780263968609,0.8966128792075823
281,AT1G01470,Zm00001d009382,117,0.781696210404727,0.8662897745493329,0.82399299247703
282,AT2G46140,Zm00001d009700,117,0.8118419298947088,0.6572299510328502,0.7345359404637795
283,AT2G46140,Zm00001d009382,117,0.8498933759829401,0.4577257479290751,0.6538095619560076
284,AT3G44100,Zm00001d018826,119,0.9112164657946344,0.9065516533169028,0.9088840595557686
285,AT5G06480,Zm00001d018826,119,0.7525767470789462,0.8055762738124835,0.7790765104457149
286,AT3G11780,Zm00001d018826,119,0.8962526100670842,0.87980168124151,0.8880271456542972
287,AT5G45620,Zm00001d030126,120,0.9415916173213255,0.9436391348055907,0.9426153760634581
288,AT5G45620,Zm00001d014436,120,0.9449553511928562,0.97945973992282,0.962207545557838
289,AT4G19006,Zm00001d030126,120,0.8766715536007819,0.9249408178486883,0.9008061857247351
290,AT4G19006,Zm00001d014436,120,0.9010062641610023,0.9702889386127055,0.9356476013868539
291,AT4G26680,Zm00001d030479,121,0.835265893642543,0.7907837986833999,0.8130248461629714
292,AT3G07720,Zm00001d019221,122,0.7160437412336652,0.6980186140026591,0.7070311776181621
293,AT4G11240,Zm00001d036285,125,0.9798747167799546,0.838142491163213,0.9090086039715839
294,AT4G11240,Zm00001d045213,125,0.9691412323959305,0.8024775432110776,0.885809387803504
295,AT1G64040,Zm00001d036285,125,0.8663074452758579,0.7757109965301423,0.8210092209030001
296,AT1G64040,Zm00001d045213,125,0.8139982102397136,0.6378830625547233,0.7259406363972185
297,AT1G14170,Zm00001d029328,126,0.8014127682260429,0.7080714725816389,0.7547421204038409
