,arabidopsis,mustard,Group Number,Species 1 Score,Species 2 Score,Total Score
79,AT1G08480,LOC103871591,26,0.9196687478774263,0.9007442753040636,0.910206511590745
80,AT5G08565,LOC103855061,27,0.8734815434050002,0.8749721220922695,0.8742268327486349
81,AT5G63670,LOC103855061,27,0.8976514537997334,0.9014911439018698,0.8995712988508016
82,AT3G20740,LOC103835815,28,0.925327202904987,0.9573299447628433,0.9413285738339152
83,AT2G29390,LOC103843947,30,0.8376342119700096,0.9030004408599361,0.8703173264149728
84,AT2G29390,LOC103836444,30,0.6594947621411218,0.7730504914291642,0.7162726267851429
85,AT1G07420,LOC103843947,30,0.7683325060738264,0.9209460335572209,0.8446392698155236
86,AT1G07420,LOC103836444,30,0.6593589174220852,0.7501257747465055,0.7047423460842954
87,AT1G10900,LOC103871866,32,0.6525510070795998,0.8090609683358835,0.7308059877077416
88,AT1G10900,LOC103838479,32,0.664019436244416,0.8698581468322917,0.7669387915383539
89,AT1G60890,LOC103871866,32,0.8925102536638888,0.8656570109696325,0.8790836323167607
90,AT1G60890,LOC103838479,32,0.8733456986859637,0.8577422784678821,0.8655439885769229
91,AT3G21740,LOC103869148,33,0.9060006792235953,0.940297191462877,0.9231489353432362
92,AT5G07300,LOC103847070,36,0.8933827947438544,0.8454189466040819,0.8694008706739682
93,AT5G07300,LOC103874630,36,0.6844901904438464,0.6779619016334869,0.6812260460386667
94,AT5G07300,LOC103855723,36,0.9058125865356984,0.9327403334975753,0.9192764600166369
95,AT1G08860,LOC103847070,36,0.46815341164723334,0.6183553331085813,0.5432543723779073
96,AT1G08860,LOC103874630,36,0.8679722853551846,0.9692464176528386,0.9186093515040116
97,AT1G08860,LOC103855723,36,0.6882044404968202,0.6072249163662768,0.6477146784315485
98,AT3G58670,LOC103862968,37,0.9371665926487108,0.9382121832940018,0.9376893879713564
99,AT3G58670,LOC103866672,37,0.7278298806133912,0.8171468582246311,0.7724883694190111
100,AT3G58670,LOC103841741,37,0.9219467593197314,0.9286792354970048,0.925312997408368
101,AT2G42670,LOC103862968,37,0.8540348493952297,0.8910194237701304,0.8725271365826801
102,AT2G42670,LOC103866672,37,0.8265785417591891,0.8400508285573507,0.8333146851582699
103,AT2G42670,LOC103841741,37,0.8010763081585204,0.8975856435258422,0.8493309758421813
104,AT3G06080,LOC103859139,38,0.9473706209671099,0.9644978086667877,0.9559342148169487
105,AT3G06080,LOC103854452,38,0.776195825387288,0.7734757916029149,0.7748358084951015
106,AT3G06080,LOC103845776,38,0.3849369105776013,0.7852700915432691,0.5851035010604352
107,AT5G06230,LOC103859139,38,0.5453838919512004,0.14225772153211796,0.34382080674165916
108,AT5G06230,LOC103854452,38,0.7478774262650539,0.5997769767381551,0.6738272015016045
109,AT5G06230,LOC103845776,38,0.4700815068314219,0.5936464303311636,0.5318639685812927
110,AT5G19160,LOC103859139,38,0.6105645393035346,0.36136510982599,0.4859648245647623
111,AT5G19160,LOC103854452,38,0.668486637581964,0.5558621405046549,0.6121743890433095
112,AT5G19160,LOC103845776,38,0.7778520860001568,0.8811960270739867,0.8295240565370717
113,AT3G02580,LOC103870908,39,0.8589879568431776,0.9033375690464458,0.8811627629448118
114,AT3G02580,LOC103843392,39,0.8914809686773427,0.8414356474157827,0.8664583080465627
115,AT1G44790,LOC103847733,40,0.8430627759345855,0.9102461035761521,0.8766544397553688
116,AT2G24240,LOC103842370,41,0.7200083596750176,0.8189218237194171,0.7694650916972174
117,AT4G30940,LOC103842370,41,0.5540479113874448,0.5112880313730914,0.5326679713802681
118,AT4G36050,LOC103870940,43,0.9350714490974164,0.8742252534944633,0.9046483512959398
119,AT4G09020,LOC103866998,44,0.7818699548055069,0.6588625813645912,0.7203662680850491
120,AT4G09020,LOC103858505,44,0.8709840904934821,0.964005082855735,0.9174945866746086
121,AT2G39930,LOC103866998,44,0.9555160793124167,0.9582116646352532,0.9568638719738349
122,AT2G39930,LOC103858505,44,0.9320410669035241,0.933912502269132,0.932976784586328
123,AT1G55270,LOC103832597,45,0.7836672849342982,0.8589870594642256,0.8213271721992619
124,AT1G55270,LOC103829795,45,0.878377178087202,0.935738181063769,0.9070576795754854
125,AT5G42850,LOC103828012,46,0.9141711004873574,0.9598350665179844,0.9370030835026709
126,AT2G17705,LOC103845930,47,0.9374591812743279,0.8743326899495049,0.9058959356119164
127,AT4G01870,LOC103858800,48,0.8896888633454375,0.8675993879826768,0.8786441256640571
128,AT4G34270,LOC103839702,49,0.8816612531965597,0.9331915666087498,0.9074264099026548
129,AT1G08040,LOC103864879,50,0.7108336163431647,0.7271440056015145,0.7189888109723396
130,AT1G08040,LOC103852432,50,0.8047859139475954,0.6628406939654055,0.7338133039565005
131,AT1G08040,LOC103836996,50,0.8154288252044202,0.7916599673244988,0.8035443962644595
132,AT1G08040,LOC103831005,50,0.7018835392774107,0.6413474754285418,0.6716155073529761
133,AT1G08040,LOC103829726,50,0.7953969539434155,0.7323150333238245,0.76385599363362
134,AT1G08040,LOC103871548,50,0.9289009639750255,0.8855320142112497,0.9072164890931376
135,AT1G67850,LOC103864879,50,0.2181457195851511,0.3907626876896346,0.30445420363739284
136,AT1G67850,LOC103852432,50,0.9226730060868884,0.9217447680298748,0.9222088870583816
137,AT1G67850,LOC103836996,50,0.9410695159225685,0.9145146650761131,0.9277920904993409
138,AT1G67850,LOC103831005,50,0.9040518299851092,0.830621612510049,0.8673367212475791
139,AT1G67850,LOC103829726,50,0.21653125734737064,0.40628614403153446,0.31140870068945253
140,AT1G67850,LOC103871548,50,0.6433501397633167,0.7597054018308654,0.701527770797091
141,AT2G28310,LOC103864879,50,0.8777763264453095,0.8885765410648064,0.8831764337550579
142,AT2G28310,LOC103852432,50,0.6180882468194049,0.518306060527476,0.5681971536734405
143,AT2G28310,LOC103836996,50,0.6468194048956346,0.6265812608594175,0.636700332877526
144,AT2G28310,LOC103831005,50,0.6372893753755322,0.5292756930577527,0.5832825342166424
145,AT2G28310,LOC103829726,50,0.8944016301366285,0.7331448873213868,0.8137732587290076
146,AT2G28310,LOC103871548,50,0.7809347161629092,0.7607479059153031,0.7708413110391061
147,AT3G27470,LOC103864879,50,0.7373494605397215,0.6467622727626358,0.6920558666511787
148,AT3G27470,LOC103852432,50,0.7877112777240785,0.7145976504758693,0.7511544640999739
149,AT3G27470,LOC103836996,50,0.8350740614958593,0.8369388760664921,0.8360064687811757
150,AT3G27470,LOC103831005,50,0.7341727840330208,0.715157801924224,0.7246652929786224
151,AT3G27470,LOC103829726,50,0.7843883069045691,0.5570550556261508,0.6707216812653599
152,AT3G27470,LOC103871548,50,0.8620967109903602,0.8365135758927413,0.8493051434415508
153,AT1G69830,LOC103831524,51,0.9885420204289559,0.9773812919789425,0.9829616562039492
154,AT2G33830,DRM1,52,0.8503240825401801,0.9456497497471538,0.8979869161436669
155,AT2G33830,LOC103867506,52,0.8419121595536863,0.9173880345426727,0.8796500970481795
156,AT1G28330,DRM1,52,0.9179550144988115,0.9487046497756801,0.9333298321372459
157,AT1G28330,LOC103867506,52,0.9161942579482223,0.9241565312102902,0.9201753945792562
158,AT2G32090,LOC103867665,53,0.9364560202722119,0.9474183760794586,0.9419371981758352
159,AT5G55600,LOC103831269,54,0.8585856474829542,0.9330255958092374,0.8958056216460958
160,AT5G55600,LOC103845003,54,0.9281015700514643,0.9675993879826768,0.9478504790170705
161,AT5G55600,LOC103830962,54,0.7034353039525588,0.8156686807914733,0.759551992372016
162,AT5G55600,LOC103856977,54,0.9480602941560647,0.9546017997458572,0.951331046950961
163,AT1G68580,LOC103831269,54,0.8768254134120536,0.932548429760639,0.9046869215863462
164,AT1G68580,LOC103845003,54,0.689067112516001,0.8707450532921864,0.7799060829040937
165,AT1G68580,LOC103830962,54,0.9017790433396901,0.8925650268405901,0.8971720350901401
166,AT1G68580,LOC103856977,54,0.6475404268659056,0.8532818132309847,0.7504111200484451
167,AT1G03030,LOC103844536,55,0.6559836986337156,0.6177692487228028,0.6368764736782593
168,AT1G07220,LOC103843476,56,0.6351785574335798,0.7781903996265657,0.7066844785300728
169,AT1G07220,LOC103843968,56,0.8849917709449044,0.8659474598687794,0.875469615406842
170,AT5G60620,LOC103830019,57,0.9153902197607623,0.9466300147817743,0.9310101172712684
171,AT5G60620,LOC103845477,57,0.8052979440424254,0.9071912035476257,0.8562445737950255
172,AT5G04360,LOC103847300,58,0.8332819561639542,0.97721532117943,0.905248638671692
173,AT5G36210,LOC103832547,59,0.9489694088142323,0.8580586603044527,0.9035140345593424
174,AT5G52820,LOC103852075,60,0.9944094673319575,0.9775265164285158,0.9859679918802366
175,AT2G23390,LOC103858418,61,0.9404843386713342,0.9803013407328649,0.9603928397020995
176,AT1G80750,LOC103853221,62,0.9910551477311319,0.9900988044915847,0.9905769761113583
177,AT1G80750,LOC103830455,62,0.9926225867969383,0.9917118331993465,0.9921672099981425
178,AT3G52390,LOC103863468,63,0.8658690143420674,0.8914914032312441,0.8786802087866558
179,AT2G16430,LOC103864735,64,0.3981713210898926,0.5537661828733118,0.4759687519816022
180,AT2G16430,LOC103837767,64,0.7104051829985109,0.6594803615627765,0.6849427722806436
181,AT2G16430,LOC103860461,64,0.9169727526842395,0.8950753351832162,0.9060240439337279
182,AT2G16430,LOC103864734,64,0.48452676402204864,0.4284536189414175,0.4564901914817331
183,AT2G27190,LOC103864735,64,0.6879646803730505,0.8241545142040462,0.7560595972885483
184,AT2G27190,LOC103837767,64,0.4590297552182659,0.33391250226913205,0.39647112874369894
185,AT2G27190,LOC103860461,64,0.6956137830141854,0.5966857705972355,0.6461497768057105
186,AT2G27190,LOC103864734,64,0.5310535802920662,0.8514561344363476,0.6912548573642069
187,AT3G09320,LOC103859302,66,0.94376667218173,0.8353465937086694,0.8895566329451997
188,AT3G09320,LOC103847314,66,0.8797222730188586,0.9220663364539302,0.9008943047363944
189,AT3G09320,LOC103870552,66,0.8833564095195799,0.9404372293249655,0.9118968194222727
190,AT5G04270,LOC103859302,66,0.8375192664385173,0.7784601021757734,0.8079896843071454
191,AT5G04270,LOC103847314,66,0.9006975103842839,0.9421643629573923,0.9214309366708381
192,AT5G04270,LOC103870552,66,0.7751142924318817,0.7094006898161355,0.7422574911240085
193,AT3G01435,LOC103870980,68,0.9217325426474046,0.9404424159124505,0.9310874792799275
194,AT3G01435,LOC103850069,68,0.7970845633376002,0.8055000878838435,0.8012923256107218
195,AT3G57630,LOC103841670,69,0.8156482666736331,0.9280015213989955,0.8718248940363142
196,AT5G63800,LOC103873798,71,0.8214477912171164,0.7514742874925442,0.7864610393548304
197,AT5G63800,LOC103855066,71,0.5437446119282113,0.8467674593501207,0.6952560356391659
198,AT1G77410,LOC103873798,71,0.4105227409284464,0.3470138222556469,0.3787682815920467
199,AT1G77410,LOC103855066,71,0.47613051542621276,0.33547885168953084,0.4058046835578718
200,AT2G14835,LOC103847972,72,0.9508398860994278,0.9685589066673582,0.9596993963833931
201,AT2G14835,LOC103860407,72,0.5830612084955198,0.7301314799927388,0.6565963442441293
202,AT5G15520,LOC103870942,73,0.9596018704772852,0.9581390524104666,0.9588704614438759
203,AT5G15520,LOC103858939,73,0.9599623814624206,0.9669147584346878,0.9634385699485541
204,AT5G15520,LOC103842855,73,0.9578881370986703,0.9667850937475687,0.9623366154231194
205,AT3G02080,LOC103870942,73,0.9567439065806316,0.9687093177044164,0.962726612142524
206,AT3G02080,LOC103858939,73,0.955322761827634,0.9714841420087653,0.9634034519181996
207,AT3G02080,LOC103842855,73,0.9530604247759867,0.969113871528228,0.9610871481521074
208,AT5G61170,LOC103870942,73,0.967731654431934,0.9536578408236301,0.9606947476277821
209,AT5G61170,LOC103858939,73,0.9679772198855768,0.9581909182853142,0.9630840690854455
210,AT5G61170,LOC103842855,73,0.9679719950886909,0.9579730816109541,0.9629725383498224
211,AT3G18620,LOC103859761,74,0.8759162987538859,0.8740074168201032,0.8749618577869945
212,AT3G18620,LOC103869543,74,0.7036860942030879,0.8017012006950027,0.7526936474490453
213,AT3G27080,LOC103864239,75,0.9127981399723086,0.9342185109307332,0.9235083254515208
214,AT3G27080,LOC103829065,75,0.9353640377230336,0.9688337958040506,0.9520989167635421
215,AT3G27080,LOC103839040,75,0.9301862640089866,0.8804491584761805,0.9053177112425836
216,AT3G27080,LOC103854269,75,0.8729120405444237,0.8950960815331553,0.8840040610387896
217,AT5G40930,LOC103864239,75,0.9080696987904595,0.9004434532299473,0.9042565760102035
218,AT5G40930,LOC103829065,75,0.8411458560104031,0.8675708617515107,0.8543583588809569
219,AT5G40930,LOC103839040,75,0.8392126811625754,0.8826327118072663,0.8609226964849208
220,AT5G40930,LOC103854269,75,0.7393377860213461,0.8378880215762039,0.788612903798775
221,AT1G27390,LOC103864239,75,0.9541889809033675,0.9426104094810819,0.9483996951922247
222,AT1G27390,LOC103829065,75,0.9719898638940412,0.9818002645159617,0.9768950642050014
223,AT1G27390,LOC103839040,75,0.9339899161420099,0.8838567464536708,0.9089233312978404
224,AT1G27390,LOC103854269,75,0.9144805245696074,0.9043645133684292,0.9094225189690183
225,AT5G10370,LOC103855862,76,0.9939496852059877,0.9886724929332745,0.9913110890696311
226,AT5G10370,LOC103846814,76,0.9861647378458163,0.9756593449340007,0.9809120413899085
227,AT4G01020,LOC103855862,76,0.9547689333577157,0.9869557324758176,0.9708623329167667
228,AT4G01020,LOC103846814,76,0.9558818150944381,0.9855242343300227,0.9707030247122304
229,AT1G53400,LOC103871131,77,0.9051124637529717,0.9217084619174813,0.9134104628352265
230,AT1G53400,LOC103868435,77,0.8079991640324983,0.8886439667021083,0.8483215653673033
231,AT5G45740,LOC103871131,77,0.6467828313174325,0.7887646989330037,0.7177737651252181
232,AT5G45740,LOC103868435,77,0.7716502520964498,0.8237753170301599,0.7977127845633049
233,AT3G45620,LOC103873412,78,0.7490321063768646,0.8303726563107803,0.7897023813438224
234,AT3G45620,LOC103831116,78,0.7085242561195433,0.7936204973937397,0.7510723767566415
235,AT3G45620,LOC103835183,78,0.6557851563520468,0.7853167708306319,0.7205509635913394
236,AT4G38480,LOC103873412,78,0.7385981869954805,0.8700759835066518,0.8043370852510662
237,AT4G38480,LOC103831116,78,0.6023668329893676,0.7781333471642332,0.6902500900768004
238,AT4G38480,LOC103835183,78,0.825544031975757,0.8738466326080756,0.8496953322919163
239,AT4G35140,LOC103873412,78,0.8642493273074009,0.8980420632245015,0.8811456952659512
240,AT4G35140,LOC103831116,78,0.9184931685780715,0.8439096496460154,0.8812014091120435
241,AT4G35140,LOC103835183,78,0.783103006870608,0.8947848862840695,0.8389439465773387
242,AT3G49940,LOC103829504,80,0.5362615417214545,0.6284011767790715,0.582331359250263
243,AT5G67420,LOC103829504,80,0.8055882105360932,0.8491020000057629,0.827345105270928
244,AT4G37540,LOC103829504,80,0.605956268450064,0.6506343484637616,0.6282953084569127
245,AT5G13520,LOC103850876,81,0.8826445309438595,0.8857187313607011,0.8841816311522803
246,AT5G13520,LOC103846567,81,0.9376355181692312,0.91656855372008,0.9271020359446556
247,AT5G64320,LOC103855237,83,0.8864912876511926,0.89587406965587,0.8911826786535313
248,AT1G42480,LOC103833298,84,0.9266595261109224,0.8478773890718602,0.8872684575913913
249,AT3G16800,LOC103854680,85,0.7594764753520207,0.8333860636394285,0.7964312694957245
250,AT3G16800,LOC103849908,85,0.6242064839729355,0.5400223023261844,0.58211439314956
251,AT3G16800,LOC103837156,85,0.7818451370202983,0.7280672181738026,0.7549561775970505
252,AT3G05640,LOC103854680,85,0.8075446067034144,0.91381447576567,0.8606795412345423
253,AT3G05640,LOC103849908,85,0.520342746675723,0.5900469386167371,0.5551948426462301
254,AT3G05640,LOC103837156,85,0.6475874500378798,0.7026425663234874,0.6751150081806836
255,AT5G27930,LOC103854680,85,0.7019514616369289,0.7577033790617463,0.7298274203493376
256,AT5G27930,LOC103849908,85,0.3756367721204838,0.333450895982988,0.3545438340517359
257,AT5G27930,LOC103837156,85,0.6978604456751745,0.6414771401156609,0.6696687928954177
258,AT4G10810,LOC103858579,86,0.9176717144009915,0.9170664661186173,0.9173690902598044
259,AT4G10810,LOC103833922,86,0.9525907735892322,0.9440937735017245,0.9483422735454783
260,AT4G10810,LOC103861657,86,0.8708110916632561,0.9117213995718184,0.8912662456175373
261,AT4G10810,LOC103853544,86,0.9564164859757743,0.8749139170549404,0.9156652015153574
262,AT4G10170,LOC103840060,87,0.6767261422712193,0.6492518347553227,0.6629889885132709
263,AT4G10170,LOC103858552,87,0.7267431228610988,0.8359949171442649,0.7813690200026818
264,AT1G33475,LOC103840060,87,0.8874996734501945,0.9670340499468375,0.927266861698516
265,AT1G33475,LOC103858552,87,0.7091460069489799,0.6570420891574389,0.6830940480532094
266,AT2G03280,LOC103858950,88,0.8480054337887615,0.7932729960322606,0.8206392149105111
267,AT2G03280,LOC103839412,88,0.8325034614279371,0.8166696921760327,0.8245865768019849
268,AT2G03280,LOC103856159,88,0.8092322160975992,0.7594604796440848,0.784346347870842
269,AT2G03280,LOC103870924,88,0.8255022336006688,0.6850755945125905,0.7552889140566297
270,AT2G03280,LOC103846391,88,0.7902714281982288,0.8354918181582428,0.8128816231782359
271,AT2G03280,LOC103842952,88,0.8095875022858486,0.7734757916029149,0.7915316469443818
272,AT2G03280,LOC103836087,88,0.8182502155228716,0.8271829050076502,0.8227165602652609
273,AT1G14020,LOC103858950,88,0.8307374800804619,0.768232151655818,0.79948481586814
274,AT1G14020,LOC103839412,88,0.8683298936753835,0.7461372889707217,0.8072335913230526
275,AT1G14020,LOC103856159,88,0.8036521330233287,0.7799705517088366,0.7918113423660826
276,AT1G14020,LOC103870924,88,0.8682201729407769,0.5727444827675631,0.72048232785417
277,AT1G14020,LOC103846391,88,0.8488048277123227,0.889530873162003,0.8691678504371628
278,AT1G14020,LOC103842952,88,0.8195041667755166,0.7262674723165893,0.772885819546053
279,AT1G14020,LOC103836087,88,0.9036756446093159,0.9009776717408781,0.902326658175097
280,AT5G15740,LOC103858950,88,0.8728441181849055,0.8354295791084256,0.8541368486466656
281,AT5G15740,LOC103839412,88,0.6735860393427205,0.6634319649386685,0.6685090021406945
282,AT5G15740,LOC103856159,88,0.9156979022440502,0.7132652737797832,0.8144815880119167
283,AT5G15740,LOC103870924,88,0.6778233496172836,0.6622753559295661,0.6700493527734248
284,AT5G15740,LOC103846391,88,0.8056793542151048,0.8020746349939057,0.8038769946045052
285,AT5G15740,LOC103842952,88,0.7560385590010189,0.8502787790773061,0.8031586690391626
286,AT5G15740,LOC103836087,88,0.7101491679510958,0.8121469878893183,0.7611480779202071
287,AT3G02250,LOC103858950,88,0.744997982647869,0.8500713155779155,0.7975346491128923
288,AT3G02250,LOC103839412,88,0.462795092174125,0.7347579160291486,0.5987765041016369
289,AT3G02250,LOC103856159,88,0.5575322703774335,0.7303406723546243,0.6439364713660289
290,AT3G02250,LOC103870924,88,0.6673458902618493,0.8402582920567413,0.7538020911592953
291,AT3G02250,LOC103846391,88,0.5196118556446674,0.8095225746220275,0.6645672151333475
292,AT3G02250,LOC103842952,88,0.742246256287898,0.9316615233007444,0.8369538897943212
293,AT3G02250,LOC103836087,88,0.6113999262723105,0.8288789191151682,0.7201394226937394
294,AT5G13710,LOC103856028,89,0.8458214686904046,0.9083011332693655,0.8770613009798851
295,AT5G13710,LOC103850891,89,0.818375610648136,0.8575400015559762,0.8379578061020561
296,AT5G46680,LOC103860954,92,0.8488611394120942,0.8185161173206089,0.8336886283663516
297,AT5G06980,LOC103870257,93,0.9775856213589696,0.9802183553331085,0.978901988346039
298,AT5G06980,LOC103859441,93,0.980396562083649,0.98216851222738,0.9812825371555145
299,AT5G06980,LOC103847102,93,0.9679092975260586,0.9808874251186432,0.9743983613223509
300,AT3G12320,LOC103870257,93,0.9903027769795449,0.9873343533622053,0.9888185651708752
301,AT3G12320,LOC103859441,93,0.9949737453956478,0.9896060786805321,0.9922899120380899
302,AT3G12320,LOC103847102,93,0.9922620758118029,0.9884598428463992,0.9903609593291011
303,AT1G25220,LOC103835440,94,0.7183938974372371,0.8834210731049505,0.8009074852710938
304,AT1G25220,LOC103839088,94,0.6521486977193761,0.7499753637094474,0.7010620307144118
305,AT5G57890,LOC103835440,94,0.8743854332662817,0.639231347734758,0.7568083905005198
306,AT5G57890,LOC103839088,94,0.7429086444264479,0.7749176629236794,0.7589131536750636
307,AT5G06310,LOC103846972,95,0.8501214765276,0.938139571069215,0.8941305237984074
308,AT5G06310,LOC103839219,95,0.8709631913059379,0.8108607141930966,0.8409119527495172
309,AT2G05210,LOC103846972,95,0.6350276188568725,0.8771297424859313,0.7560786806714019
310,AT2G05210,LOC103839219,95,0.8314683711115175,0.8579912346671508,0.8447298028893342
